日期,开盘,最高,最低,收盘,成交量,成交额,outstanding_share,换手率,股票代码
2020-01-02,7.21,7.34,7.21,7.24,14857544.0,108096393.0,1813722958.0,0.008191738398891679,000031
2020-01-03,7.32,7.32,7.15,7.25,23129411.0,166871795.0,1813722958.0,0.012752449814885124,000031
2020-01-06,7.23,7.23,7.01,7.06,28091294.0,198806042.0,1813722958.0,0.015488194531636953,000031
2020-01-07,7.07,7.18,7.03,7.18,14775435.0,105080312.0,1813722958.0,0.008146467427579423,000031
2020-01-08,7.2,7.2,7.0,7.0,12742352.0,90088637.0,1813722958.0,0.007025522803135847,000031
2020-01-09,7.05,7.13,7.03,7.1,11214432.0,79409556.0,1813722958.0,0.006183100870248785,000031
2020-01-10,7.13,7.13,7.0,7.03,8694220.0,61254730.0,1813722958.0,0.004793576638400803,000031
2020-01-13,7.03,7.14,7.01,7.13,11790852.0,83582092.0,1813722958.0,0.006500911259899264,000031
2020-01-14,7.15,7.42,7.13,7.17,25442974.0,184066344.0,1813722958.0,0.014028037682257756,000031
2020-01-15,7.15,7.19,7.06,7.08,12553076.0,89152396.0,1813722958.0,0.006921165079060547,000031
2020-01-16,7.08,7.12,7.02,7.05,7825235.0,55232109.0,1813722958.0,0.004314459915437647,000031
2020-01-17,7.04,7.08,6.9,6.95,12478087.0,87037135.0,1813722958.0,0.006879819734850597,000031
2020-01-20,6.95,6.95,6.69,6.75,25842944.0,174107391.0,1813722958.0,0.014248561990138298,000031
2020-01-21,6.76,6.77,6.51,6.52,21139711.0,139018754.0,1813722958.0,0.011655424499511683,000031
2020-01-22,6.49,6.56,6.36,6.56,15153675.0,97959456.0,1813722958.0,0.008355010853868234,000031
2020-01-23,6.45,6.53,6.26,6.34,15681520.0,100089626.0,1813722958.0,0.008646039314235774,000031
2020-02-03,5.71,5.71,5.71,5.71,2373400.0,13552114.0,1813722958.0,0.0013085791242435163,000031
2020-02-04,5.14,5.49,5.14,5.34,28003669.0,149748766.0,1813722958.0,0.015439882302024652,000031
2020-02-05,5.39,5.48,5.34,5.43,16601730.0,89785910.0,1813722958.0,0.009153399049602811,000031
2020-02-06,5.42,5.5,5.35,5.48,15655934.0,85161978.0,1813722958.0,0.008631932418865042,000031
2020-02-07,5.51,5.51,5.37,5.46,16171220.0,87628685.0,1813722958.0,0.008916036447943556,000031
2020-02-10,5.42,5.61,5.39,5.6,18151835.0,100203939.0,1813722958.0,0.010008052729296708,000031
2020-02-11,5.59,5.69,5.57,5.61,13610555.0,76493004.0,1813722958.0,0.007504208368740294,000031
2020-02-12,5.59,5.61,5.48,5.6,19332293.0,106975834.0,1813722958.0,0.010658900751478496,000031
2020-02-13,5.6,6.02,5.56,5.78,30510551.0,176957684.0,1813722958.0,0.016822057010098233,000031
2020-02-14,5.79,6.2,5.77,6.17,44223130.0,264164530.0,1813722958.0,0.024382516527642697,000031
2020-02-17,6.15,6.15,5.94,6.1,35796309.0,215734100.0,1813722958.0,0.019736370895074705,000031
2020-02-18,6.04,6.05,5.93,5.99,25270577.0,151136855.0,1813722958.0,0.01393298623063468,000031
2020-02-19,5.99,6.04,5.93,5.97,14964048.0,89601180.0,1813722958.0,0.008250459605198426,000031
2020-02-20,5.96,6.01,5.86,5.99,21006875.0,125054992.0,1813722958.0,0.011582185089151858,000031
2020-02-21,5.99,6.01,5.92,5.95,16927507.0,100935651.0,1813722958.0,0.009333016889561807,000031
