日期,开盘,最高,最低,收盘,成交量,成交额,outstanding_share,换手率,股票代码
2020-01-02,6.68,6.75,6.67,6.71,5553567.0,37292194.0,596924139.0,0.009303639503176466,002300
2020-01-03,6.71,6.77,6.69,6.74,4782116.0,32197697.0,596924139.0,0.008011262550064171,002300
2020-01-06,6.78,6.95,6.74,6.8,7316619.0,49950616.0,596924139.0,0.012257200742890379,002300
2020-01-07,6.8,6.83,6.74,6.81,5173064.0,35114425.0,596924139.0,0.00866620004455876,002300
2020-01-08,6.81,7.04,6.8,6.9,11914828.0,82423371.0,596924139.0,0.019960372217415052,002300
2020-01-09,6.8,6.9,6.76,6.89,7472046.0,51045210.0,596924139.0,0.012517580563114068,002300
2020-01-10,6.89,6.89,6.74,6.78,5053326.0,34291901.0,596924139.0,0.008465608391152698,002300
2020-01-13,6.77,6.8,6.66,6.79,4091752.0,27508899.0,596924139.0,0.006854726978967088,002300
2020-01-14,7.1,7.28,6.91,6.91,13260158.0,93249785.0,596924139.0,0.022214142691924208,002300
2020-01-15,6.93,7.0,6.82,6.91,5377778.0,37023013.0,596924139.0,0.009009148145707675,002300
2020-01-16,6.91,6.94,6.85,6.87,3753128.0,25847448.0,596924139.0,0.006287445514077292,002300
2020-01-17,6.87,6.97,6.82,6.84,3405937.0,23428999.0,596924139.0,0.005705812141733474,002300
2020-01-20,6.84,6.93,6.79,6.9,3888737.0,26723694.0,596924139.0,0.006514625135640561,002300
2020-01-21,6.89,6.9,6.8,6.81,3558660.0,24303774.0,596924139.0,0.0059616620731097626,002300
2020-01-22,6.8,6.83,6.68,6.83,2934306.0,19897057.0,596924139.0,0.004915710068143181,002300
2020-01-23,6.8,6.83,6.52,6.65,4536184.0,30456536.0,596924139.0,0.00759926379857793,002300
2020-02-03,5.99,5.99,5.99,5.99,1373300.0,8226067.0,596924139.0,0.002300627349901827,002300
2020-02-04,5.41,5.98,5.4,5.81,8093217.0,46582570.0,596924139.0,0.013558200232207397,002300
2020-02-05,5.8,6.04,5.8,5.91,5408500.0,32081212.0,596924139.0,0.009060615322175804,002300
2020-02-06,5.92,6.0,5.84,5.95,5061719.0,30015795.0,596924139.0,0.008479668804280003,002300
2020-02-07,5.93,5.98,5.86,5.97,4547474.0,26928755.0,596924139.0,0.007618177424719626,002300
2020-02-10,5.98,6.33,5.89,6.21,7705536.0,47359536.0,596924139.0,0.012908735794985166,002300
2020-02-11,6.2,6.24,6.14,6.17,4034753.0,24948062.0,596924139.0,0.006759239133400165,002300
2020-02-12,6.18,6.25,6.17,6.24,3951876.0,24550368.0,596924139.0,0.006620399045380204,002300
2020-02-13,6.22,6.27,6.16,6.16,3841474.0,23812748.0,596924139.0,0.006435447570331881,002300
2020-02-14,6.15,6.21,6.1,6.14,4544489.0,27953369.0,596924139.0,0.007613176789287123,002300
2020-02-17,6.19,6.36,6.15,6.35,6689605.0,42110543.0,596924139.0,0.011206792560285454,002300
2020-02-18,6.39,6.48,6.35,6.43,5696782.0,36557076.0,596924139.0,0.009543561112377799,002300
2020-02-19,6.43,6.46,6.33,6.35,5608984.0,35953886.0,596924139.0,0.009396477095726899,002300
2020-02-20,6.4,6.53,6.34,6.5,6608093.0,42581575.0,596924139.0,0.011070239195000959,002300
2020-02-21,6.5,6.63,6.47,6.59,7571552.0,49767668.0,596924139.0,0.012684278462392689,002300
2020-02-24,6.61,6.73,6.53,6.66,8809991.0,58302308.0,596924139.0,0.014758979281285188,002300
2020-02-25,6.54,6.59,6.31,6.57,8607955.0,55816552.0,596924139.0,0.014420517512360143,002300
2020-02-26,6.73,6.86,6.56,6.61,11935647.0,80048900.0,596924139.0,0.01999524934608148,002300
2020-02-27,6.56,6.77,6.56,6.65,9042405.0,60355232.0,596924139.0,0.015148331939043932,002300
2020-02-28,6.5,6.58,6.3,6.31,8496428.0,54511418.0,596924139.0,0.014233681375716655,002300
2020-03-02,6.35,6.6,6.35,6.6,7258672.0,47330917.0,596924139.0,0.012160124755819264,002300
2020-03-03,6.67,6.8,6.57,6.64,9411871.0,63123497.0,596924139.0,0.01576728161097201,002300
2020-03-04,6.64,6.74,6.52,6.73,7447154.0,49397496.0,596924139.0,0.012475880121845768,002300
2020-03-05,6.8,7.13,6.75,6.98,19305191.0,134720462.0,596924139.0,0.032341112946682155,002300
2020-03-06,6.89,7.07,6.86,6.97,13661563.0,95494135.0,596924139.0,0.022886598325352697,002300
2020-03-09,6.84,7.45,6.81,7.02,23350492.0,166647828.0,596924139.0,0.03911802266719858,002300
2020-03-10,6.8,7.35,6.6,7.23,24753705.0,173007274.0,596924139.0,0.041468761912474776,002300
2020-03-11,7.28,7.95,7.27,7.67,63809897.0,497045738.0,596924139.0,0.10689783312649717,002300
2020-03-12,7.33,7.44,7.03,7.1,41168728.0,295585410.0,596924139.0,0.06896810718522475,002300
2020-03-13,6.63,7.45,6.63,7.42,37705448.0,270329276.0,596924139.0,0.06316623091028993,002300
2020-03-16,7.6,7.66,6.88,6.96,29762441.0,216544891.0,596924139.0,0.04985967069426891,002300
2020-03-17,6.94,7.66,6.75,7.66,59130719.0,440608747.0,596924139.0,0.09905901795001794,002300
2020-03-18,7.7,8.12,7.4,7.65,67131438.0,515973422.0,596924139.0,0.11246226046824352,002300
2020-03-19,7.53,7.93,7.23,7.73,40895725.0,309272587.0,596924139.0,0.06851075761236722,002300
2020-03-20,7.73,8.41,7.62,7.9,50887345.0,407197036.0,596924139.0,0.08524926649012597,002300
2020-03-23,7.5,8.05,7.3,7.7,39465007.0,304043388.0,596924139.0,0.0661139404851577,002300
2020-03-24,7.77,7.91,7.22,7.56,34473387.0,259787584.0,596924139.0,0.05775170536368609,002300
2020-03-25,7.66,7.72,7.35,7.48,25204903.0,188498829.0,596924139.0,0.04222463350573263,002300
2020-03-26,7.36,7.4,6.98,7.0,25063817.0,179658999.0,596924139.0,0.04198827851389672,002300
2020-03-27,7.1,7.2,6.91,6.93,17021725.0,119838955.0,596924139.0,0.02851572568084736,002300
2020-03-30,6.8,6.82,6.36,6.59,18979699.0,125258810.0,596924139.0,0.031795830927185874,002300
