日期,开盘,最高,最低,收盘,成交量,成交额,outstanding_share,换手率,股票代码
2020-01-02,6.11,6.16,6.1,6.11,13810865.0,84616515.0,1599439081.0,0.008634817770843252,000059
2020-01-03,6.11,6.23,6.1,6.18,19851375.0,122467336.0,1599439081.0,0.012411460515012887,000059
2020-01-06,6.25,6.45,6.24,6.4,36727939.0,233315999.0,1599439081.0,0.022963012118621604,000059
2020-01-07,6.32,6.35,6.28,6.34,17948144.0,113324292.0,1599439081.0,0.0112215239787554,000059
2020-01-08,6.41,6.48,6.27,6.28,21777876.0,138337724.0,1599439081.0,0.013615945901724531,000059
2020-01-09,6.22,6.23,6.14,6.2,18807734.0,116419646.0,1599439081.0,0.011758956138698977,000059
2020-01-10,6.2,6.21,6.11,6.15,11527975.0,70881956.0,1599439081.0,0.007207511143714513,000059
2020-01-13,6.15,6.18,6.1,6.17,10292787.0,63170718.0,1599439081.0,0.0064352479080133215,000059
2020-01-14,6.15,6.19,6.15,6.16,8928837.0,55062726.0,1599439081.0,0.005582480199506892,000059
2020-01-15,6.17,6.17,6.11,6.13,7785770.0,47724189.0,1599439081.0,0.004867812780423114,000059
2020-01-16,6.13,6.16,6.11,6.12,5826978.0,35725152.0,1599439081.0,0.003643138440981986,000059
2020-01-17,6.12,6.15,6.09,6.1,5277300.0,32291810.0,1599439081.0,0.0032994692093559017,000059
2020-01-20,6.09,6.11,6.03,6.06,9550083.0,57784530.0,1599439081.0,0.0059708951178241215,000059
2020-01-21,6.06,6.06,5.93,5.94,12154301.0,72516890.0,1599439081.0,0.007599102175495736,000059
2020-01-22,5.93,6.0,5.9,6.0,7472804.0,44493848.0,1599439081.0,0.00467214043271211,000059
2020-01-23,5.95,5.99,5.81,5.83,12113601.0,71356653.0,1599439081.0,0.007573655754632646,000059
2020-02-03,5.25,5.3,5.25,5.25,11275881.0,59213174.0,1599439081.0,0.007049897138283068,000059
2020-02-04,5.05,5.32,5.05,5.27,15177994.0,79319481.0,1599439081.0,0.00948957305114142,000059
2020-02-05,5.28,5.36,5.24,5.31,11465011.0,60897348.0,1599439081.0,0.007168144842898208,000059
2020-02-06,5.34,5.4,5.29,5.4,15289122.0,81799941.0,1599439081.0,0.009559052408823815,000059
2020-02-07,5.37,5.38,5.28,5.35,13493093.0,71845034.0,1599439081.0,0.008436140619725172,000059
