日期,开盘,最高,最低,收盘,成交量,成交额,outstanding_share,换手率,股票代码
2020-01-02,5.53,5.63,5.47,5.63,11969025.0,66760641.0,863459250.0,0.013861713798306058,000720
2020-01-03,5.63,5.66,5.56,5.59,7376946.0,41371140.0,863459250.0,0.008543479035055795,000720
2020-01-06,5.59,5.83,5.56,5.81,16211364.0,93122815.0,863459250.0,0.018774903390055754,000720
2020-01-07,5.83,5.83,5.75,5.77,9272260.0,53514347.0,863459250.0,0.01073850329358334,000720
2020-01-08,5.77,5.83,5.63,5.68,11816300.0,67823493.0,863459250.0,0.013684838051129801,000720
2020-01-09,5.71,5.77,5.66,5.7,9824013.0,55957711.0,863459250.0,0.011377506234370643,000720
2020-01-10,5.73,5.92,5.69,5.81,14501927.0,84537820.0,863459250.0,0.016795149278903434,000720
2020-01-13,5.8,5.87,5.74,5.85,8695298.0,50546316.0,863459250.0,0.010070304997022153,000720
2020-01-14,5.89,5.92,5.82,5.88,6267845.0,36843707.0,863459250.0,0.007258993403568263,000720
2020-01-15,5.92,5.93,5.82,5.88,4283828.0,25074319.0,863459250.0,0.00496123934047843,000720
2020-01-16,5.9,5.91,5.81,5.85,4992300.0,29250625.0,863459250.0,0.005781743608630054,000720
2020-01-17,5.8,5.85,5.75,5.8,5320502.0,30810844.0,863459250.0,0.006161844927829541,000720
2020-01-20,5.79,5.9,5.71,5.9,7009711.0,40775347.0,863459250.0,0.008118172339922238,000720
2020-01-21,5.93,5.93,5.8,5.88,6039601.0,35448655.0,863459250.0,0.00699465666735286,000720
2020-01-22,5.86,5.86,5.75,5.79,6036301.0,34982212.0,863459250.0,0.0069908348309430934,000720
2020-01-23,5.77,5.77,5.3,5.55,13425972.0,74715314.0,863459250.0,0.015549051098821398,000720
2020-02-03,5.0,5.0,5.0,5.0,1318900.0,6594500.0,863459250.0,0.0015274606184368285,000720
2020-02-04,4.5,4.98,4.5,4.74,18255826.0,86934609.0,863459250.0,0.021142660756717817,000720
2020-02-05,4.77,4.97,4.73,4.82,10503704.0,50863724.0,863459250.0,0.012164678298367874,000720
2020-02-06,4.83,4.87,4.73,4.86,9922901.0,47705652.0,863459250.0,0.011492031615852166,000720
2020-02-07,4.85,4.9,4.79,4.85,7335208.0,35527698.0,863459250.0,0.00849514091139796,000720
2020-02-10,4.85,4.92,4.79,4.89,6954221.0,33727906.0,863459250.0,0.008053907581625884,000720
2020-02-11,4.89,4.92,4.85,4.9,5836400.0,28503208.0,863459250.0,0.006759323036958606,000720
2020-02-12,4.86,4.92,4.85,4.89,7327536.0,35749470.0,863459250.0,0.008486255720811376,000720
2020-02-13,4.9,4.9,4.75,4.79,6948276.0,33450334.0,863459250.0,0.008047022485427078,000720
2020-02-14,4.79,4.9,4.76,4.85,6184746.0,30063845.0,863459250.0,0.007162753772109107,000720
2020-02-17,4.86,4.94,4.86,4.93,8818844.0,43247881.0,863459250.0,0.010213387603410352,000720
2020-02-18,4.91,4.96,4.88,4.95,7579848.0,37292694.0,863459250.0,0.00877846638390868,000720
2020-02-19,4.96,5.45,4.92,5.45,28055032.0,148934277.0,863459250.0,0.032491437204477225,000720
2020-02-20,5.43,5.71,5.33,5.56,25173380.0,139572325.0,863459250.0,0.02915410310330221,000720
2020-02-21,5.56,5.68,5.43,5.67,31897716.0,175635627.0,863459250.0,0.03694177345369802,000720
2020-02-24,5.62,5.65,5.49,5.54,14007661.0,77700317.0,863459250.0,0.016222723886506515,000720
2020-02-25,5.4,5.44,5.26,5.37,16103765.0,86304050.0,863459250.0,0.018650289518584693,000720
2020-02-26,5.37,5.52,5.29,5.34,10199613.0,55173376.0,863459250.0,0.011812500705736837,000720
2020-02-27,5.36,5.42,5.28,5.33,6810061.0,36227530.0,863459250.0,0.007886951237131342,000720
2020-02-28,5.18,5.25,4.96,5.0,10521207.0,53706687.0,863459250.0,0.012184949087058828,000720
2020-03-02,5.01,5.17,5.01,5.11,7828124.0,40139149.0,863459250.0,0.009066002825263613,000720
2020-03-03,5.19,5.31,5.1,5.17,10167300.0,52783288.0,863459250.0,0.011775077978491748,000720
2020-03-04,5.16,5.3,5.1,5.26,7680943.0,39743777.0,863459250.0,0.008895547763255764,000720
2020-03-05,5.3,5.35,5.23,5.34,7406315.0,39317429.0,863459250.0,0.008577492220970474,000720
2020-03-06,5.28,5.29,5.21,5.24,6149952.0,32240645.0,863459250.0,0.007122457718763219,000720
2020-03-09,5.2,5.21,5.06,5.07,9010477.0,46219078.0,863459250.0,0.010435323959990006,000720
2020-03-10,5.0,5.15,4.93,5.14,7964502.0,40113507.0,863459250.0,0.009223946584624578,000720
2020-03-11,5.13,5.38,5.11,5.22,8883054.0,46808509.0,863459250.0,0.010287751274886452,000720
2020-03-12,5.21,5.23,5.09,5.22,5991820.0,30965307.0,863459250.0,0.006939319950536172,000720
2020-03-13,4.95,5.2,4.95,5.19,10693897.0,53948292.0,863459250.0,0.012384946944514174,000720
2020-03-16,5.24,5.41,5.15,5.17,16031053.0,85181282.0,863459250.0,0.018566079406758338,000720
2020-03-17,5.18,5.45,5.09,5.41,20879469.0,111340268.0,863459250.0,0.024181186315393576,000720
2020-03-18,5.45,5.65,5.39,5.42,16513344.0,91210400.0,863459250.0,0.019124636165516785,000720
2020-03-19,5.48,5.48,5.2,5.45,10915554.0,58449938.0,863459250.0,0.012641655063629234,000720
2020-03-20,5.48,5.81,5.4,5.74,19350897.0,108656493.0,863459250.0,0.022410897792802614,000720
2020-03-23,5.57,5.7,5.5,5.53,12885600.0,72055030.0,863459250.0,0.014923228861118808,000720
2020-03-24,5.58,5.64,5.44,5.6,9542477.0,53004427.0,863459250.0,0.011051450314534242,000720
2020-03-25,5.66,5.68,5.59,5.62,7546539.0,42441457.0,863459250.0,0.008739890156947186,000720
2020-03-26,5.59,5.6,5.44,5.47,7267701.0,39972123.0,863459250.0,0.00841695887790883,000720
2020-03-27,5.49,5.54,5.37,5.42,6394853.0,34779538.0,863459250.0,0.007406085463789982,000720
2020-03-30,5.42,5.44,5.18,5.2,7802003.0,41001787.0,863459250.0,0.00903575125288194,000720
2020-03-31,5.25,5.3,5.21,5.28,4093521.0,21535996.0,863459250.0,0.004740838667256156,000720
2020-04-01,5.26,5.29,5.19,5.2,3706993.0,19393786.0,863459250.0,0.004293188126712407,000720
2020-04-02,5.2,5.63,5.16,5.63,11016951.0,59834190.0,863459250.0,0.012759086198914424,000720
2020-04-03,5.64,6.0,5.57,5.95,26196699.0,153343207.0,863459250.0,0.03033924183451622,000720
2020-04-07,6.0,6.14,5.93,5.97,21509750.0,129623706.0,863459250.0,0.024911135065146386,000720
2020-04-08,6.05,6.12,5.9,6.09,15942153.0,96479460.0,863459250.0,0.01846312145014371,000720
2020-04-09,6.1,6.14,5.9,5.95,9922500.0,59486180.0,863459250.0,0.011491567204821768,000720
2020-04-10,5.99,6.0,5.75,5.81,10048201.0,58753857.0,863459250.0,0.01163714558619877,000720
2020-04-13,5.79,5.79,5.61,5.62,8555100.0,48385236.0,863459250.0,0.009907937172483821,000720
