日期,开盘,最高,最低,收盘,成交量,成交额,outstanding_share,换手率,股票代码
2020-01-02,4.65,4.71,4.63,4.68,3680794.0,17195268.0,446581588.0,0.008242153503202645,002551
2020-01-03,4.68,4.69,4.62,4.67,3391506.0,15800362.0,446581588.0,0.007594370415468181,002551
2020-01-06,4.63,4.71,4.59,4.67,2738954.0,12780011.0,446581588.0,0.006133154777531939,002551
2020-01-07,4.7,4.74,4.68,4.74,3023382.0,14243961.0,446581588.0,0.006770055195378991,002551
2020-01-08,4.74,4.74,4.62,4.64,3835006.0,17945690.0,446581588.0,0.008587470023506657,002551
2020-01-09,4.65,4.78,4.65,4.77,5085530.0,24085574.0,446581588.0,0.011387683990232038,002551
2020-01-10,4.77,4.78,4.71,4.73,2553854.0,12089377.0,446581588.0,0.0057186728441657115,002551
2020-01-13,4.71,4.75,4.67,4.74,2311710.0,10888803.0,446581588.0,0.0051764561328041135,002551
2020-01-14,4.76,4.77,4.71,4.71,2449994.0,11592736.0,446581588.0,0.005486106158053251,002551
2020-01-15,4.7,4.73,4.62,4.65,2529982.0,11803895.0,446581588.0,0.005665217886233143,002551
2020-01-16,4.65,4.69,4.59,4.6,2261905.0,10465581.0,446581588.0,0.005064931158783017,002551
2020-01-17,4.64,4.66,4.59,4.6,2055230.0,9498657.0,446581588.0,0.004602137784507139,002551
2020-01-20,4.6,4.8,4.6,4.75,6852346.0,32332101.0,446581588.0,0.015343995776198459,002551
2020-01-21,4.86,5.22,4.8,5.08,27260012.0,137005283.0,446581588.0,0.06104150446972749,002551
2020-01-22,5.22,5.39,4.96,4.97,27603621.0,142179481.0,446581588.0,0.06181092490539489,002551
2020-01-23,5.19,5.36,5.01,5.29,35298430.0,183184315.0,446581588.0,0.07904139120039136,002551
2020-02-03,5.82,5.82,5.82,5.82,2674018.0,15562785.0,446581588.0,0.005987747976748204,002551
2020-02-04,6.4,6.4,6.26,6.4,39663560.0,253248436.0,446581588.0,0.08881593210690092,002551
2020-02-05,6.5,7.04,6.48,7.04,30219261.0,204864941.0,446581588.0,0.0676679509680099,002551
2020-02-06,7.74,7.74,7.74,7.74,2601398.0,20134821.0,446581588.0,0.005825134913533426,002551
2020-02-07,8.51,8.51,8.51,8.51,4178365.0,35557886.0,446581588.0,0.009356330651052278,002551
2020-02-10,9.36,9.36,7.66,7.98,128703910.0,1076689279.0,478407019.0,0.2690259651060847,002551
2020-02-11,7.45,7.69,7.18,7.28,97143228.0,708085313.0,478407019.0,0.2030556077606378,002551
2020-02-12,7.12,7.42,6.9,7.17,73860037.0,527198300.0,478407019.0,0.15438744430294407,002551
2020-02-13,7.22,7.27,6.61,6.7,61103629.0,418404259.0,478407019.0,0.12772310307596052,002551
2020-02-14,6.65,6.86,6.34,6.48,48581494.0,318658533.0,478407019.0,0.10154845575123136,002551
2020-02-17,6.43,6.63,6.33,6.52,36970501.0,240077489.0,478407019.0,0.07727834152031954,002551
2020-02-18,6.48,6.67,6.41,6.55,43236461.0,282784263.0,478407019.0,0.09037589183029943,002551
2020-02-19,6.47,6.5,6.18,6.24,42496042.0,268559650.0,478407019.0,0.08882821595893015,002551
2020-02-20,6.15,6.24,5.97,6.07,38573712.0,234175171.0,478407019.0,0.0806294859147959,002551
2020-02-21,6.1,6.35,6.09,6.32,40763445.0,254510716.0,478407019.0,0.08520661984685471,002551
2020-02-24,6.6,6.95,6.56,6.95,73803888.0,502794690.0,478407019.0,0.15427007771388906,002551
2020-02-25,7.0,7.47,6.91,7.33,89362013.0,648689710.0,478407019.0,0.18679076487379045,002551
2020-02-26,7.15,7.28,6.72,6.85,69922643.0,486819400.0,478407019.0,0.14615722642647933,002551
2020-02-27,6.86,7.54,6.43,7.54,102554219.0,737252538.0,523685994.0,0.19583151005562313,002551
2020-02-28,8.21,8.29,8.0,8.29,65237203.0,535144393.0,523685994.0,0.12457312921758225,002551
2020-03-02,9.12,9.12,8.1,8.4,172864312.0,1495637023.0,548768833.0,0.3150038806959724,002551
2020-03-03,7.8,8.88,7.65,8.17,132398795.0,1073302567.0,548768833.0,0.24126515034792437,002551
2020-03-04,7.91,8.1,7.55,7.6,93537547.0,729260297.0,548768833.0,0.17044981670815842,002551
2020-03-05,7.82,8.36,7.68,8.36,102317480.0,832884940.0,548768833.0,0.18644914551843728,002551
2020-03-06,8.68,9.2,8.55,9.2,64643213.0,582835614.0,561253296.0,0.11517654054008442,002551
2020-03-09,10.12,10.12,10.12,10.12,8305391.0,84050557.0,561253296.0,0.014797937151000713,002551
2020-03-10,11.13,11.13,9.12,10.69,267502504.0,2851693563.0,563446903.0,0.47476080279387034,002551
2020-03-11,10.41,11.76,10.16,11.76,120753571.0,1349524363.0,563457365.0,0.21430826625187516,002551
2020-03-12,12.94,12.94,12.0,12.94,192381046.0,2463055823.0,563458181.0,0.3414291468065489,002551
2020-03-13,12.74,14.17,11.65,12.36,248761303.0,3232122499.0,563459611.0,0.4414891469479256,002551
2020-03-16,12.8,13.32,11.92,12.42,176307593.0,2253793806.0,563459611.0,0.3129019180045542,002551
2020-03-17,11.18,11.44,11.18,11.18,39051274.0,438252057.0,563459611.0,0.06930625236952431,002551
2020-03-18,10.06,11.48,10.06,10.12,166822747.0,1728064616.0,563466090.0,0.2960652822958698,002551
2020-03-19,9.8,9.95,9.11,9.11,111759389.0,1042280548.0,563466967.0,0.19834239723941083,002551
2020-03-20,9.25,9.82,9.19,9.58,118662935.0,1126387429.0,563466967.0,0.21059430623197473,002551
2020-03-23,9.9,10.1,8.74,8.78,114158339.0,1085701243.0,563466967.0,0.20259987840600424,002551
2020-03-24,8.67,9.03,8.03,8.45,103327919.0,882132063.0,563466967.0,0.18337884037841032,002551
2020-03-25,8.64,9.3,8.36,9.3,100415068.0,882884703.0,563466967.0,0.1782093252682193,002551
2020-03-26,9.37,10.22,9.18,9.9,155213896.0,1501699520.0,563466967.0,0.27546228100359965,002551
2020-03-27,9.81,10.6,9.51,10.28,135607590.0,1362919573.0,563466967.0,0.24066644176498814,002551
2020-03-30,10.5,11.15,10.3,10.58,127395950.0,1361947536.0,563466967.0,0.22609302312481433,002551
2020-03-31,10.25,10.31,9.55,9.72,99127433.0,985264108.0,563485220.0,0.1759184260414142,002551
2020-04-01,9.5,9.68,9.05,9.3,78449711.0,731033354.0,563485220.0,0.13922230471280153,002551
2020-04-02,9.3,9.45,8.81,9.28,77529645.0,708321089.0,563485220.0,0.13758949169953383,002551
2020-04-03,9.28,9.79,9.15,9.67,88673304.0,848816904.0,563485220.0,0.15736580278006226,002551
2020-04-07,9.55,9.97,9.2,9.73,97281632.0,938341316.0,563485220.0,0.17264273941382172,002551
2020-04-08,9.6,9.89,9.25,9.32,79482798.0,753589124.0,563495131.0,0.1410532116913713,002551
2020-04-09,9.17,9.57,8.92,9.25,72824346.0,671301921.0,563495131.0,0.12923686824190145,002551
2020-04-10,9.23,9.45,8.9,8.9,59277679.0,542975301.0,563495131.0,0.10519643514009351,002551
2020-04-13,8.69,9.25,8.6,9.16,55178819.0,499115984.0,563495131.0,0.09792244149843417,002551
2020-04-14,9.01,9.16,8.77,9.04,48903680.0,438435270.0,563495131.0,0.08678633995153368,002551
2020-04-15,8.96,9.29,8.83,9.05,50256973.0,457226529.0,563495131.0,0.08918794544118253,002551
2020-04-16,8.96,9.25,8.83,9.03,62841590.0,567852086.0,563495131.0,0.11152108783704823,002551
2020-04-17,8.85,8.95,8.68,8.72,60001004.0,526842254.0,563495131.0,0.10648007533538031,002551
2020-04-20,8.72,8.9,8.66,8.85,39186985.0,345390650.0,563495131.0,0.06954272156789941,002551
2020-04-21,8.89,9.46,8.8,9.19,78655234.0,725805726.0,563495131.0,0.13958458498197743,002551
2020-04-22,9.02,9.12,8.86,8.96,42827097.0,383584362.0,563495131.0,0.07600260347236257,002551
2020-04-23,8.99,9.25,8.95,8.99,41276676.0,374508279.0,563495131.0,0.07325116709837197,002551
2020-04-24,8.9,8.91,8.11,8.31,59570453.0,504990171.0,563495131.0,0.1057160030722608,002551
2020-04-27,8.17,8.17,7.81,7.97,34358774.0,275283362.0,563495131.0,0.06097439376099951,002551
2020-04-28,7.96,8.05,7.2,7.51,40124481.0,302831738.0,563495131.0,0.07120643780682463,002551
2020-04-29,7.5,7.68,7.34,7.58,34397445.0,258315534.0,563495131.0,0.06104302079586203,002551
2020-04-30,7.35,7.46,7.2,7.35,40676553.0,299039275.0,563495131.0,0.07218616588188408,002551
2020-05-06,7.34,7.45,7.26,7.45,32553788.0,240383278.0,563495131.0,0.05777119660684344,002551
2020-05-07,7.46,7.59,7.38,7.41,36681888.0,274542024.0,563495131.0,0.06509708067024984,002551
2020-05-08,7.45,7.53,7.36,7.37,29026559.0,215335413.0,563495131.0,0.05151164118931846,002551
2020-05-11,7.4,7.66,7.33,7.62,49630148.0,372804479.0,563495131.0,0.08807555783476681,002551
2020-05-12,7.55,7.64,7.38,7.46,33506368.0,250946915.0,563502706.0,0.0594608821630042,002551
2020-05-13,7.48,7.66,7.32,7.57,45701488.0,344353459.0,563502706.0,0.08110251736750311,002551
2020-05-14,7.46,7.49,7.24,7.25,39337312.0,288935774.0,563502706.0,0.06980855918019319,002551
2020-05-15,7.3,7.34,7.14,7.2,24656792.0,177907878.0,563502706.0,0.04375629741873857,002551
2020-05-18,7.19,7.3,6.97,7.23,30768240.0,219703956.0,563502706.0,0.05460176086536841,002551
2020-05-19,7.22,7.24,7.01,7.02,26455659.0,187168003.0,563502706.0,0.04694859264792954,002551
2020-05-20,6.99,7.06,6.81,6.92,31133597.0,215079061.0,563502706.0,0.05525012864800688,002551
2020-05-21,6.99,7.03,6.78,6.78,28547160.0,197486053.0,563502706.0,0.050660200378878036,002551
2020-05-22,6.68,6.85,6.46,6.57,31100493.0,206392599.0,563502706.0,0.05519138181387899,002551
2020-05-25,6.53,6.65,6.5,6.53,20737002.0,136248901.0,563502706.0,0.03680018175458415,002551
2020-05-26,6.56,6.87,6.51,6.86,41751112.0,282129111.0,563502706.0,0.07409212334820625,002551
2020-05-27,6.86,7.5,6.81,7.24,73309671.0,527252025.0,563502706.0,0.1300963956684176,002551
2020-05-28,7.13,7.17,6.74,6.81,44065837.0,306238834.0,563502706.0,0.07819986759744149,002551
2020-05-29,6.79,7.02,6.68,6.95,32750538.0,225918356.0,563502706.0,0.05811957538319257,002551
