design,max_abs_smd_before,max_abs_smd_after,mean_abs_smd_before,mean_abs_smd_after
Bad news -> late disclosure,0.5205510279453942,0.15706864222206687,0.318454279459155,0.08935656348771806
Late disclosure -> announcement CAR,1.3842989483127852,0.2572505224937276,0.31232115135257293,0.10141914519503813
