bad_news_realized,firm_years,mean_actual_doy,median_actual_doy,late_q75_rate,postponed_rate,mean_delay_days,forecast_bad_rate,group
0,8074,105.3222690116423,111.0,0.2380480554867476,0.13871686896210056,1.4778833292048557,0.06824374535546197,No realized bad news
1,2381,110.59764804703906,117.0,0.41831163376732466,0.20789584208315834,2.264346913061741,0.9672406551868963,Realized bad news
