model,term,coef,std_err,t,p_value
LPM_late_q75_realized_bad_news,bad_news_realized,0.15535314373013803,0.011653662851904546,13.330842474539997,1.531582382839566e-40
LPM_postponed_realized_bad_news,bad_news_realized,0.07204941201151484,0.009094452412278266,7.922347464729393,2.330679203453401e-15
OLS_delay_days_realized_bad_news,bad_news_realized,0.9975504668325126,0.20500446772004438,4.865993789924495,1.138830933996248e-06
LPM_late_q75_forecast_bad_news,forecast_bad,0.15237490797198636,0.012621363399336413,12.072777175562324,1.4708524995930932e-33
LPM_late_q75_forecast_bad_news,forecast_available,-0.049792429004946286,0.010614672384167946,-4.690905870935118,2.719980922764634e-06
