model,term,coef,std_err,t,p_value
"CAR[0,+5] market reaction",late_disclosure_q75,0.0055395973069419895,0.012611484974273527,0.4392502007687713,0.6604802537734156
"CAR[0,+5] market reaction",bad_news_realized,-0.0045078077377176526,0.014486017809080558,-0.31118336295927607,0.7556612300362864
"CAR[0,+5] market reaction",late_x_bad,0.009895814860965666,0.02263362287769559,0.4372174492099338,0.6619536563272153
"CAR[0,+5] market reaction",postponed,-0.004540325902230961,0.028686093453436763,-0.15827620130990697,0.8742391603528334
"CAR[0,+5] market reaction",revision_count,-0.009832971418235486,0.022561211493654795,-0.43583525738415907,0.662956261187077
