序号,股票代码,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间
2347,300832,新产业,2022-04-22,,,,2022-04-22
2348,300841,康华生物,2022-04-22,,,,2022-04-22
2349,300875,捷强装备,2022-04-22,,,,2022-04-22
2350,300884,狄耐克,2022-04-22,,,,2022-04-22
2351,300888,稳健医疗,2022-04-22,,,,2022-04-22
2352,300906,日月明,2022-04-22,,,,2022-04-22
2353,300915,海融科技,2022-04-22,,,,2022-04-22
2354,300922,天秦装备,2022-04-22,,,,2022-04-22
2355,300937,药易购,2022-04-22,,,,2022-04-22
2356,300943,春晖智控,2022-04-22,,,,2022-04-22
2357,300945,曼卡龙,2022-04-22,,,,2022-04-22
2358,300952,恒辉安防,2022-04-22,,,,2022-04-22
2359,300958,建工修复,2022-04-22,,,,2022-04-22
2360,300966,共同药业,2022-04-22,,,,2022-04-22
2361,300978,东箭科技,2022-04-22,,,,2022-04-22
2362,300993,玉马科技,2022-04-22,,,,2022-04-22
2363,301025,读客文化,2022-04-22,,,,2022-04-22
2364,301061,匠心家居,2022-04-22,,,,2022-04-22
2365,301072,中捷精工,2022-04-22,,,,2022-04-22
2366,301083,百胜智能,2022-04-22,,,,2022-04-22
2367,301085,亚康股份,2022-04-22,,,,2022-04-22
2368,301089,拓新药业,2022-04-22,,,,2022-04-22
2369,301091,深城交,2022-04-22,,,,2022-04-22
2370,301092,争光股份,2022-04-22,,,,2022-04-22
2371,301098,金埔园林,2022-04-22,,,,2022-04-22
2372,301133,金钟股份,2022-04-22,,,,2022-04-22
2373,301169,零点有数,2022-04-22,,,,2022-04-22
2374,301177,迪阿股份,2022-04-22,,,,2022-04-22
2375,301185,鸥玛软件,2022-04-22,,,,2022-04-22
2376,301186,超达装备,2022-04-22,,,,2022-04-22
2377,600039,四川路桥,2022-04-22,2022-03-30,,,2022-03-30
2378,600053,*ST九鼎,2022-04-22,,,,2022-04-22
2379,600067,冠城新材,2022-04-22,2022-04-02,,,2022-04-02
2380,600075,新疆天业,2022-04-22,,,,2022-04-22
2381,600080,ST金花,2022-04-22,,,,2022-04-22
2382,600095,湘财股份,2022-04-22,2022-04-28,,,2022-04-28
2383,600131,国网信通,2022-04-22,,,,2022-04-22
2384,600160,巨化股份,2022-04-22,,,,2022-04-22
2385,600163,中闽能源,2022-04-22,,,,2022-04-22
2386,600201,生物股份,2022-04-22,,,,2022-04-22
2387,600230,沧州大化,2022-04-22,,,,2022-04-22
2388,600241,时代万恒,2022-04-22,2022-04-09,2022-04-22,,2022-04-22
2389,600328,中盐化工,2022-04-22,,,,2022-04-22
2390,600356,恒丰纸业,2022-04-22,,,,2022-04-22
2391,600367,红星发展,2022-04-22,,,,2022-04-22
2392,600429,三元股份,2022-04-22,,,,2022-04-22
2393,600461,洪城环境,2022-04-22,,,,2022-04-22
2394,600497,驰宏锌锗,2022-04-22,,,,2022-04-22
2395,600551,时代出版,2022-04-22,,,,2022-04-22
2396,600572,康恩贝,2022-04-22,,,,2022-04-22
2397,600589,大位科技,2022-04-22,2022-04-29,2022-04-30,,2022-04-30
2398,600693,东百集团,2022-04-22,,,,2022-04-22
2399,600758,辽宁能源,2022-04-22,,,,2022-04-22
2400,600796,钱江生化,2022-04-22,2022-04-28,,,2022-04-28
2401,600831,广电网络,2022-04-22,,,,2022-04-22
2402,600901,江苏金租,2022-04-22,,,,2022-04-22
2403,600963,岳阳林纸,2022-04-22,2022-03-19,,,2022-03-19
2404,600983,惠而浦,2022-04-22,,,,2022-04-22
2405,601226,华电科工,2022-04-22,,,,2022-04-22
2406,601229,上海银行,2022-04-22,,,,2022-04-22
2407,601311,骆驼股份,2022-04-22,,,,2022-04-22
2408,601360,三六零,2022-04-22,,,,2022-04-22
2409,603021,*ST华鹏,2022-04-22,2022-04-30,,,2022-04-30
2410,603066,音飞储存,2022-04-22,,,,2022-04-22
2411,603067,振华股份,2022-04-22,,,,2022-04-22
2412,603089,正裕工业,2022-04-22,,,,2022-04-22
2413,603113,金能科技,2022-04-22,,,,2022-04-22
2414,603177,德创环保,2022-04-22,,,,2022-04-22
2415,603213,镇洋发展,2022-04-22,,,,2022-04-22
2416,603260,合盛硅业,2022-04-22,2022-04-28,,,2022-04-28
2417,603309,维力医疗,2022-04-22,,,,2022-04-22
2418,603322,超讯通信,2022-04-22,2022-04-30,,,2022-04-30
2419,603348,文灿股份,2022-04-22,,,,2022-04-22
2420,603379,三美股份,2022-04-22,,,,2022-04-22
2421,603439,三力制药,2022-04-22,,,,2022-04-22
2422,603489,八方股份,2022-04-22,2022-04-30,,,2022-04-30
2423,603500,祥和实业,2022-04-22,,,,2022-04-22
2424,603507,振江股份,2022-04-22,,,,2022-04-22
2425,603579,荣泰健康,2022-04-22,,,,2022-04-22
2426,603605,珀莱雅,2022-04-22,,,,2022-04-22
2427,603619,中曼石油,2022-04-22,,,,2022-04-22
2428,603637,镇海股份,2022-04-22,,,,2022-04-22
2429,603698,航天工程,2022-04-22,,,,2022-04-22
2430,603701,德宏股份,2022-04-22,,,,2022-04-22
2431,603708,家家悦,2022-04-22,2022-04-30,,,2022-04-30
2432,603728,鸣志电器,2022-04-22,,,,2022-04-22
2433,603786,科博达,2022-04-22,,,,2022-04-22
2434,603816,顾家家居,2022-04-22,,,,2022-04-22
2435,603856,东宏股份,2022-04-22,,,,2022-04-22
2436,603867,新化股份,2022-04-22,,,,2022-04-22
2437,603871,嘉友国际,2022-04-22,,,,2022-04-22
2438,603880,南卫股份,2022-04-22,2022-04-29,,,2022-04-29
2439,603931,格林达,2022-04-22,,,,2022-04-22
2440,603948,建业股份,2022-04-22,,,,2022-04-22
2441,603969,银龙股份,2022-04-22,,,,2022-04-22
2442,603999,读者传媒,2022-04-22,,,,2022-04-22
2443,605128,上海沿浦,2022-04-22,,,,2022-04-22
2444,605151,西上海,2022-04-22,2022-04-30,,,2022-04-30
2445,605158,华达新材,2022-04-22,,,,2022-04-22
2446,605178,时空科技,2022-04-22,,,,2022-04-22
2447,605183,确成股份,2022-04-22,,,,2022-04-22
2448,605268,王力安防,2022-04-22,,,,2022-04-22
2449,605296,神农集团,2022-04-22,,,,2022-04-22
2450,605366,宏柏新材,2022-04-22,,,,2022-04-22
2451,688013,天臣医疗,2022-04-22,2022-04-29,,,2022-04-29
2452,688017,绿的谐波,2022-04-22,2022-04-23,,,2022-04-23
2453,688038,中科通达,2022-04-22,,,,2022-04-22
2454,688039,当虹科技,2022-04-22,2022-04-16,,,2022-04-16
2455,688079,美迪凯,2022-04-22,,,,2022-04-22
2456,688105,诺唯赞,2022-04-22,,,,2022-04-22
2457,688121,卓然股份,2022-04-22,2022-04-29,,,2022-04-29
2458,688127,蓝特光学,2022-04-22,,,,2022-04-22
2459,688131,皓元医药,2022-04-22,,,,2022-04-22
2460,688138,清溢光电,2022-04-22,,,,2022-04-22
2461,688169,石头科技,2022-04-22,,,,2022-04-22
2462,688173,希荻微,2022-04-22,,,,2022-04-22
2463,688195,腾景科技,2022-04-22,,,,2022-04-22
2464,688198,佰仁医疗,2022-04-22,,,,2022-04-22
2465,688212,澳华内镜,2022-04-22,,,,2022-04-22
2466,688248,南网科技,2022-04-22,,,,2022-04-22
2467,688261,东微半导,2022-04-22,,,,2022-04-22
2468,688262,国芯科技,2022-04-22,,,,2022-04-22
2469,688296,和达科技,2022-04-22,2022-04-14,,,2022-04-14
2470,688317,之江生物,2022-04-22,,,,2022-04-22
2471,688338,赛科希德,2022-04-22,,,,2022-04-22
2472,688359,三孚新科,2022-04-22,,,,2022-04-22
2473,688377,迪威尔,2022-04-22,,,,2022-04-22
2474,688456,有研粉材,2022-04-22,,,,2022-04-22
2475,688538,和辉光电,2022-04-22,2022-04-28,,,2022-04-28
2476,688655,迅捷兴,2022-04-22,,,,2022-04-22
2477,688696,极米科技,2022-04-22,,,,2022-04-22
2478,688798,艾为电子,2022-04-22,2022-04-16,,,2022-04-16
2479,000151,中成股份,2022-04-23,,,,2022-04-23
2480,000403,派林生物,2022-04-23,2022-04-30,,,2022-04-30
2481,000419,通程控股,2022-04-23,,,,2022-04-23
2482,000530,冰山冷热,2022-04-23,,,,2022-04-23
2483,000682,东方电子,2022-04-23,,,,2022-04-23
2484,000697,炼石航空,2022-04-23,2022-04-30,,,2022-04-30
2485,000823,超声电子,2022-04-23,,,,2022-04-23
2486,000825,太钢不锈,2022-04-23,,,,2022-04-23
2487,000890,法尔胜,2022-04-23,,,,2022-04-23
2488,000989,九芝堂,2022-04-23,,,,2022-04-23
2489,002057,中钢天源,2022-04-23,2022-04-30,2022-04-20,,2022-04-20
2490,002062,宏润建设,2022-04-23,,,,2022-04-23
2491,002091,江苏国泰,2022-04-23,,,,2022-04-23
2492,002093,国脉科技,2022-04-23,,,,2022-04-23
2493,002105,信隆健康,2022-04-23,,,,2022-04-23
2494,002112,三变科技,2022-04-23,,,,2022-04-23
2495,002144,宏达高科,2022-04-23,,,,2022-04-23
2496,002153,石基信息,2022-04-23,2022-04-28,,,2022-04-28
2497,002184,海得控制,2022-04-23,2022-04-29,,,2022-04-29
2498,002186,全聚德,2022-04-23,,,,2022-04-23
2499,002214,*ST大立,2022-04-23,,,,2022-04-23
2500,002222,福晶科技,2022-04-23,,,,2022-04-23
2501,002223,鱼跃医疗,2022-04-23,,,,2022-04-23
2502,002235,安妮股份,2022-04-23,2022-04-28,,,2022-04-28
2503,002236,大华股份,2022-04-23,,,,2022-04-23
2504,002279,久其软件,2022-04-23,,,,2022-04-23
2505,002297,博云新材,2022-04-23,,,,2022-04-23
2506,002305,*ST南置,2022-04-23,,,,2022-04-23
2507,002322,理工能科,2022-04-23,,,,2022-04-23
2508,002326,永太科技,2022-04-23,,,,2022-04-23
2509,002327,富安娜,2022-04-23,,,,2022-04-23
2510,002328,新朋股份,2022-04-23,,,,2022-04-23
2511,002339,积成电子,2022-04-23,,,,2022-04-23
2512,002381,双箭股份,2022-04-23,,,,2022-04-23
2513,002385,大北农,2022-04-23,,,,2022-04-23
2514,002394,联发股份,2022-04-23,,,,2022-04-23
2515,002424,ST百灵,2022-04-23,,,,2022-04-23
2516,002443,金洲管道,2022-04-23,,,,2022-04-23
2517,002456,欧菲光,2022-04-23,2022-04-30,,,2022-04-30
2518,002497,雅化集团,2022-04-23,,,,2022-04-23
2519,002550,千红制药,2022-04-23,,,,2022-04-23
2520,002609,捷顺科技,2022-04-23,,,,2022-04-23
2521,002612,朗姿股份,2022-04-23,,,,2022-04-23
2522,002613,北玻股份,2022-04-23,,,,2022-04-23
2523,002657,中科金财,2022-04-23,,,,2022-04-23
2524,002701,奥瑞金,2022-04-23,,,,2022-04-23
2525,002808,*ST恒久,2022-04-23,,,,2022-04-23
2526,002820,桂发祥,2022-04-23,,,,2022-04-23
2527,002840,华统股份,2022-04-23,,,,2022-04-23
2528,002885,京泉华,2022-04-23,,,,2022-04-23
2529,002918,蒙娜丽莎,2022-04-23,,,,2022-04-23
2530,002925,盈趣科技,2022-04-23,,,,2022-04-23
2531,002931,锋龙股份,2022-04-23,,,,2022-04-23
2532,002956,西麦食品,2022-04-23,,,,2022-04-23
2533,003010,若羽臣,2022-04-23,,,,2022-04-23
2534,300017,网宿科技,2022-04-23,,,,2022-04-23
2535,300022,吉峰科技,2022-04-23,,,,2022-04-23
2536,300031,宝通科技,2022-04-23,,,,2022-04-23
2537,300035,中科电气,2022-04-23,2022-04-28,,,2022-04-28
2538,300062,中能电气,2022-04-23,,,,2022-04-23
2539,300063,天龙集团,2022-04-23,2022-04-29,,,2022-04-29
2540,300088,长信科技,2022-04-23,,,,2022-04-23
2541,300095,华伍股份,2022-04-23,,,,2022-04-23
2542,300107,建新股份,2022-04-23,,,,2022-04-23
2543,300126,锐奇股份,2022-04-23,2022-04-29,,,2022-04-29
2544,300129,泰胜风能,2022-04-23,2022-04-29,,,2022-04-29
2545,300140,节能环境,2022-04-23,,,,2022-04-23
2546,300144,宋城演艺,2022-04-23,,,,2022-04-23
2547,300147,*ST香雪,2022-04-23,,,,2022-04-23
2548,300173,ST福能,2022-04-23,,,,2022-04-23
2549,300183,东软载波,2022-04-23,,,,2022-04-23
2550,300187,永清环保,2022-04-23,,,,2022-04-23
2551,300191,潜能恒信,2022-04-23,,,,2022-04-23
2552,300193,佳士科技,2022-04-23,,,,2022-04-23
2553,300210,森远股份,2022-04-23,2022-04-29,,,2022-04-29
2554,300234,开尔新材,2022-04-23,2022-04-28,,,2022-04-28
2555,300278,华昌达,2022-04-23,,,,2022-04-23
2556,300287,飞利信,2022-04-23,,,,2022-04-23
2557,300292,吴通控股,2022-04-23,,,,2022-04-23
2558,300303,聚飞光电,2022-04-23,,,,2022-04-23
2559,300321,同大股份,2022-04-23,,,,2022-04-23
2560,300332,天壕能源,2022-04-23,2022-04-27,,,2022-04-27
2561,300355,蒙草生态,2022-04-23,,,,2022-04-23
2562,300359,全通教育,2022-04-23,,,,2022-04-23
2563,300360,炬华科技,2022-04-23,,,,2022-04-23
2564,300381,溢多利,2022-04-23,,,,2022-04-23
2565,300405,科隆股份,2022-04-23,,,,2022-04-23
2566,300412,迦南科技,2022-04-23,,,,2022-04-23
2567,300418,昆仑万维,2022-04-23,2022-04-28,,,2022-04-28
2568,300422,博世科,2022-04-23,2022-04-29,,,2022-04-29
2569,300433,蓝思科技,2022-04-23,,,,2022-04-23
2570,300439,美康生物,2022-04-23,,,,2022-04-23
2571,300441,鲍斯股份,2022-04-23,,,,2022-04-23
2572,300452,山河药辅,2022-04-23,,,,2022-04-23
2573,300461,田中精机,2022-04-23,2022-04-29,,,2022-04-29
2574,300487,蓝晓科技,2022-04-23,,,,2022-04-23
2575,300512,中亚股份,2022-04-23,,,,2022-04-23
2576,300523,辰安科技,2022-04-23,,,,2022-04-23
2577,300549,优德精密,2022-04-23,,,,2022-04-23
2578,300560,中富通,2022-04-23,2022-04-28,,,2022-04-28
2579,300564,筑博设计,2022-04-23,,,,2022-04-23
2580,300593,新雷能,2022-04-23,,,,2022-04-23
2581,300610,晨化股份,2022-04-23,,,,2022-04-23
2582,300624,万兴科技,2022-04-23,,,,2022-04-23
2583,300628,亿联网络,2022-04-23,,,,2022-04-23
2584,300636,同和药业,2022-04-23,,,,2022-04-23
2585,300642,透景生命,2022-04-23,,,,2022-04-23
2586,300661,圣邦股份,2022-04-23,,,,2022-04-23
2587,300669,沪宁股份,2022-04-23,,,,2022-04-23
2588,300676,华大基因,2022-04-23,,,,2022-04-23
2589,300683,海特生物,2022-04-23,,,,2022-04-23
2590,300689,澄天伟业,2022-04-23,,,,2022-04-23
2591,300698,万马科技,2022-04-23,,,,2022-04-23
2592,300701,森霸传感,2022-04-23,,,,2022-04-23
2593,300709,精研科技,2022-04-23,2022-04-01,,,2022-04-01
2594,300757,罗博特科,2022-04-23,2022-04-29,,,2022-04-29
2595,300761,立华股份,2022-04-23,,,,2022-04-23
2596,300775,三角防务,2022-04-23,,,,2022-04-23
2597,300783,三只松鼠,2022-04-23,,,,2022-04-23
2598,300805,电声股份,2022-04-23,,,,2022-04-23
2599,300825,阿尔特,2022-04-23,,,,2022-04-23
2600,300836,佰奥智能,2022-04-23,,,,2022-04-23
2601,300849,锦盛新材,2022-04-23,,,,2022-04-23
2602,300856,科思股份,2022-04-23,,,,2022-04-23
2603,300860,锋尚文化,2022-04-23,,,,2022-04-23
2604,300861,美畅股份,2022-04-23,,,,2022-04-23
2605,300887,谱尼测试,2022-04-23,,,,2022-04-23
2606,300908,仲景食品,2022-04-23,2022-04-12,,,2022-04-12
2607,300950,德固特,2022-04-23,,,,2022-04-23
2608,300951,博硕科技,2022-04-23,,,,2022-04-23
2609,300971,博亚精工,2022-04-23,,,,2022-04-23
2610,300994,久祺股份,2022-04-23,,,,2022-04-23
2611,301009,可靠股份,2022-04-23,,,,2022-04-23
2612,301010,晶雪节能,2022-04-23,,,,2022-04-23
2613,301021,英诺激光,2022-04-23,,,,2022-04-23
2614,301088,戎美股份,2022-04-23,,,,2022-04-23
2615,600020,中原高速,2022-04-23,2022-04-16,,,2022-04-16
2616,600025,华能水电,2022-04-23,,,,2022-04-23
2617,600055,万东医疗,2022-04-23,,,,2022-04-23
2618,600072,中船科技,2022-04-23,,,,2022-04-23
2619,600094,大名城,2022-04-23,2022-04-30,,,2022-04-30
2620,600114,东睦股份,2022-04-23,,,,2022-04-23
2621,600136,ST明诚,2022-04-23,2022-04-30,,,2022-04-30
2622,600149,廊坊发展,2022-04-23,,,,2022-04-23
2623,600166,福田汽车,2022-04-23,2022-04-30,,,2022-04-30
2624,600172,黄河旋风,2022-04-23,,,,2022-04-23
2625,600187,*ST国中,2022-04-23,2022-04-30,,,2022-04-30
2626,600217,中再资环,2022-04-23,,,,2022-04-23
2627,600227,赤天化,2022-04-23,,,,2022-04-23
2628,600276,恒瑞医药,2022-04-23,,,,2022-04-23
2629,600333,长春燃气,2022-04-23,2022-04-30,,,2022-04-30
2630,600336,澳柯玛,2022-04-23,,,,2022-04-23
2631,600365,ST通葡,2022-04-23,,,,2022-04-23
2632,600392,盛和资源,2022-04-23,,,,2022-04-23
2633,600397,江钨装备,2022-04-23,,,,2022-04-23
2634,600546,山煤国际,2022-04-23,2022-04-30,,,2022-04-30
2635,600592,龙溪股份,2022-04-23,,,,2022-04-23
2636,600593,大连圣亚,2022-04-23,,,,2022-04-23
2637,600594,益佰制药,2022-04-23,,,,2022-04-23
2638,600605,汇通能源,2022-04-23,2022-04-02,,,2022-04-02
2639,600662,外服控股,2022-04-23,,,,2022-04-23
2640,600666,奥瑞德,2022-04-23,,,,2022-04-23
2641,600679,上海凤凰,2022-04-23,2022-04-30,,,2022-04-30
2642,600719,大连热电,2022-04-23,2022-04-29,,,2022-04-29
2643,600759,ST洲际,2022-04-23,2022-04-25,,,2022-04-25
2644,600773,西藏城投,2022-04-23,,,,2022-04-23
2645,600779,水井坊,2022-04-23,,,,2022-04-23
2646,600807,济高发展,2022-04-23,2022-04-29,,,2022-04-29
2647,600859,王府井,2022-04-23,,,,2022-04-23
2648,600865,百大集团,2022-04-23,,,,2022-04-23
2649,600881,亚泰集团,2022-04-23,2022-04-29,,,2022-04-29
2650,600903,贵州燃气,2022-04-23,,,,2022-04-23
2651,600960,渤海汽车,2022-04-23,,,,2022-04-23
2652,600990,四创电子,2022-04-23,,,,2022-04-23
2653,601377,兴业证券,2022-04-23,2022-03-31,,,2022-03-31
2654,601399,国机重装,2022-04-23,,,,2022-04-23
2655,601698,中国卫通,2022-04-23,2022-04-29,,,2022-04-29
2656,601777,千里科技,2022-04-23,,,,2022-04-23
2657,601888,中国中免,2022-04-23,,,,2022-04-23
2658,601918,新集能源,2022-04-23,,,,2022-04-23
2659,601928,凤凰传媒,2022-04-23,,,,2022-04-23
2660,601965,中国汽研,2022-04-23,,,,2022-04-23
2661,603020,爱普股份,2022-04-23,2022-04-30,,,2022-04-30
2662,603042,华脉科技,2022-04-23,,,,2022-04-23
2663,603050,科林电气,2022-04-23,,,,2022-04-23
2664,603100,川仪股份,2022-04-23,,,,2022-04-23
2665,603156,养元饮品,2022-04-23,,,,2022-04-23
2666,603221,爱丽家居,2022-04-23,,,,2022-04-23
2667,603266,天龙股份,2022-04-23,,,,2022-04-23
2668,603408,建霖家居,2022-04-23,2022-04-20,,,2022-04-20
2669,603416,信捷电气,2022-04-23,,,,2022-04-23
2670,603486,科沃斯,2022-04-23,,,,2022-04-23
2671,603533,掌阅科技,2022-04-23,,,,2022-04-23
2672,603568,伟明环保,2022-04-23,,,,2022-04-23
2673,603590,康辰药业,2022-04-23,,,,2022-04-23
2674,603629,利通电子,2022-04-23,2022-04-28,,,2022-04-28
2675,603665,康隆达,2022-04-23,2022-04-30,,,2022-04-30
2676,603669,灵康药业,2022-04-23,2022-04-30,,,2022-04-30
2677,603703,盛洋科技,2022-04-23,,,,2022-04-23
2678,603803,瑞斯康达,2022-04-23,2022-04-28,,,2022-04-28
2679,603829,洛凯股份,2022-04-23,,,,2022-04-23
2680,603833,欧派家居,2022-04-23,,,,2022-04-23
2681,605122,四方新材,2022-04-23,,,,2022-04-23
2682,605179,一鸣食品,2022-04-23,,,,2022-04-23
2683,605399,晨光新材,2022-04-23,,,,2022-04-23
2684,688011,新光光电,2022-04-23,2022-04-28,,,2022-04-28
2685,688023,安恒信息,2022-04-23,,,,2022-04-23
2686,688089,嘉必优,2022-04-23,,,,2022-04-23
2687,688109,品茗科技,2022-04-23,,,,2022-04-23
2688,688110,东芯股份,2022-04-23,,,,2022-04-23
2689,688223,晶科能源,2022-04-23,,,,2022-04-23
2690,688228,开普云,2022-04-23,,,,2022-04-23
2691,688311,盟升电子,2022-04-23,,,,2022-04-23
2692,688313,仕佳光子,2022-04-23,,,,2022-04-23
2693,688335,复洁科技,2022-04-23,,,,2022-04-23
2694,688396,华润微,2022-04-23,,,,2022-04-23
2695,688601,力芯微,2022-04-23,2022-04-12,,,2022-04-12
2696,688618,三旺通信,2022-04-23,,,,2022-04-23
2697,000012,南玻A,2022-04-25,,,,2022-04-25
2698,001234,泰慕士,2022-04-25,,,,2022-04-25
2699,001288,运机集团,2022-04-25,,,,2022-04-25
2700,001296,长江材料,2022-04-25,,,,2022-04-25
2701,002716,湖南白银,2022-04-25,,,,2022-04-25
2702,002892,科力尔,2022-04-25,,,,2022-04-25
2703,002915,中欣氟材,2022-04-25,,,,2022-04-25
2704,002917,金奥博,2022-04-25,,,,2022-04-25
2705,300012,华测检测,2022-04-25,,,,2022-04-25
2706,300030,阳普医疗,2022-04-25,,,,2022-04-25
2707,300040,九洲集团,2022-04-25,,,,2022-04-25
2708,300052,中青宝,2022-04-25,2022-04-29,,,2022-04-29
2709,300076,*ST宁视,2022-04-25,,,,2022-04-25
2710,300081,ST恒信,2022-04-25,,,,2022-04-25
2711,300111,向日葵,2022-04-25,,,,2022-04-25
2712,300123,ST亚光,2022-04-25,2022-04-26,,,2022-04-26
2713,300163,先锋新材,2022-04-25,,,,2022-04-25
2714,300168,万达信息,2022-04-25,2022-04-29,,,2022-04-29
2715,300197,节能铁汉,2022-04-25,,,,2022-04-25
2716,300209,行云科技,2022-04-25,2022-04-29,,,2022-04-29
2717,300221,银禧科技,2022-04-25,,,,2022-04-25
2718,300247,融捷健康,2022-04-25,,,,2022-04-25
2719,300248,新开普,2022-04-25,,,,2022-04-25
2720,300254,仟源医药,2022-04-25,2022-04-26,2022-04-29,,2022-04-29
2721,300308,中际旭创,2022-04-25,,,,2022-04-25
2722,300326,ST凯利,2022-04-25,2022-04-28,,,2022-04-28
2723,300329,海伦钢琴,2022-04-25,,,,2022-04-25
2724,300364,中文在线,2022-04-25,,,,2022-04-25
2725,300376,易事特,2022-04-25,,,,2022-04-23
2726,300382,斯莱克,2022-04-25,,,,2022-04-25
2727,300408,三环集团,2022-04-25,,,,2022-04-25
2728,300413,芒果超媒,2022-04-25,,,,2022-04-25
2729,300421,力星股份,2022-04-25,2022-04-29,,,2022-04-29
2730,300425,中建环能,2022-04-25,,,,2022-04-25
2731,300428,立中集团,2022-04-25,,,,2022-04-25
2732,300430,*ST益通,2022-04-25,,,,2022-04-25
2733,300440,运达科技,2022-04-25,2022-04-26,,,2022-04-26
2734,300450,先导智能,2022-04-25,,,,2022-04-25
2735,300460,ST惠伦,2022-04-25,,,,2022-04-25
2736,300471,厚普股份,2022-04-25,2022-03-25,2022-03-24,,2022-03-24
2737,300486,东杰智能,2022-04-25,,,,2022-04-25
2738,300489,光智科技,2022-04-25,2022-04-29,2022-04-30,,2022-04-30
2739,300554,三超新材,2022-04-25,,,,2022-04-25
2740,300561,*ST汇科,2022-04-25,,,,2022-04-25
2741,300569,天能重工,2022-04-25,2022-04-28,,,2022-04-28
2742,300587,天铁科技,2022-04-25,,,,2022-04-25
2743,300632,光莆股份,2022-04-25,,,,2022-04-25
2744,300637,扬帆新材,2022-04-25,,,,2022-04-25
2745,300643,万通智控,2022-04-25,,,,2022-04-25
2746,300645,正元智慧,2022-04-25,,,,2022-04-25
2747,300670,大烨智能,2022-04-25,,,,2022-04-25
2748,300735,光弘科技,2022-04-25,,,,2022-04-25
2749,300738,奥飞数据,2022-04-25,,,,2022-04-25
2750,300758,七彩化学,2022-04-25,,,,2022-04-25
2751,300762,上海瀚讯,2022-04-25,,,,2022-04-25
2752,300773,拉卡拉,2022-04-25,2022-04-29,,,2022-04-29
2753,300780,德恩精工,2022-04-25,,,,2022-04-25
2754,300789,唐源电气,2022-04-25,,,,2022-04-25
2755,300806,斯迪克,2022-04-25,,,,2022-04-25
2756,300812,易天股份,2022-04-25,,,,2022-04-25
2757,300816,艾可蓝,2022-04-25,,,,2022-04-25
2758,300831,派瑞股份,2022-04-25,2022-04-08,,,2022-04-08
2759,300837,浙矿股份,2022-04-25,,,,2022-04-25
2760,300842,帝科股份,2022-04-25,2022-03-09,,,2022-03-09
2761,300895,铜牛信息,2022-04-25,,,,2022-04-25
2762,300902,国安达,2022-04-25,,,,2022-04-25
2763,300912,凯龙高科,2022-04-25,2022-04-29,,,2022-04-29
2764,300913,兆龙互连,2022-04-25,,,,2022-04-25
2765,300931,通用电梯,2022-04-25,,,,2022-04-25
2766,300932,三友联众,2022-04-25,,,,2022-04-25
2767,300941,创识科技,2022-04-25,,,,2022-04-25
2768,300947,德必集团,2022-04-25,,,,2022-04-25
2769,300973,立高食品,2022-04-25,,,,2022-04-25
2770,300975,商络电子,2022-04-25,,,,2022-04-25
2771,300982,苏文电能,2022-04-25,,,,2022-04-25
2772,300990,同飞股份,2022-04-25,,,,2022-04-25
2773,300992,泰福泵业,2022-04-25,,,,2022-04-25
2774,300998,宁波方正,2022-04-25,,,,2022-04-25
2775,301001,凯淳股份,2022-04-25,,,,2022-04-25
2776,301006,迈拓股份,2022-04-25,,,,2022-04-25
2777,301018,申菱环境,2022-04-25,,,,2022-04-25
2778,301019,宁波色母,2022-04-25,,,,2022-04-25
2779,301024,霍普股份,2022-04-25,,,,2022-04-25
2780,301026,浩通科技,2022-04-25,,,,2022-04-25
2781,301031,中熔电气,2022-04-25,,,,2022-04-25
2782,301048,金鹰重工,2022-04-25,,,,2022-04-07
2783,301050,雷电微力,2022-04-25,,,,2022-04-25
2784,301058,中粮科工,2022-04-25,,,,2022-04-25
2785,301077,星华新材,2022-04-25,,,,2022-04-25
2786,301080,百普赛斯,2022-04-25,2022-04-15,,,2022-04-15
2787,301086,鸿富瀚,2022-04-25,,,,2022-04-25
2788,301093,华兰股份,2022-04-25,,,,2022-04-25
2789,301099,雅创电子,2022-04-25,,,,2022-04-25
2790,301101,明月镜片,2022-04-25,,,,2022-04-25
2791,301110,青木科技,2022-04-25,,,,2022-04-25
2792,301111,粤万年青,2022-04-25,,,,2022-04-25
2793,301126,达嘉维康,2022-04-25,,,,2022-04-25
2794,301130,西点药业,2022-04-25,,,,2022-04-25
2795,301166,优宁维,2022-04-25,,,,2022-04-25
2796,301193,家联科技,2022-04-25,,,,2022-04-25
2797,600381,*ST春天,2022-04-25,2022-04-26,,,2022-04-26
2798,600383,金地集团,2022-04-25,,,,2022-04-25
2799,600612,老凤祥,2022-04-25,2022-04-29,,,2022-04-29
2800,600626,申达股份,2022-04-25,2022-04-29,,,2022-04-29
2801,600645,中源协和,2022-04-25,,,,2022-04-25
2802,603015,弘讯科技,2022-04-25,,,,2022-04-25
2803,603212,赛伍技术,2022-04-25,2022-03-30,,,2022-03-30
2804,603216,梦天家居,2022-04-25,,,,2022-04-25
2805,603311,金海高科,2022-04-25,,,,2022-04-25
2806,603569,长久物流,2022-04-25,2022-04-23,,,2022-04-23
2807,603685,晨丰科技,2022-04-25,,,,2022-04-25
2808,603822,ST嘉澳,2022-04-25,2022-04-07,,,2022-04-07
2809,688049,炬芯科技,2022-04-25,,,,2022-04-25
