序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
960,600734,*ST实达,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:154,600万元至200,800万元。",-1777000000.0,-220.595,"报告期内公司业绩预计盈利主要原因为公司破产重整计划执行完毕,对应债务重组收益计入本年度,以及根据重整计划公司处置相应非流动资产等。",增亏,-554285921.0,2022-01-29
961,600734,*ST实达,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:59,000万元至76,700万元。",678500000.0,214.78,"报告期内公司业绩预计盈利主要原因为公司破产重整计划执行完毕,对应债务重组收益计入本年度,以及根据重整计划公司处置相应非流动资产等。",扭亏,-591138752.0,2022-01-29
962,600734,*ST实达,扣除后营业收入,"预计2021年1-12月扣除后营业收入约:92,300万元。",923000000.0,,"报告期内公司业绩预计盈利主要原因为公司破产重整计划执行完毕,对应债务重组收益计入本年度,以及根据重整计划公司处置相应非流动资产等。",略减,1087967019.0,2022-01-29
963,600734,*ST实达,营业收入,"预计2021年1-12月营业收入约:97,400万元。",974000000.0,-15.41,"报告期内公司业绩预计盈利主要原因为公司破产重整计划执行完毕,对应债务重组收益计入本年度,以及根据重整计划公司处置相应非流动资产等。",略减,1151473160.0,2022-01-29
964,600733,北汽蓝谷,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:500,000万元至550,000万元。",-5250000000.0,21.01,"(一)受新冠肺炎疫情及原材料供应等影响,公司产销量未达到预期,现有毛利无法覆盖固有成本费用,对公司业绩影响金额约为20-25亿元。(二)为了实现产品向高端化转型,全力推进ARCFOX极狐品牌提升和渠道建设,公司加大品牌传播力度,广告宣传及运营等销售费用增加,对公司业绩影响金额约为17亿元。(三)公司持续构建自主技术能力,加大研发投入,研发费用对公司业绩影响金额约为11亿元。",减亏,-6646219500.0,2022-01-29
965,600733,北汽蓝谷,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:480,000万元至530,000万元。",-5050000000.0,22.095,"(一)受新冠肺炎疫情及原材料供应等影响,公司产销量未达到预期,现有毛利无法覆盖固有成本费用,对公司业绩影响金额约为20-25亿元。(二)为了实现产品向高端化转型,全力推进ARCFOX极狐品牌提升和渠道建设,公司加大品牌传播力度,广告宣传及运营等销售费用增加,对公司业绩影响金额约为17亿元。(三)公司持续构建自主技术能力,加大研发投入,研发费用对公司业绩影响金额约为11亿元。",减亏,-6482440200.0,2022-01-29
966,600732,爱旭股份,非经常性损益,"预计2021年1-12月非经常性损益:9,000万元至13,000万元。",110000000.0,-55.875,"(一)主营业务影响1、与上年同期相比,2021年由于上游原材料特别是硅料、硅片等价格持续上涨,而电池片价格涨幅不及原材料价格涨幅,造成电池片销售毛利率下降;2、受新冠疫情持续影响,产业链上下游或主动或被动的增加库存以应对供应链的不稳定,原材料价格持续高企,硅片供应不连续加之下游海运物流不畅且成本大幅上涨,终端需求受到抑制,组件客户对电池的提货速度放缓,综合因素最终导致对电池的需求不及预期;3、受阶段性疫情防控以及能耗双控等多重不可抗力的影响,公司产能频繁停、开机,导致年内公司优势产能没有得到有效发挥,平均产能利用率明显低于疫情爆发前的平均水平,带来生产成本的增加。(二)非经常性损益的影响2021年度,公司非经常性损益金额约为9,000万元至13,000万元,主要为公司收到的政府补助。",不确定,249281968.3,2022-01-29
967,600721,百花医药,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:850万元至1,250万元。",10500000.0,102.845,"本期归属于上市公司股东的净利润与上年同期相比扭亏为盈,主要原因如下:(一)主营业务影响1、公司坚持市场导向,加大商务团队建设力度,业务开拓和市场提升方面不断提高,2021年度公司医药研发和临床研究业务合同订单显著增长;同时公司持续优化内部管理,加强项目管理执行力度,在研项目获得生产批件和通过一致性评价较上年同期有所增长。2、公司收购南京华威医药科技集团有限公司(以下简称“华威医药”)所形成的17.04亿元商誉,从2017年至2020年累计计提商誉减值16.93亿元。2021年度华威医药经营稳定,经公司管理层初步评估和财务部门初步测算,预计华威医药资产组(包括商誉)2021年度不存在继续计提减值准备的情形(以最终评估报告为准)。(二)非经营性损益的影响非经营性损益对公司的主要影响是:2021年6月公司与西部绿洲签订《股权转让暨债权债务重组协议》,该项交易形成收益4,755.66万元。详见公司于2021年5月29日在上海证券交易所网站和《上海证券报》披露的《关于转让新疆百花村海世界餐饮投资管理有限公司股权暨债务重组并签署<股权转让暨债权债务重组协议>的公告》(公告编号2021-048)。",扭亏,-369237500.0,2022-01-29
968,600721,百花医药,营业收入,"预计2021年1-12月营业收入约:28,500万元。",285000000.0,237.16,"本期归属于上市公司股东的净利润与上年同期相比扭亏为盈,主要原因如下:(一)主营业务影响1、公司坚持市场导向,加大商务团队建设力度,业务开拓和市场提升方面不断提高,2021年度公司医药研发和临床研究业务合同订单显著增长;同时公司持续优化内部管理,加强项目管理执行力度,在研项目获得生产批件和通过一致性评价较上年同期有所增长。2、公司收购南京华威医药科技集团有限公司(以下简称“华威医药”)所形成的17.04亿元商誉,从2017年至2020年累计计提商誉减值16.93亿元。2021年度华威医药经营稳定,经公司管理层初步评估和财务部门初步测算,预计华威医药资产组(包括商誉)2021年度不存在继续计提减值准备的情形(以最终评估报告为准)。(二)非经营性损益的影响非经营性损益对公司的主要影响是:2021年6月公司与西部绿洲签订《股权转让暨债权债务重组协议》,该项交易形成收益4,755.66万元。详见公司于2021年5月29日在上海证券交易所网站和《上海证券报》披露的《关于转让新疆百花村海世界餐饮投资管理有限公司股权暨债务重组并签署<股权转让暨债权债务重组协议>的公告》(公告编号2021-048)。",预增,84530400.0,2022-01-29
969,600721,百花医药,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:5,200万元至6,400万元。",58000000.0,118.135,"本期归属于上市公司股东的净利润与上年同期相比扭亏为盈,主要原因如下:(一)主营业务影响1、公司坚持市场导向,加大商务团队建设力度,业务开拓和市场提升方面不断提高,2021年度公司医药研发和临床研究业务合同订单显著增长;同时公司持续优化内部管理,加强项目管理执行力度,在研项目获得生产批件和通过一致性评价较上年同期有所增长。2、公司收购南京华威医药科技集团有限公司(以下简称“华威医药”)所形成的17.04亿元商誉,从2017年至2020年累计计提商誉减值16.93亿元。2021年度华威医药经营稳定,经公司管理层初步评估和财务部门初步测算,预计华威医药资产组(包括商誉)2021年度不存在继续计提减值准备的情形(以最终评估报告为准)。(二)非经营性损益的影响非经营性损益对公司的主要影响是:2021年6月公司与西部绿洲签订《股权转让暨债权债务重组协议》,该项交易形成收益4,755.66万元。详见公司于2021年5月29日在上海证券交易所网站和《上海证券报》披露的《关于转让新疆百花村海世界餐饮投资管理有限公司股权暨债务重组并签署<股权转让暨债权债务重组协议>的公告》(公告编号2021-048)。",扭亏,-319765500.0,2022-01-29
970,600721,百花医药,扣除后营业收入,"预计2021年1-12月扣除后营业收入约:28,000万元。",280000000.0,,"本期归属于上市公司股东的净利润与上年同期相比扭亏为盈,主要原因如下:(一)主营业务影响1、公司坚持市场导向,加大商务团队建设力度,业务开拓和市场提升方面不断提高,2021年度公司医药研发和临床研究业务合同订单显著增长;同时公司持续优化内部管理,加强项目管理执行力度,在研项目获得生产批件和通过一致性评价较上年同期有所增长。2、公司收购南京华威医药科技集团有限公司(以下简称“华威医药”)所形成的17.04亿元商誉,从2017年至2020年累计计提商誉减值16.93亿元。2021年度华威医药经营稳定,经公司管理层初步评估和财务部门初步测算,预计华威医药资产组(包括商誉)2021年度不存在继续计提减值准备的情形(以最终评估报告为准)。(二)非经营性损益的影响非经营性损益对公司的主要影响是:2021年6月公司与西部绿洲签订《股权转让暨债权债务重组协议》,该项交易形成收益4,755.66万元。详见公司于2021年5月29日在上海证券交易所网站和《上海证券报》披露的《关于转让新疆百花村海世界餐饮投资管理有限公司股权暨债务重组并签署<股权转让暨债权债务重组协议>的公告》(公告编号2021-048)。",预增,81148100.0,2022-01-29
971,600716,凤凰股份,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:2,000万元至3,000万元,同比上年增长2,517.82万元至3,517.82万元。",25000000.0,582.79,"1、2020年苏州剩余办公楼整体打包出售,本期可售楼盘减少,营业收入较上年大幅减少。2、2021年房地产市场行情走弱,价格低于预期,盐城、镇江、泰兴项目计提资产减值准备。3、2021年公司持有的交易性金融资产华夏ETF基金每份净值较上年末变化很小,2021年确认的公允价值变动收益较上年大幅下降。",扭亏,-5178200.0,2022-01-29
