序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
2578,300252,金信诺,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:5,263.07万元至9,210.37万元,同比上年下降:30%至60%。",72367200.0,-45.0,"公司2019年度业绩与上年同期相比,业绩变动主要原因是:报告期内,公司经营受到国际形势影响的原因,大客户订单调整,影响了报告期内的整体销售额及净利润;公司持续调整产品结构,在调整过程中,全年高毛利产品尚未冲抵传统产品带来的毛利下滑的影响,但第四季度,公司毛利已有所回升;公司持续加大对5G和AIOT相关新产品的研发和设备投入,加快对新市场的推动和持续投入,对报告期内的费用及利润产生了一定的影响。公司转让金诺(天津)商业保理有限公司部分股权后,该公司不再纳入上市公司合并报表范围内,与上年同期相比,对上市公司合并报表销售额及净利润产生了一定的负向影响。在2019年第四季度,根据谨慎性原则,公司对部分应收账款、商誉、长期股权投资等计提了减值,除去上述因素,公司第四季度主营业务盈利情况环比有了明显改善。报告期内,公司非经常性损益对公司业绩产生了一定的正面影响。",预减,131576700.0,2020-01-17
2579,300246,宝莱特,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,932.88万元至7,446.43万元,同比上年增长:8%至16%。",71896550.0,12.0,"1.广东宝莱特医用科技股份有限公司(以下简称“公司”)2019年归属于上市公司股东的净利润预计在6,932.88万元至7,446.43万元之间,同比增长8%至16%。2.2019年预计非经常性损益对公司净利润的影响金额约为285万元,2019年扣除非经常性损益后归属于上市公司股东的净利润增长预计为20%至30%。3.报告期内,公司始终围绕“加强产品研发创新,完善产品线布局”的经营方针,持续进行研发投入、开展产品技术创新和实施产品工艺改进,并加强公司内部管理和优化供应链管理,使得报告期内公司健康监测产品成本降低,产品毛利率得到显著提升,且费用得到有效控制,使得报告期内公司经营利润增加。",略增,64193400.0,2020-01-17
2580,300246,宝莱特,扣除非经常性损益后的净利润,预计2019年1-12月扣除非经常性损益后的净利润同比上年增长:20%至30%。,,25.0,"1.广东宝莱特医用科技股份有限公司(以下简称“公司”)2019年归属于上市公司股东的净利润预计在6,932.88万元至7,446.43万元之间,同比增长8%至16%。2.2019年预计非经常性损益对公司净利润的影响金额约为285万元,2019年扣除非经常性损益后归属于上市公司股东的净利润增长预计为20%至30%。3.报告期内,公司始终围绕“加强产品研发创新,完善产品线布局”的经营方针,持续进行研发投入、开展产品技术创新和实施产品工艺改进,并加强公司内部管理和优化供应链管理,使得报告期内公司健康监测产品成本降低,产品毛利率得到显著提升,且费用得到有效控制,使得报告期内公司经营利润增加。",略增,55547863.54,2020-01-17
2581,300229,拓尔思,非经常性损益,预计2019年1-12月非经常性损益:-870万元至-770万元。,-8200000.0,-172.31,"报告期内,公司加强了产品研发和市场推广力度,在自主研发的语义智能和大数据产品基础上进行了行业深度拓展,在政府网站集约化平台建设、融媒体云平台建设、网络空间舆情态势感知及治理和金融风控大数据等多个相关领域,都实现了业务收入的快速增长,信息安全产品销售收入同比稳定增长。报告期内,公司继续深化落实“云平台和数据智能服务优先”的战略,助力公司的总体盈利水平提升。本报告期非经常性损益对净利润的影响金额约-770.00万元至-870.00万元,上年同期非经常性损益对净利润的影响金额为1,133.99万元,本报告期同比大幅减少主要原因是报告期内出售原控股子公司广州市新谷电子科技有限公司股权,影响金额约为-2,600万元。",不确定,11339896.75,2020-01-17
2582,300229,拓尔思,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,049万元至16,877万元,同比上年增长:147%至177%。",159630000.0,162.0,"报告期内,公司加强了产品研发和市场推广力度,在自主研发的语义智能和大数据产品基础上进行了行业深度拓展,在政府网站集约化平台建设、融媒体云平台建设、网络空间舆情态势感知及治理和金融风控大数据等多个相关领域,都实现了业务收入的快速增长,信息安全产品销售收入同比稳定增长。报告期内,公司继续深化落实“云平台和数据智能服务优先”的战略,助力公司的总体盈利水平提升。本报告期非经常性损益对净利润的影响金额约-770.00万元至-870.00万元,上年同期非经常性损益对净利润的影响金额为1,133.99万元,本报告期同比大幅减少主要原因是报告期内出售原控股子公司广州市新谷电子科技有限公司股权,影响金额约为-2,600万元。",预增,60927000.0,2020-01-17
2583,300226,上海钢联,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,517.62万元至19,145.45万元,同比上年增长:28.32%至58.32%。",173315350.0,43.32,"本报告期内,归属于上市公司股东的净利润增加,主要原因:资讯业务板块,公司坚持落实本年度既定的经营策略,在品类拓展和领域扩张上积极投入,业务总体呈稳健发展趋势。同时,加强中后台建设,高度重视产品和服务的开发、推广,提高客户服务质量。报告期内,营业利润保持一定增长。交易服务业务板块,公司控股子公司上海钢银电子商务股份有限公司(以下简称“钢银电商”)坚持客户需求为导向,不断优化钢银电商平台网上交易业务流程,持续提升服务水平。平台运营成本控制合理,业务规模不断扩大,盈利能力进一步提升。报告期内,营业利润较同期实现较大增长。报告期内,公司预计非经常性损益对归属于母公司净利润的影响额(税后)约为2,300万元。",预增,120927900.0,2020-01-17
2584,300222,科大智能,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:259,000万元至259,500万元。",-2592500000.0,-759.72,"根据2020年1月13日中国汽车工业协会发布的信息显示,2019年1-12月,我国国内汽车产销量分别为2,572.1万辆和2,576.9万辆,同比下降7.5%和8.2%,降幅较2018年分别扩大3.3个百分点和5.4个百分点。2019年1-12月,乘用车产销量分别为2,136万辆和2,144.4万辆,同比下降9.2%和9.6%,降幅均已逼近10%。国内汽车市场自2018年中首度遭遇下挫后,2019年继续以产销量双双速降收尾。公司收购的全资子公司上海冠致工业自动化有限公司(以下简称“上海冠致”)、华晓精密工业(苏州)有限公司(以下简称“华晓精密”)及上海永乾机电有限公司(以下简称“永乾机电”)下游主要客户均为国内汽车制造主机厂商,受汽车行业产销量下滑的影响较大,导致公司主营业务收入受到较大冲击。2019年度,预计公司主营业务收入出现较大幅度下滑,预计归属于上市公司股东的净利润出现公司上市以来首次亏损,主要原因如下:(一)计提大额商誉减值近年来,为了延伸公司产业链,拓展公司智能制造产业布局,公司进行了一系列的投资并购,也给公司带来了较大的利润贡献。由于公司外延收购的几家公司具有轻资产属性,在合并并购资产时形成了较大金额的商誉。2019年受国内宏观经济下行,中国汽车行业产销量下滑和投资放缓的影响,结合公司实际经营情况及行业政策变化等因素,公司根据《企业会计准则第8号-资产减值》及相关会计政策规定,基于谨慎性原则,经公司财务部门及评估机构的初步测算,2019年度预计对上海冠致、华晓精密、永乾机电等三家公司计提商誉减值准备金额约为162,000万元,最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。(二)计提其他资产减值损失1、单项计提应收款项坏账准备报告期内,公司部分客户受宏观经济下行以及汽车产销量下滑影响,现金流紧张,部分应收账款合同逾期,回款周期拉长,存在一定回收风险;部分应收账款因客户经营异常、合同纠纷等原因导致预计不能回收;公司拟对该类客户已逾期并有减值风险的应收账款以及部分存在较大回收风险的其他应收款计提坏账准备约11,000万元,最终计提应收款项坏账准备金额以审计报告为准。2、计提存货跌价准备报告期内,由于受汽车行业不景气的影响,相关业务出现较大萎缩,导致公司部分汽车客户经营不善;受汽车产销量下滑的冲击,公司部分汽车客户相关投资放缓导致公司部分在建合同项目存在延期或停滞的风险;公司部分重大项目运营管理不足、部分客户需求设计不断变更导致项目实施过程中变更较大,成本增加较多;上述因素导致公司存货存在减值迹象,公司拟计提存货减值准备约48,000万元,最终计提存货减值金额以审计报告为准。(三)经营业绩下滑1、报告期内,公司整体营业收入较上年同期出现较大幅度的下降;2、报告期内,由于公司继续加大研发投入、整体人力成本有所上升、合并境外全资子公司德国马卡制造系统有限责任公司2019年1-12月财务数据(上年同期合并2018年11-12月数据)、银行借款增加等原因,导致公司期间费用较上年同期增加较多。(四)非经常性损益的影响情况本报告期,非经常性损益(扣除所得税影响数)对归属于上市公司股东的净利润的贡献金额预计为4,545万元,主要是报告期内收到的政府补助收入和放弃安徽科大智能物联技术有限公司(原控股子公司)控股权产生的收益。上年同期非经常性损益(扣除所得税影响数)对归属于上市公司股东的净利润的贡献金额为3,570万元。",首亏,392970000.0,2020-01-17
2585,300218,安利股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,912.48万元至7,603.73万元,同比上年增长:200%至230%。",72581050.0,215.0,"报告期内,中美贸易摩擦起伏跌宕,世界经贸增长放缓态势明显,全球宏观经济环境严峻复杂。国内经济增速回落,实体经济困难突出,能源、安全和环保要求更加严格,经济下行压力加大,行业竞争激烈。面对复杂多变的国内外环境,公司员工上下一心,攻坚克难,全年生产经营实现“稳中提质,稳中有升,稳中向好”的发展态势。报告期内,公司营业收入较上年同期增长约1.37%,其中,主营产品聚氨酯合成革销售收入较上年同期增长约2.6%,归属于上市公司股东的净利润预计较上年同期有较大幅度的增长,主要原因是:1、报告期内,公司积极转型升级,加大产品创新投入和市场开拓力度,努力提升高附加值产品比重。2019年度,公司主营产品平均销售单价同比增长约4.6%左右,毛利率提高近2个百分点,得益于客户结构的改变和产品结构的调整,公司的利润空间进一步拓展。2、报告期内,公司主要原辅材料、能耗价格波动大,公司持续加大原辅材料及能源采购管理,效果较好。3、报告期内,公司内抓管理,加强产品优化设计,努力优化配方,积极降低成本费用,提高效率,成本费用控制良好。4、报告期内,公司加强产品开发和应用,全年研发费用约8627.56万元,较上年同期增加约420万元左右。5、报告期内,公司计入当期损益的政府补助约3667.26万元左右,较上年同期增加约604.12万元左右。",预增,23041600.0,2020-01-17
2586,300218,安利股份,营业收入,预计2019年1-12月营业收入同比上年增长:约1.37%。,,1.37,"报告期内,中美贸易摩擦起伏跌宕,世界经贸增长放缓态势明显,全球宏观经济环境严峻复杂。国内经济增速回落,实体经济困难突出,能源、安全和环保要求更加严格,经济下行压力加大,行业竞争激烈。面对复杂多变的国内外环境,公司员工上下一心,攻坚克难,全年生产经营实现“稳中提质,稳中有升,稳中向好”的发展态势。报告期内,公司营业收入较上年同期增长约1.37%,其中,主营产品聚氨酯合成革销售收入较上年同期增长约2.6%,归属于上市公司股东的净利润预计较上年同期有较大幅度的增长,主要原因是:1、报告期内,公司积极转型升级,加大产品创新投入和市场开拓力度,努力提升高附加值产品比重。2019年度,公司主营产品平均销售单价同比增长约4.6%左右,毛利率提高近2个百分点,得益于客户结构的改变和产品结构的调整,公司的利润空间进一步拓展。2、报告期内,公司主要原辅材料、能耗价格波动大,公司持续加大原辅材料及能源采购管理,效果较好。3、报告期内,公司内抓管理,加强产品优化设计,努力优化配方,积极降低成本费用,提高效率,成本费用控制良好。4、报告期内,公司加强产品开发和应用,全年研发费用约8627.56万元,较上年同期增加约420万元左右。5、报告期内,公司计入当期损益的政府补助约3667.26万元左右,较上年同期增加约604.12万元左右。",略增,1679430867.51,2020-01-17
2587,300211,*ST亿通,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:580万元至680万元,同比上年增长:16.49%至36.57%。",6300000.0,26.53,"2019年度归属于上市公司股东的净利润变动的原因主要为:1、2019年度因广电行业市场竞争较为激烈,有线电视网络传输设备的总体市场销售量下降,导致实现收入、毛利比去年同期均呈现下降;公司持续加强内部管理,加强应收款项的催收工作,应收款项下降,按会计政策计提的坏帐准备减少,因而当年度净利润比上年度有所增长。2、报告期内,非经常性损益对净利润的影响金额预计约26万元。",略增,4979000.0,2020-01-17
2588,300205,*ST天喻,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:17,500万元至20,000万元,同比上年增长:73.23%至97.98%。",187500000.0,85.605,"报告期内归属于上市公司股东的净利润同比增长,主要由于公司出售持有的其他上市公司股票产生了较大投资收益。公司预计2019年非经常性损益金额为17,000万元—19,000万元,主要为公司出售持有的其他上市公司股票产生的投资收益。",预增,101022700.0,2020-01-17
2589,300205,*ST天喻,非经常性损益,"预计2019年1-12月非经常性损益:17,000万元至19,000万元。",180000000.0,546.455,"报告期内归属于上市公司股东的净利润同比增长,主要由于公司出售持有的其他上市公司股票产生了较大投资收益。公司预计2019年非经常性损益金额为17,000万元—19,000万元,主要为公司出售持有的其他上市公司股票产生的投资收益。",不确定,27844257.83,2020-01-17
2590,300187,永清环保,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:5,800万元至6,300万元。",60500000.0,136.3,"(一)2019年,公司战略进一步优化,坚持“技术和运营”服务双轮驱动,打造创新型平台公司,确定了“国内领先的环境服务方案提供商”的战略定位。报告期内,公司土壤修复、运营、环境咨询、大气污染治理和新能源等业务持续稳健发展,主营业务开展正常,同时公司积极应对市场和政策环境变化,加强内部管理,控制成本,尽量减轻市场环境等对公司的不利影响。公司预计本年度实现扭亏为盈,主要原因为:1、报告期内,公司商誉、应收款项等资产减值损失较上年同期减少;2、运营板块业务收入、利润持续增长;3、因公司与交易对方一致同意解除《关于云南大地丰源环保有限公司之投资协议》并签订《补充协议书》,预计增加利润。(二)报告期内,预计非经常性损益对公司净利润的影响金额约为7,400万元。",扭亏,-166645700.0,2020-01-17
2591,300183,东软载波,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,176.92万元至20,533.48万元,同比上年变动:-15%至15%。",178552000.0,0.0,"1、2019年国家电网载波通信模组招标方式和市场份额发生变化,导致公司销售收入和经营利润略有下降。2、公司计提商誉减值导致净利润减少。3、2019年度股权激励费用减少;安缔诺股权转让完成,投资收益增加;政府补贴款增加,导致净利润增长。由以上原因导致公司2019年净利润和上年同期相比基本持平。",续盈,178552000.0,2020-01-17
2592,300144,宋城演艺,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:128,718.65万元至141,590.52万元,同比上年增长:0%至10%。",1351545850.0,5.0,"预告期内,国内外宏观环境复杂多变,文旅行业受益逆周期政策调节,表现出较强的抗压性。公司坚持一切以游客为中心,深化发展、积极创新,实现经济效益和社会效益的稳步提升。预告期内,公司深入挖掘潜能,持续推出多元化的演艺内容,不断优化硬件环境,贯彻五星服务理念,全方位提升游客体验。强化营销推广力度,确保市场占有率的持续领先。在个别项目受到当地大市场环境不利影响的情况下,公司整体经营业绩仍实现稳步增长。预告期内,公司全面启动多元化演艺公园产品形态的战略升级,推进各景区剧院矩阵的建设和多元化内容的打造,为公司未来持续增长储备充足动力。预告期内,重组后的花房集团健康运营,在业务发展、模式创新、成本控制、融合协同、资本探索等方面都有所突破,取得良好的整合效果和经济效益。预告期内,2019年1-12月归属于上市公司股东的净利润较上年同期增长约0%-10%;若同比均不考虑数字娱乐平台及六花重组的财务数据,则2019年1-12月归属于上市公司股东的净利润约为97,328.74万元-115,024.87万元,同比增长约10%-30%。预告期内,计入当期损益的非经常性损益对公司净利润的影响约为11,000.00万元。",略增,1287186500.0,2020-01-17
2593,300129,泰胜风能,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,543.61万元至15,849万元,同比上年增长:1376%至1405%。",156963050.0,1390.5,"1、公司继续深化“双海战略”(海上风电及海外风电市场),市场拓展力度进一步增强,在手业务订单充足。报告期内,公司陆上风电装备收入预计同比增长超过70%,海上风电装备收入预计同比增长超过80%,陆上风电海外业务收入预计同比增长超过25%;该些业务板块收入的共同增长使得报告期内公司营业收入预计同比增长超过50%。收入的大幅增加,使得毛利的绝对金额预计较去年同期有较大增长,使得报告期内归属于母公司的净利润有较大增加。2、报告期内,公司加强应收账款管理,使得报告期内信用减值损失预计较上年同期减少,也对当期净利润较去年同期增加起到了正向作用。",预增,10530900.0,2020-01-17
2594,300126,锐奇股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:800万元至1,300万元。",10500000.0,123.445,"2019年以来,国内外宏观经济环境非常复杂,公司出口收入下降导致整体营业收入有所下降,因产品结构和价格调整以及加强成本管理、美元升值等因素,使产品综合毛利率有所提升。报告期内,公司投资收益和理财收入有所增加。综上,因产品综合毛利率上升、投资收益和理财收益增加等因素,公司2019年度业绩扭亏为盈。报告期内非经常性损益对净利润的影响约662.18万元,上年同期为121.54万元。",扭亏,-44786600.0,2020-01-17
2595,300120,经纬辉开,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:12,114.77万元至14,806.94万元,同比上年变动:-10%至10%。",134608550.0,0.0,"1、报告期内,公司触控显示及电磁线产品较上年同期略有增长;电抗器产品部分特高压订单未到交货期,收入和利润较去年有所下降。同时,当期收购的子公司长沙市宇顺显示技术有限公司处在整合期间,仍有一定亏损。2、2019年度,公司非经常性损益约为800万元。",续盈,134608500.0,2020-01-17
2596,300120,经纬辉开,非经常性损益,预计2019年1-12月非经常性损益:约800万元。,8000000.0,220.33,"1、报告期内,公司触控显示及电磁线产品较上年同期略有增长;电抗器产品部分特高压订单未到交货期,收入和利润较去年有所下降。同时,当期收购的子公司长沙市宇顺显示技术有限公司处在整合期间,仍有一定亏损。2、2019年度,公司非经常性损益约为800万元。",不确定,-6648274.66,2020-01-17
2597,300118,东方日升,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:97,000万元至103,800万元,同比上年增长:317.44%至346.7%。",1004000000.0,332.07,"1、与去年同期相比,本期公司光伏电池片及组件产量增加、相关光伏产品实现的销售收入增加,相应销售利润增加。2、与去年同期相比,非经常性损益对公司净利润的影响金额增加。本期非经常性损益对公司净利润的影响金额约为23,000万元,主要为公司获得的政府补助。",预增,232370000.0,2020-01-17
2598,300118,东方日升,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:74,000万元至80,800万元。",774000000.0,177.585,"1、与去年同期相比,本期公司光伏电池片及组件产量增加、相关光伏产品实现的销售收入增加,相应销售利润增加。2、与去年同期相比,非经常性损益对公司净利润的影响金额增加。本期非经常性损益对公司净利润的影响金额约为23,000万元,主要为公司获得的政府补助。",预增,278831232.53,2020-01-17
2599,300110,华仁药业,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:3,879.48万元至4,655.38万元,同比上年增长:0%至20%。",42674300.0,10.0,"1、报告期内,公司控股权发生变更,控股股东变更为西安曲江天授大健康投资合伙企业(有限合伙),实际控制人变更为西安曲江新区管理委员会。为适应经营发展的需求,公司调整组织架构,通过组织变革推动公司成长,各项业务稳步推进。市场开拓方面,公司依托现有产品线,整合内部资源,加大市场融合开发力度,提高产品覆盖的深度与广度,整体盈利情况较去年同期保持一定增长。2、预计2019年度非经常性归属母公司损益为-320万元左右,具体以2019年年度报告披露的财务数据为准。",略增,38794800.0,2020-01-17
2600,300110,华仁药业,非经常性损益,预计2019年1-12月非经常性损益:-320万元。,-3200000.0,-169.37,"1、报告期内,公司控股权发生变更,控股股东变更为西安曲江天授大健康投资合伙企业(有限合伙),实际控制人变更为西安曲江新区管理委员会。为适应经营发展的需求,公司调整组织架构,通过组织变革推动公司成长,各项业务稳步推进。市场开拓方面,公司依托现有产品线,整合内部资源,加大市场融合开发力度,提高产品覆盖的深度与广度,整体盈利情况较去年同期保持一定增长。2、预计2019年度非经常性归属母公司损益为-320万元左右,具体以2019年年度报告披露的财务数据为准。",不确定,4612746.27,2020-01-17
2601,300081,ST恒信,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,500万元至9,500万元,同比上年下降:52.1%至67.22%。",80000000.0,-59.66,"公司2019年归属于上市公司股东的净利润较上年同期下降,主要是营业收入较上年同期有所下降,研发费用、财务费用较上年同期增加所致。1、报告期内,因原移动信息产品销售及服务业务彻底清理,以及儿童产业链IP授权及玩具销售业务收入下滑导致整体营业收入规模下降。受国际贸易形势变化影响,玩具的出口业务收入出现下滑。公司自研开发的合家欢系列产品在报告期内已正式量产并投放市场,但由于尚处于销售初期阶段,销售网络搭建及市场推广费用投入在先,规模利润还待体现。2、报告期内,公司在新产品和CG/VR内容开发上持续投入,导致研发费用、财务费用较上年同期增加较多。3、报告期内,公司的企业所得税费用较去年同期增加约2,200万元,主要原因,一是因为公允价值变动导致的递延所得税费用增加;二是公司下属3家子公司在2018年上半年获得了2017年度国家动漫企业资质,从而在2017年度享受了企业所得税免税政策,2017年已预提的企业所得税在2018年上半年予以冲回,而本报告期3家子公司企业所得税处于减半征收期。4、报告期内,公司非经常性损益金额约5,900万元,主要是公司交易性金融资产的公允价值变动所致。",预减,198317700.0,2020-01-17
2602,300081,ST恒信,非经常性损益,"预计2019年1-12月非经常性损益:约5,900万元。",59000000.0,11.98,"公司2019年归属于上市公司股东的净利润较上年同期下降,主要是营业收入较上年同期有所下降,研发费用、财务费用较上年同期增加所致。1、报告期内,因原移动信息产品销售及服务业务彻底清理,以及儿童产业链IP授权及玩具销售业务收入下滑导致整体营业收入规模下降。受国际贸易形势变化影响,玩具的出口业务收入出现下滑。公司自研开发的合家欢系列产品在报告期内已正式量产并投放市场,但由于尚处于销售初期阶段,销售网络搭建及市场推广费用投入在先,规模利润还待体现。2、报告期内,公司在新产品和CG/VR内容开发上持续投入,导致研发费用、财务费用较上年同期增加较多。3、报告期内,公司的企业所得税费用较去年同期增加约2,200万元,主要原因,一是因为公允价值变动导致的递延所得税费用增加;二是公司下属3家子公司在2018年上半年获得了2017年度国家动漫企业资质,从而在2017年度享受了企业所得税免税政策,2017年已预提的企业所得税在2018年上半年予以冲回,而本报告期3家子公司企业所得税处于减半征收期。4、报告期内,公司非经常性损益金额约5,900万元,主要是公司交易性金融资产的公允价值变动所致。",不确定,52685994.35,2020-01-17
2603,300062,中能电气,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,090.11万元至2,591.73万元,同比上年增长:25%至55%。",23409200.0,40.0,"公司2019年度业绩变动主要受以下因素影响:1、报告期内,公司紧紧围绕年度经营目标,始终秉持稳健经营的方针,充分发挥自身优势及资源,进一步深耕配电设备市场,继续发力轨道交通领域,主营业务保持稳定发展;2、2019年归属于上市公司股东的净利润较上年同期增长,主要系公司集中精力聚焦核心主业,加强内部精益化管理,对各板块业务进行全面、系统的梳理,剥离盈利能力相对较差的相关业务,公司综合盈利能力得到提升。",预增,16720900.0,2020-01-17
2604,300046,台基股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:21,050万元至21,550万元。",-213000000.0,-348.335,"1、大额计提商誉减值准备。鉴于公司泛文化业务营业收入大幅下滑及利润出现亏损,公司判断因收购北京彼岸春天影视有限公司存在大额计提商誉减值准备的迹象,现经公司财务部门及评估机构初步摸底及测算,预计本期计提商誉减值准备金额为28,300万元左右。2、泛文化业务收入大幅下降及利润出现亏损。近年来,影视文化政策监管趋紧,行业整体波动较大,子公司北京彼岸春天影视有限公司业务受到较大影响,爱奇艺定制的网络剧《明月曾照江东寒》未能按计划完成,无法在本报告期确认收入,导致公司泛文化业务收入大幅下降,利润出现亏损。",首亏,85771700.0,2020-01-17
2605,300042,朗科科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,449.66万元至7,094.63万元,同比上年增长:0%至10%。",67721450.0,5.0,"2019年度(以下简称“报告期”)归属于上市公司股东的净利润比上年同期增长的主要原因为:报告期内产品销售收入较上年同期增加,影响报告期净利润比上年同期增加。",略增,64496600.0,2020-01-17
2606,300039,上海凯宝,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:23,815.3万元至27,217.49万元,同比上年增长:5%至20%。",255163950.0,12.5,"2019年,公司按照年度经营计划有序推进各项工作,经营情况稳定,主营业务业务稳步上升,归属于上市公司股东的净利润较去年同期实现平稳增长。本年度非经常性损益对净利润的影响金额为767万元左右,上年度非经常性损益对净利润的影响金额为-1,204.11万元。",略增,226812400.0,2020-01-17
2607,200512,闽灿坤B,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:9,900万元至12,375万元,同比上年增长:737%至946%。",111375000.0,841.5,"1、公司控股孙公司上海灿坤实业有限公司于2018年12月19日与上海市嘉定区安亭镇人民政府签署(二期厂区)征收补偿协议,经公司2019年1月11日召开的2019年第一次临时股东大会审议通过后,征收补偿款在2019年1月全部收到,该政策性折迁资产处置收益影响归属于上市公司股东的净利润为2,954万元;2、客户订单增加及人民币汇率影响预计公司2019年度主营业务收入较去年同期约增加10%。公司持续对材料成本、人工、制费等管控及计提资产减值损失减少。2019年公司预计归属于上市公司股东的净利润为9,900万元-12,375万元之间。",预增,11830000.0,2020-01-17
2608,200512,闽灿坤B,每股收益,预计2019年1-12月每股收益盈利:0.53元至0.67元。,0.6,,"1、公司控股孙公司上海灿坤实业有限公司于2018年12月19日与上海市嘉定区安亭镇人民政府签署(二期厂区)征收补偿协议,经公司2019年1月11日召开的2019年第一次临时股东大会审议通过后,征收补偿款在2019年1月全部收到,该政策性折迁资产处置收益影响归属于上市公司股东的净利润为2,954万元;2、客户订单增加及人民币汇率影响预计公司2019年度主营业务收入较去年同期约增加10%。公司持续对材料成本、人工、制费等管控及计提资产减值损失减少。2019年公司预计归属于上市公司股东的净利润为9,900万元-12,375万元之间。",预增,0.06,2020-01-17
2609,200045,深纺织B,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,569万元至2,349万元,同比上年增长:168.27%至202.22%。",19590000.0,185.245,"1、报告期内,营业收入较上年同期有较大幅度增长,主要一是TFT-LCD二期6号线在2018年下半年投产,产能在本年度释放,销售量同比增加;二是2018年度已经预付设备款项的进口贸易业务在本报告期完成,以及大宗商品贸易收入较上年同期增加。2、报告期内,归属于上市公司股东的净利润较上年同期有较大幅度增长,主要是非经常性损益增加所致,公司预计该影响金额约为6,000万元左右,主要为非流动资产处置收益、投资理财收益及政府补助收入,其中,公司转让深圳好好物业租赁有限公司50%股权实现税后净利润约为4,000万元左右;偏光片产品售价在2018年大幅下降后一直低位运行,主要产品订单结构调整未达预期,加之TN/STN产品受市场销售萎缩影响售价大幅下降,以及人民币汇率贬值所带来的采购成本上升和汇兑损失增加,抵消了其销量上升对净利润的贡献。",扭亏,-22980600.0,2020-01-17
2610,200045,深纺织B,每股收益,预计2019年1-12月每股收益盈利:0.031元至0.046元。,0.0385,,"1、报告期内,营业收入较上年同期有较大幅度增长,主要一是TFT-LCD二期6号线在2018年下半年投产,产能在本年度释放,销售量同比增加;二是2018年度已经预付设备款项的进口贸易业务在本报告期完成,以及大宗商品贸易收入较上年同期增加。2、报告期内,归属于上市公司股东的净利润较上年同期有较大幅度增长,主要是非经常性损益增加所致,公司预计该影响金额约为6,000万元左右,主要为非流动资产处置收益、投资理财收益及政府补助收入,其中,公司转让深圳好好物业租赁有限公司50%股权实现税后净利润约为4,000万元左右;偏光片产品售价在2018年大幅下降后一直低位运行,主要产品订单结构调整未达预期,加之TN/STN产品受市场销售萎缩影响售价大幅下降,以及人民币汇率贬值所带来的采购成本上升和汇兑损失增加,抵消了其销量上升对净利润的贡献。",扭亏,-0.04,2020-01-17
2611,002967,广电计量,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:14,500万元至18,500万元,同比上年增长:18.93%至51.73%。",165000000.0,35.33,"2019年,公司延续“两个高端”市场服务策略,各业务板块齐头并进,大客户拓展效果明显;全国战略布局取得良好成效,区域实验室基地经营基础进一步夯实,区域市场突破明显,继续保持较高增长态势。",预增,121924500.0,2020-01-17
