序号,股票代码,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间
848,600756,浪潮软件,2020-03-28,2020-04-18,,,2020-04-18
849,600768,宁波富邦,2020-03-28,,,,2020-03-28
850,600773,西藏城投,2020-03-28,2020-04-25,,,2020-04-25
851,600778,友好集团,2020-03-28,2020-04-28,,,2020-04-28
852,600805,悦达投资,2020-03-28,,,,2020-03-28
853,600819,耀皮玻璃,2020-03-28,2020-04-10,,,2020-04-10
854,600854,春兰股份,2020-03-28,,,,2020-03-28
855,600865,百大集团,2020-03-28,2020-04-18,,,2020-04-18
856,600876,凯盛新能,2020-03-28,2020-04-30,,,2020-04-30
857,600908,无锡银行,2020-03-28,,,,2020-03-28
858,600958,东方证券,2020-03-28,,,,2020-03-28
859,600985,淮北矿业,2020-03-28,,,,2020-03-28
860,600992,贵绳股份,2020-03-28,2020-04-29,,,2020-04-29
861,600999,招商证券,2020-03-28,,,,2020-03-28
862,601068,中铝国际,2020-03-28,2020-03-31,,,2020-03-31
863,601088,中国神华,2020-03-28,,,,2020-03-28
864,601231,环旭电子,2020-03-28,2020-04-08,,,2020-04-08
865,601238,广汽集团,2020-03-28,2020-04-01,,,2020-04-01
866,601319,中国人保,2020-03-28,,,,2020-03-28
867,601326,秦港股份,2020-03-28,,,,2020-03-28
868,601328,交通银行,2020-03-28,,,,2020-03-28
869,601330,绿色动力,2020-03-28,,,,2020-03-28
870,601375,中原证券,2020-03-28,2020-04-23,,,2020-04-23
871,601398,工商银行,2020-03-28,,,,2020-03-28
872,601618,中国中冶,2020-03-28,2020-04-01,,,2020-04-01
873,601717,中创智领,2020-03-28,,,,2020-03-28
874,601766,中国中车,2020-03-28,2020-03-31,,,2020-03-31
875,601800,中国交建,2020-03-28,2020-04-01,,,2020-04-01
876,601828,美凯龙,2020-03-28,2020-04-18,,,2020-04-18
877,601869,长飞光纤,2020-03-28,2020-04-24,,,2020-04-24
878,601881,中国银河,2020-03-28,,,,2020-03-28
879,601939,建设银行,2020-03-28,2020-03-30,,,2020-03-30
880,601988,中国银行,2020-03-28,,,,2020-03-28
881,601991,大唐发电,2020-03-28,2020-03-31,,,2020-03-31
882,603019,中科曙光,2020-03-28,,,,2020-03-28
883,603179,新泉股份,2020-03-28,,,,2020-03-28
884,603458,勘设股份,2020-03-28,2020-04-25,,,2020-04-25
885,603516,淳中科技,2020-03-28,,,,2020-03-28
886,603566,普莱柯,2020-03-28,2020-04-29,,,2020-04-29
887,603578,三星新材,2020-03-28,,,,2020-03-28
888,603656,泰禾智能,2020-03-28,2020-04-18,,,2020-04-18
889,603658,安图生物,2020-03-28,2020-04-29,,,2020-04-29
890,603799,华友钴业,2020-03-28,,,,2020-03-28
891,603929,亚翔集成,2020-03-28,2020-03-27,,,2020-03-27
892,603991,至正股份,2020-03-28,2020-04-29,,,2020-04-29
893,000011,深物业A,2020-03-30,2020-03-18,,,2020-03-18
894,000428,华天酒店,2020-03-30,,,,2020-03-30
895,000728,国元证券,2020-03-30,,,,2020-03-30
896,002459,晶澳科技,2020-03-30,,,,2020-03-30
897,002594,比亚迪,2020-03-30,2020-04-22,,,2020-04-22
898,300047,天源迪科,2020-03-30,2020-04-21,,,2020-04-21
899,300347,泰格医药,2020-03-30,2020-04-17,,,2020-04-17
900,300759,康龙化成,2020-03-30,,,,2020-03-30
901,600012,皖通高速,2020-03-30,,,,2020-03-30
902,600028,中国石化,2020-03-30,,,,2020-03-30
903,600201,生物股份,2020-03-30,,,,2020-03-30
904,600332,白云山,2020-03-30,2020-04-01,,,2020-04-01
905,600598,北大荒,2020-03-30,,,,2020-03-30
906,600600,青岛啤酒,2020-03-30,,,,2020-03-30
907,600872,中炬高新,2020-03-30,2020-03-17,,,2020-03-17
908,600988,赤峰黄金,2020-03-30,2020-04-25,2020-04-30,,2020-04-30
909,601005,重庆钢铁,2020-03-30,,,,2020-03-30
910,601018,宁波港,2020-03-30,2020-04-22,2020-04-11,,2020-04-11
911,601038,一拖股份,2020-03-30,2020-04-24,,,2020-04-24
912,601236,红塔证券,2020-03-30,,,,2020-03-30
913,601577,长沙银行,2020-03-30,,,,2020-03-30
914,601916,浙商银行,2020-03-30,,,,2020-03-30
915,603060,国检集团,2020-03-30,,,,2020-03-30
916,603067,振华股份,2020-03-30,2020-04-29,,,2020-04-29
917,603444,吉比特,2020-03-30,2020-04-09,,,2020-04-09
918,603993,洛阳钼业,2020-03-30,,,,2020-03-30
919,688016,心脉医疗,2020-03-30,,,,2020-03-30
920,688278,特宝生物,2020-03-30,,,,2020-03-30
921,000016,*ST康佳A,2020-03-31,2020-04-22,,,2020-04-22
922,000034,神州数码,2020-03-31,,,,2020-03-31
923,000065,北方国际,2020-03-31,2020-04-20,,,2020-04-20
924,000068,华控赛格,2020-03-31,2020-04-21,2020-04-28,,2020-04-28
925,000069,华侨城A,2020-03-31,2020-04-28,,,2020-04-28
926,000090,天健集团,2020-03-31,2020-04-14,,,2020-04-14
927,000096,广聚能源,2020-03-31,,,,2020-03-31
928,000156,华数传媒,2020-03-31,2020-04-30,,,2020-04-30
929,000157,中联重科,2020-03-31,,,,2020-03-31
930,000402,金融街,2020-03-31,2020-04-30,,,2020-04-30
931,000507,珠海港,2020-03-31,2020-04-16,,,2020-04-16
932,000546,金圆股份,2020-03-31,2020-04-15,,,2020-04-15
933,000552,甘肃能化,2020-03-31,,,,2020-03-31
934,000555,神州信息,2020-03-31,,,,2020-03-31
935,000629,钒钛股份,2020-03-31,,,,2020-03-31
936,000635,英力特,2020-03-31,,,,2020-03-31
937,000656,*ST金科,2020-03-31,2020-03-24,,,2020-03-24
938,000725,京东方A,2020-03-31,2020-04-28,,,2020-04-28
939,000735,罗牛山,2020-03-31,,,,2020-03-31
940,000777,中核科技,2020-03-31,2020-04-30,,,2020-04-30
941,000782,恒申新材,2020-03-31,2020-04-27,2020-04-28,,2020-04-28
942,000819,岳阳兴长,2020-03-31,,,,2020-03-31
943,000852,石化机械,2020-03-31,2020-04-29,,,2020-04-29
944,000886,海南高速,2020-03-31,2020-04-29,,,2020-04-29
945,000931,中关村,2020-03-31,2020-04-30,,,2020-04-30
946,000933,神火股份,2020-03-31,2020-04-23,2020-04-29,,2020-04-29
947,000950,重药控股,2020-03-31,2020-04-17,,,2020-04-17
948,000972,*ST中基,2020-03-31,2020-04-16,,,2020-04-16
949,000983,山西焦煤,2020-03-31,2020-04-21,,,2020-04-21
950,001872,招商港口,2020-03-31,2020-04-16,,,2020-04-16
951,002012,凯恩股份,2020-03-31,,,,2020-03-31
952,002015,协鑫能科,2020-03-31,2020-04-25,2020-04-30,,2020-04-30
953,002024,ST易购,2020-03-31,2020-04-30,2020-04-18,,2020-04-18
954,002030,达安基因,2020-03-31,2020-04-30,,,2020-04-30
955,002037,保利联合,2020-03-31,2020-04-28,,,2020-04-28
956,002044,美年健康,2020-03-31,2020-04-30,,,2020-04-30
957,002060,广东建工,2020-03-31,2020-04-14,,,2020-04-14
958,002073,软控股份,2020-03-31,2020-04-21,,,2020-04-21
959,002075,沙钢股份,2020-03-31,,,,2020-03-31
960,002079,苏州固锝,2020-03-31,2020-04-24,,,2020-04-24
961,002139,拓邦股份,2020-03-31,,,,2020-03-31
962,002140,东华科技,2020-03-31,,,,2020-03-31
963,002148,北纬科技,2020-03-31,2020-04-22,,,2020-04-22
964,002152,广电运通,2020-03-31,,,,2020-03-31
965,002156,通富微电,2020-03-31,,,,2020-03-31
966,002166,莱茵生物,2020-03-31,2020-04-15,,,2020-04-15
967,002186,全聚德,2020-03-31,2020-04-14,,,2020-04-14
968,002206,海利得,2020-03-31,2020-04-13,,,2020-04-13
969,002208,合肥城建,2020-03-31,2020-04-14,,,2020-04-14
970,002217,合力泰,2020-03-31,2020-04-15,2020-04-21,,2020-04-21
971,002229,鸿博股份,2020-03-31,2020-04-18,2020-04-28,,2020-04-28
972,002246,北化股份,2020-03-31,2020-04-28,,,2020-04-28
973,002254,泰和新材,2020-03-31,,,,2020-03-31
974,002283,天润工业,2020-03-31,2020-04-21,,,2020-04-21
975,002285,世联行,2020-03-31,2020-04-30,2020-03-31,,2020-03-31
976,002294,信立泰,2020-03-31,2020-04-15,2020-04-11,,2020-04-11
977,002301,齐心集团,2020-03-31,2020-04-21,,,2020-04-21
978,002302,西部建设,2020-03-31,2020-04-10,,,2020-04-10
979,002318,久立特材,2020-03-31,,,,2020-03-31
980,002360,ST同德,2020-03-31,2020-04-21,,,2020-04-21
981,002367,康力电梯,2020-03-31,,,,2020-03-31
982,002368,太极股份,2020-03-31,2020-04-21,,,2020-04-21
983,002374,中锐股份,2020-03-31,2020-04-15,,,2020-04-15
984,002389,航天彩虹,2020-03-31,2020-04-23,,,2020-04-23
985,002398,垒知集团,2020-03-31,,,,2020-03-31
986,002400,省广集团,2020-03-31,2020-04-30,,,2020-04-30
987,002427,尤夫股份,2020-03-31,2020-04-23,,,2020-04-23
988,002430,杭氧股份,2020-03-31,2020-04-30,,,2020-04-30
989,002438,江苏神通,2020-03-31,,,,2020-03-31
990,002454,松芝股份,2020-03-31,2020-04-28,,,2020-04-28
991,002460,赣锋锂业,2020-03-31,2020-04-30,2020-04-24,,2020-04-24
992,002462,嘉事堂,2020-03-31,2020-04-28,,,2020-04-28
993,002467,二六三,2020-03-31,2020-04-30,,,2020-04-30
994,002471,中超控股,2020-03-31,,,,2020-03-31
995,002483,润邦股份,2020-03-31,2020-04-14,2020-04-28,,2020-04-28
996,002510,天汽模,2020-03-31,2020-04-30,,,2020-04-30
997,002516,旷达科技,2020-03-31,2020-04-21,,,2020-04-21
998,002518,科士达,2020-03-31,,,,2020-03-31
999,002533,金杯电工,2020-03-31,2020-04-15,,,2020-04-15
1000,002534,西子洁能,2020-03-31,,,,2020-03-31
1001,002535,林州重机,2020-03-31,2020-04-30,,,2020-04-30
1002,002548,金新农,2020-03-31,2020-04-18,,,2020-04-18
1003,002549,凯美特气,2020-03-31,2020-04-29,,,2020-04-29
1004,002568,百润股份,2020-03-31,,,,2020-03-31
1005,002595,豪迈科技,2020-03-31,,,,2020-03-31
1006,002596,海南瑞泽,2020-03-31,2020-04-16,2020-04-23,,2020-04-23
1007,002616,长青集团,2020-03-31,2020-04-28,,,2020-04-28
1008,002629,仁智股份,2020-03-31,2020-04-15,2020-04-28,,2020-04-28
1009,002692,远程股份,2020-03-31,2020-04-28,,,2020-04-28
1010,002715,登云股份,2020-03-31,,,,2020-03-31
1011,002725,跃岭股份,2020-03-31,2020-04-09,,,2020-04-09
1012,002742,三圣股份,2020-03-31,2020-04-14,,,2020-04-14
1013,002759,天际股份,2020-03-31,,,,2020-03-31
1014,002797,第一创业,2020-03-31,,,,2020-03-31
1015,002798,帝欧水华,2020-03-31,,,,2020-03-31
1016,002815,崇达技术,2020-03-31,2020-04-21,2020-04-30,,2020-04-30
1017,002818,富森美,2020-03-31,,,,2020-03-31
1018,002859,洁美科技,2020-03-31,,,,2020-03-31
1019,002888,惠威科技,2020-03-31,2020-04-15,,,2020-04-15
1020,002906,华阳集团,2020-03-31,2020-04-27,2020-04-30,,2020-04-30
1021,002909,集泰股份,2020-03-31,,,,2020-03-31
1022,002926,华西证券,2020-03-31,,,,2020-03-31
1023,002932,*ST明德,2020-03-31,2020-04-30,,,2020-04-30
1024,002936,郑州银行,2020-03-31,,,,2020-03-31
1025,002938,鹏鼎控股,2020-03-31,,,,2020-03-31
1026,002955,鸿合科技,2020-03-31,2020-04-21,,,2020-04-21
1027,002966,苏州银行,2020-03-31,,,,2020-03-31
1028,300003,乐普医疗,2020-03-31,,,,2020-03-31
1029,300007,汉威科技,2020-03-31,,,,2020-03-31
1030,300019,硅宝科技,2020-03-31,,,,2020-03-31
1031,300026,红日药业,2020-03-31,2020-04-28,,,2020-04-28
1032,300031,宝通科技,2020-03-31,2020-04-16,,,2020-04-16
1033,300034,钢研高纳,2020-03-31,2020-04-15,,,2020-04-15
1034,300037,新宙邦,2020-03-31,2020-04-24,,,2020-04-24
1035,300062,中能电气,2020-03-31,2020-04-02,2020-04-29,,2020-04-29
1036,300073,当升科技,2020-03-31,2020-04-16,,,2020-04-16
1037,300103,达刚控股,2020-03-31,2020-04-28,,,2020-04-28
1038,300110,华仁药业,2020-03-31,,,,2020-03-31
1039,300115,长盈精密,2020-03-31,2020-04-30,2020-04-11,,2020-04-11
1040,300147,*ST香雪,2020-03-31,2020-04-21,2020-05-20,,2020-05-20
1041,300188,国投智能,2020-03-31,,,,2020-03-31
1042,300215,电科院,2020-03-31,,,,2020-03-31
1043,300226,上海钢联,2020-03-31,2020-04-15,,,2020-04-15
1044,300227,光韵达,2020-03-31,2020-04-09,,,2020-04-09
1045,300237,ST美晨,2020-03-31,2020-04-20,,,2020-04-20
1046,300240,飞力达,2020-03-31,2020-04-14,,,2020-04-14
1047,300259,新天科技,2020-03-31,2020-04-16,,,2020-04-16
1048,300272,开能健康,2020-03-31,2020-04-28,,,2020-04-28
1049,300296,利亚德,2020-03-31,2020-04-10,,,2020-04-10
1050,300307,慈星股份,2020-03-31,2020-04-21,2020-04-28,,2020-04-28
1051,300323,华灿光电,2020-03-31,2020-04-03,,,2020-04-03
1052,300327,中颖电子,2020-03-31,,,,2020-03-31
1053,300335,迪森股份,2020-03-31,2020-04-21,2020-04-22,,2020-04-22
1054,300395,菲利华,2020-03-31,2020-04-03,,,2020-04-03
1055,300397,天和防务,2020-03-31,2020-04-10,,,2020-04-10
1056,300455,航天智装,2020-03-31,2020-04-28,,,2020-04-28
1057,300473,德尔股份,2020-03-31,2020-04-21,,,2020-04-21
1058,300476,胜宏科技,2020-03-31,2020-04-24,,,2020-04-24
1059,300479,神思电子,2020-03-31,,,,2020-03-31
1060,300482,万孚生物,2020-03-31,,,,2020-03-31
1061,300483,首华燃气,2020-03-31,2020-03-17,,,2020-03-17
1062,300520,科大国创,2020-03-31,,,,2020-03-31
1063,300531,优博讯,2020-03-31,2020-04-15,,,2020-04-15
1064,300570,太辰光,2020-03-31,,,,2020-03-31
1065,300588,熙菱信息,2020-03-31,2020-04-10,,,2020-04-10
1066,300596,利安隆,2020-03-31,2020-04-15,,,2020-04-15
1067,300606,金太阳,2020-03-31,2020-04-21,,,2020-04-21
1068,300637,扬帆新材,2020-03-31,,,,2020-03-31
1069,300658,延江股份,2020-03-31,,,,2020-03-31
1070,300661,圣邦股份,2020-03-31,,,,2020-03-31
1071,300680,隆盛科技,2020-03-31,,,,2020-03-31
1072,300699,光威复材,2020-03-31,,,,2020-03-31
1073,300706,阿石创,2020-03-31,,,,2020-03-31
1074,300722,新余国科,2020-03-31,2020-04-16,,,2020-04-16
1075,300725,药石科技,2020-03-31,,,,2020-03-31
1076,300729,乐歌股份,2020-03-31,2020-04-10,,,2020-04-10
1077,300763,锦浪科技,2020-03-31,,,,2020-03-31
1078,600006,东风股份,2020-03-31,2020-04-29,,,2020-04-29
1079,600016,民生银行,2020-03-31,,,,2020-03-31
1080,600021,上海电力,2020-03-31,,,,2020-03-31
1081,600029,南方航空,2020-03-31,,,,2020-03-31
1082,600056,中国医药,2020-03-31,2020-04-22,,,2020-04-22
1083,600066,宇通客车,2020-03-31,,,,2020-03-31
1084,600117,西宁特钢,2020-03-31,2020-04-24,2020-04-29,,2020-04-29
1085,600143,金发科技,2020-03-31,2020-04-28,,,2020-04-28
1086,600171,上海贝岭,2020-03-31,,,,2020-03-31
1087,600221,海航控股,2020-03-31,2020-04-30,,,2020-04-30
1088,600223,福瑞达,2020-03-31,2020-04-10,,,2020-04-10
1089,600248,陕建股份,2020-03-31,2020-04-10,2020-04-21,,2020-04-21
1090,600267,海正药业,2020-03-31,2020-04-30,,,2020-04-30
1091,600269,赣粤高速,2020-03-31,2020-04-21,,,2020-04-21
1092,600279,重庆港,2020-03-31,2020-04-15,,,2020-04-15
1093,600309,万华化学,2020-03-31,,,,2020-03-31
1094,600323,瀚蓝环境,2020-03-31,2020-04-15,,,2020-04-15
1095,600329,达仁堂,2020-03-31,2020-04-20,,,2020-04-20
1096,600350,山东高速,2020-03-31,2020-04-24,,,2020-04-24
1097,600362,江西铜业,2020-03-31,,,,2020-03-31
1098,600368,五洲交通,2020-03-31,,,,2020-03-31
1099,600399,抚顺特钢,2020-03-31,,,,2020-03-31
1100,600416,湘电股份,2020-03-31,,,,2020-03-31
1101,600425,青松建化,2020-03-31,,,,2020-03-31
1102,600428,中远海特,2020-03-31,2020-04-29,,,2020-04-29
1103,600493,凤竹纺织,2020-03-31,2020-04-18,,,2020-04-18
1104,600531,豫光金铅,2020-03-31,2020-04-30,,,2020-04-30
1105,600536,中国软件,2020-03-31,2020-04-21,,,2020-04-21
1106,600562,国睿科技,2020-03-31,2020-04-08,,,2020-04-08
1107,600581,*ST八钢,2020-03-31,2020-04-28,,,2020-04-28
1108,600595,中孚实业,2020-03-31,2020-04-22,,,2020-04-22
1109,600597,光明乳业,2020-03-31,2020-04-21,,,2020-04-21
1110,600609,金杯汽车,2020-03-31,2020-04-23,2020-04-30,,2020-04-30
1111,600611,大众交通,2020-03-31,,,,2020-03-31
1112,600619,海立股份,2020-03-31,2020-04-02,,,2020-04-02
1113,600621,华鑫股份,2020-03-31,,,,2020-03-31
1114,600635,大众公用,2020-03-31,,,,2020-03-31
1115,600642,申能股份,2020-03-31,2020-04-28,,,2020-04-28
1116,600651,飞乐音响,2020-03-31,2020-04-30,,,2020-04-30
1117,600689,上海三毛,2020-03-31,2020-04-30,,,2020-04-30
1118,600713,南京医药,2020-03-31,,,,2020-03-31
1119,600728,佳都科技,2020-03-31,2020-04-10,,,2020-04-10
1120,600760,中航沈飞,2020-03-31,2020-04-25,,,2020-04-25
1121,600775,南京熊猫,2020-03-31,,,,2020-03-31
1122,600777,*ST新潮,2020-03-31,,,,2020-03-31
1123,600792,云煤能源,2020-03-31,,,,2020-03-31
1124,600794,保税科技,2020-03-31,,,,2020-03-31
1125,600798,宁波海运,2020-03-31,,,,2020-03-31
1126,600801,华新建材,2020-03-31,2020-04-29,,,2020-04-29
1127,600802,福建水泥,2020-03-31,2020-04-21,,,2020-04-21
1128,600833,第一医药,2020-03-31,2020-04-14,,,2020-04-14
1129,600843,上工申贝,2020-03-31,2020-04-23,2020-04-30,,2020-04-30
1130,600857,宁波中百,2020-03-31,,,,2020-03-31
1131,600875,东方电气,2020-03-31,2020-03-28,,,2020-03-28
1132,600895,张江高科,2020-03-31,2020-04-16,,,2020-04-16
1133,600980,北矿科技,2020-03-31,2020-04-14,,,2020-04-14
1134,601012,隆基绿能,2020-03-31,2020-04-23,,,2020-04-23
1135,601016,节能风电,2020-03-31,,,,2020-03-31
1136,601069,西部黄金,2020-03-31,,,,2020-03-31
1137,601118,海南橡胶,2020-03-31,2020-04-15,,,2020-04-15
1138,601138,工业富联,2020-03-31,,,,2020-03-31
1139,601179,中国西电,2020-03-31,2020-04-21,2020-04-29,,2020-04-29
1140,601186,中国铁建,2020-03-31,,,,2020-03-31
1141,601228,广州港,2020-03-31,,,,2020-03-31
1142,601333,广深铁路,2020-03-31,,,,2020-03-31
1143,601390,中国中铁,2020-03-31,,,,2020-03-31
1144,601519,大智慧,2020-03-31,2020-04-17,2020-04-24,,2020-04-24
1145,601677,明泰铝业,2020-03-31,2020-04-28,,,2020-04-28
1146,601688,华泰证券,2020-03-31,,,,2020-03-31
1147,601727,上海电气,2020-03-31,2020-04-16,,,2020-04-16
1148,601866,中远海发,2020-03-31,2020-03-28,,,2020-03-28
1149,601901,方正证券,2020-03-31,2020-04-25,,,2020-04-25
1150,601919,中远海控,2020-03-31,,,,2020-03-31
1151,601968,宝钢包装,2020-03-31,2020-04-24,2020-04-30,,2020-04-30
1152,603039,泛微网络,2020-03-31,,,,2020-03-31
1153,603068,博通集成,2020-03-31,2020-04-10,,,2020-04-10
1154,603069,海汽集团,2020-03-31,2020-04-22,,,2020-04-22
1155,603090,宏盛股份,2020-03-31,,,,2020-03-31
1156,603161,科华控股,2020-03-31,,,,2020-03-31
1157,603169,兰石重装,2020-03-31,2020-04-22,2020-04-30,,2020-04-30
1158,603317,天味食品,2020-03-31,,,,2020-03-31
1159,603337,杰克科技,2020-03-31,,,,2020-03-31
1160,603348,文灿股份,2020-03-31,,,,2020-03-31
1161,603520,司太立,2020-03-31,,,,2020-03-31
1162,603538,美诺华,2020-03-31,2020-04-21,,,2020-04-21
1163,603569,长久物流,2020-03-31,2020-04-18,,,2020-04-18
1164,603609,禾丰股份,2020-03-31,,,,2020-03-31
1165,603639,海利尔,2020-03-31,2020-04-28,,,2020-04-28
1166,603686,福龙马,2020-03-31,2020-04-15,,,2020-04-15
1167,603698,航天工程,2020-03-31,2020-04-22,,,2020-04-22
1168,603716,塞力医疗,2020-03-31,2020-04-30,,,2020-04-30
1169,603757,大元泵业,2020-03-31,2020-04-29,,,2020-04-29
1170,603758,秦安股份,2020-03-31,2020-04-30,,,2020-04-30
1171,603878,武进不锈,2020-03-31,,,,2020-03-31
1172,603899,晨光股份,2020-03-31,2020-04-14,,,2020-04-14
1173,603919,金徽酒,2020-03-31,,,,2020-03-31
1174,603979,金诚信,2020-03-31,2020-04-15,,,2020-04-15
1175,603989,艾华集团,2020-03-31,,,,2020-03-31
1176,603997,继峰股份,2020-03-31,,,,2020-03-31
1177,688029,南微医学,2020-03-31,,,,2020-03-31
1178,688122,西部超导,2020-03-31,,,,2020-03-31
1179,688186,广大特材,2020-03-31,,,,2020-03-31
1180,688208,道通科技,2020-03-31,,,,2020-03-31
1181,688358,祥生医疗,2020-03-31,,,,2020-03-31
1182,000010,*ST美丽,2020-04-01,2020-04-30,,,2020-04-30
1183,000697,炼石航空,2020-04-01,2020-04-29,,,2020-04-29
1184,000757,浩物股份,2020-04-01,2020-04-30,,,2020-04-30
1185,000878,云南铜业,2020-04-01,2020-04-10,,,2020-04-10
1186,000899,赣能股份,2020-04-01,2020-04-17,,,2020-04-17
1187,000927,中国铁物,2020-04-01,2020-04-09,,,2020-04-09
1188,000951,中国重汽,2020-04-01,,,,2020-04-01
1189,000993,闽东电力,2020-04-01,,,,2020-04-01
1190,002127,南极电商,2020-04-01,2020-04-16,,,2020-04-16
1191,002339,积成电子,2020-04-01,2020-04-24,,,2020-04-24
1192,002589,瑞康医药,2020-04-01,2020-04-21,2020-04-29,,2020-04-29
1193,002717,*ST岭南,2020-04-01,2020-04-28,,,2020-04-28
1194,002823,凯中精密,2020-04-01,2020-04-29,,,2020-04-29
1195,300105,龙源技术,2020-04-01,,,,2020-04-01
1196,300223,北京君正,2020-04-01,,,,2020-04-01
1197,300760,迈瑞医疗,2020-04-01,2020-04-02,,,2020-04-02
1198,600236,桂冠电力,2020-04-01,2020-04-18,,,2020-04-18
1199,600388,龙净环保,2020-04-01,2020-04-29,,,2020-04-29
1200,600563,法拉电子,2020-04-01,2020-04-04,2020-04-07,,2020-04-07
1201,600620,天宸股份,2020-04-01,,,,2020-04-01
1202,600643,爱建集团,2020-04-01,,,,2020-04-01
1203,600735,ST新华锦,2020-04-01,2020-04-29,,,2020-04-29
1204,600962,国投中鲁,2020-04-01,,,,2020-04-01
1205,601633,长城汽车,2020-04-01,2020-04-25,,,2020-04-25
1206,603029,天鹅股份,2020-04-01,2020-04-30,,,2020-04-30
1207,603181,皇马科技,2020-04-01,,,,2020-04-01
1208,000528,柳工,2020-04-02,2020-04-30,,,2020-04-30
1209,000598,兴蓉环境,2020-04-02,,,,2020-04-02
1210,000617,中油资本,2020-04-02,,,,2020-04-02
1211,000793,*ST华闻,2020-04-02,2020-04-15,,,2020-04-15
1212,000811,冰轮环境,2020-04-02,2020-04-30,,,2020-04-30
1213,000822,山东海化,2020-04-02,,,,2020-04-02
1214,000823,超声电子,2020-04-02,,,,2020-04-02
1215,000859,国风新材,2020-04-02,,,,2020-04-02
1216,000900,现代投资,2020-04-02,2020-04-18,2020-04-29,,2020-04-29
1217,002020,京新药业,2020-04-02,,,,2020-04-02
1218,002297,博云新材,2020-04-02,2020-04-29,,,2020-04-29
1219,002474,榕基软件,2020-04-02,2020-04-29,,,2020-04-29
1220,002538,ST司特,2020-04-02,,,,2020-04-02
1221,002673,西部证券,2020-04-02,,,,2020-04-02
1222,002702,海欣食品,2020-04-02,2020-04-29,,,2020-04-29
1223,300136,信维通信,2020-04-02,2020-04-17,,,2020-04-17
1224,300179,四方达,2020-04-02,2020-03-10,,,2020-03-10
1225,300458,全志科技,2020-04-02,,,,2020-04-02
1226,300529,健帆生物,2020-04-02,,,,2020-04-02
1227,300541,先进数通,2020-04-02,2020-04-24,,,2020-04-24
1228,300582,英飞特,2020-04-02,2020-04-17,,,2020-04-17
1229,300682,朗新科技,2020-04-02,,,,2020-04-02
1230,600008,首创环保,2020-04-02,,,,2020-04-02
1231,600109,国金证券,2020-04-02,,,,2020-04-02
1232,600161,天坛生物,2020-04-02,,,,2020-04-02
1233,600446,金证股份,2020-04-02,2020-04-29,,,2020-04-29
1234,600460,士兰微,2020-04-02,2020-04-15,2020-04-23,,2020-04-23
1235,600535,天士力,2020-04-02,2020-04-17,2020-04-25,,2020-04-25
1236,600710,苏美达,2020-04-02,2020-04-25,,,2020-04-25
1237,600729,重庆百货,2020-04-02,2020-04-30,,,2020-04-30
1238,600885,宏发股份,2020-04-02,2020-04-30,,,2020-04-30
1239,601990,南京证券,2020-04-02,,,,2020-04-02
1240,603535,嘉诚国际,2020-04-02,,,,2020-04-02
1241,603596,伯特利,2020-04-02,,,,2020-04-02
1242,603605,珀莱雅,2020-04-02,,,,2020-04-02
1243,603606,东方电缆,2020-04-02,,,,2020-04-02
1244,603713,密尔克卫,2020-04-02,,,,2020-04-02
1245,603896,寿仙谷,2020-04-02,,,,2020-04-02
1246,000059,华锦股份,2020-04-03,,,,2020-04-03
1247,000301,东方盛虹,2020-04-03,2020-04-09,,,2020-04-09
1248,000623,吉林敖东,2020-04-03,2020-04-25,,,2020-04-25
1249,000702,正虹科技,2020-04-03,,,,2020-04-03
1250,000713,国投丰乐,2020-04-03,2020-04-22,,,2020-04-22
1251,000860,顺鑫农业,2020-04-03,2020-04-25,,,2020-04-25
1252,000911,*ST广糖,2020-04-03,2020-04-13,,,2020-04-13
1253,000920,沃顿科技,2020-04-03,,,,2020-04-03
1254,000958,电投产融,2020-04-03,2020-04-25,,,2020-04-25
1255,002004,华邦健康,2020-04-03,2020-04-15,,,2020-04-15
1256,002029,七匹狼,2020-04-03,2020-04-18,,,2020-04-18
1257,002043,兔宝宝,2020-04-03,2020-04-28,,,2020-04-28
1258,002456,欧菲光,2020-04-03,2020-04-20,,,2020-04-20
1259,002478,常宝股份,2020-04-03,2020-04-17,2020-04-29,,2020-04-29
1260,002598,ST章鼓,2020-04-03,2020-04-28,,,2020-04-28
1261,002755,奥赛康,2020-04-03,2020-04-30,,,2020-04-30
1262,002774,快意电梯,2020-04-03,,,,2020-04-03
1263,002846,英联股份,2020-04-03,2020-04-24,,,2020-04-24
1264,002860,星帅尔,2020-04-03,,,,2020-04-03
1265,002903,宇环数控,2020-04-03,,,,2020-04-03
1266,300107,建新股份,2020-04-03,,,,2020-04-03
1267,300205,*ST天喻,2020-04-03,2020-04-28,2020-05-22,,2020-05-22
1268,300289,利德曼,2020-04-03,,,,2020-04-03
1269,300469,信息发展,2020-04-03,2020-04-29,,,2020-04-29
1270,300621,维业股份,2020-04-03,,,,2020-04-03
1271,300761,立华股份,2020-04-03,2020-04-24,,,2020-04-24
1272,300767,震安科技,2020-04-03,,,,2020-04-03
1273,600037,歌华有线,2020-04-03,2020-04-29,,,2020-04-29
1274,600085,同仁堂,2020-04-03,,,,2020-04-03
1275,600127,金健米业,2020-04-03,,,,2020-04-03
1276,600512,腾达建设,2020-04-03,2020-04-20,,,2020-04-20
1277,600693,东百集团,2020-04-03,2020-04-15,,,2020-04-15
