序号,股票代码,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间
1,301059,金三江,2023-02-09,,,,2023-02-09
2,000815,美利云,2023-02-10,,,,2023-02-10
3,000972,*ST中基,2023-02-18,2023-02-25,,,2023-02-25
4,002072,凯瑞德,2023-02-18,,,,2023-02-18
5,301076,新瀚新材,2023-02-18,,,,2023-02-18
6,002789,*ST建艺,2023-02-20,2023-03-30,2023-04-24,,2023-04-24
7,002984,森麒麟,2023-02-21,,,,2023-02-21
8,600557,康缘药业,2023-02-21,,,,2023-02-21
9,603077,和邦生物,2023-02-21,,,,2023-02-21
10,603856,东宏股份,2023-02-21,,,,2023-02-21
11,000798,中水渔业,2023-02-24,,,,2023-02-24
12,300721,怡达股份,2023-02-25,2023-02-21,,,2023-02-21
13,301046,能辉科技,2023-02-25,2023-03-10,2023-03-17,,2023-03-17
14,301296,新巨丰,2023-02-25,2023-04-20,,,2023-04-20
15,688082,盛美上海,2023-02-25,,,,2023-02-25
16,000055,方大集团,2023-02-28,,,,2023-02-28
17,000620,盈新发展,2023-02-28,2023-04-08,2023-04-29,,2023-04-29
18,000975,山金国际,2023-02-28,,,,2023-02-28
19,001207,联科科技,2023-02-28,,,,2023-02-28
20,002138,顺络电子,2023-02-28,,,,2023-02-28
21,002162,悦心健康,2023-02-28,2023-03-10,2023-03-16,2023-03-18,2023-03-18
22,002315,焦点科技,2023-02-28,,,,2023-02-28
23,002616,长青集团,2023-02-28,,,,2023-02-28
24,002629,仁智股份,2023-02-28,2023-03-07,2023-03-16,2023-03-20,2023-03-20
25,300033,同花顺,2023-02-28,,,,2023-02-28
26,300152,*ST动力,2023-02-28,2023-03-22,,,2023-03-22
27,300496,中科创达,2023-02-28,,,,2023-02-28
28,300818,耐普矿机,2023-02-28,,,,2023-02-28
29,301256,华融化学,2023-02-28,,,,2023-02-28
30,600305,恒顺醋业,2023-02-28,,,,2023-02-28
31,601901,方正证券,2023-02-28,,,,2023-02-28
32,603021,*ST华鹏,2023-02-28,,,,2023-02-28
33,603200,上海洗霸,2023-02-28,,,,2023-02-28
34,603682,锦和商管,2023-02-28,,,,2023-02-28
35,688100,威胜信息,2023-02-28,,,,2023-02-28
36,688597,煜邦电力,2023-02-28,2023-03-16,,,2023-03-16
37,000988,华工科技,2023-03-01,,,,2023-03-01
38,003037,三和管桩,2023-03-01,,,,2023-03-01
39,600354,敦煌种业,2023-03-01,2023-04-20,,,2023-04-20
40,688091,上海谊众,2023-03-01,,,,2023-03-01
41,002258,利尔化学,2023-03-02,,,,2023-03-02
42,600955,维远股份,2023-03-02,,,,2023-03-02
43,601996,丰林集团,2023-03-02,,,,2023-03-02
44,002812,恩捷股份,2023-03-03,,,,2023-03-03
45,300654,世纪天鸿,2023-03-03,,,,2023-03-03
46,600513,联环药业,2023-03-03,,,,2023-03-03
47,600721,百花医药,2023-03-03,2023-04-12,,,2023-04-12
48,300346,南大光电,2023-03-04,2023-03-18,,,2023-03-18
49,300700,岱勒新材,2023-03-04,,,,2023-03-04
50,000708,中信特钢,2023-03-07,2023-03-16,2023-03-18,,2023-03-18
51,300281,金明精机,2023-03-07,2023-03-17,,,2023-03-17
52,301380,挖金客,2023-03-07,2023-03-15,2023-03-20,,2023-03-20
53,600577,精达股份,2023-03-07,2023-03-21,,,2023-03-21
54,600605,汇通能源,2023-03-07,,,,2023-03-07
55,600873,梅花生物,2023-03-07,,,,2023-03-07
56,002294,信立泰,2023-03-08,2023-03-29,,,2023-03-29
57,300796,贝斯美,2023-03-08,,,,2023-03-08
58,301179,泽宇智能,2023-03-08,,,,2023-03-08
59,601068,中铝国际,2023-03-08,,,,2023-03-08
60,603305,旭升集团,2023-03-08,,,,2023-03-08
61,605377,华旺科技,2023-03-08,,,,2023-03-08
62,000001,平安银行,2023-03-09,,,,2023-03-09
63,002056,横店东磁,2023-03-09,,,,2023-03-09
64,300896,爱美客,2023-03-09,,,,2023-03-09
65,600050,中国联通,2023-03-09,,,,2023-03-09
66,603166,福达股份,2023-03-09,,,,2023-03-09
67,605339,南侨食品,2023-03-09,2023-03-14,,,2023-03-14
68,000099,中信海直,2023-03-10,2023-03-23,,,2023-03-23
69,000408,藏格矿业,2023-03-10,,,,2023-03-10
70,000739,普洛药业,2023-03-10,,,,2023-03-10
71,001205,盛航股份,2023-03-10,,,,2023-03-10
72,002667,*ST威领,2023-03-10,,,,2023-03-10
73,003038,鑫铂股份,2023-03-10,2023-03-21,,,2023-03-21
74,300354,东华测试,2023-03-10,,,,2023-03-10
75,300750,宁德时代,2023-03-10,,,,2023-03-10
76,600151,航天机电,2023-03-10,2023-03-31,,,2023-03-31
77,600989,宝丰能源,2023-03-10,,,,2023-03-10
78,603103,横店影视,2023-03-10,,,,2023-03-10
79,603606,东方电缆,2023-03-10,,,,2023-03-10
80,688669,聚石化学,2023-03-10,2023-03-21,2023-03-28,,2023-03-28
81,000063,中兴通讯,2023-03-11,,,,2023-03-11
82,000795,英洛华,2023-03-11,,,,2023-03-11
83,000915,华特达因,2023-03-11,,,,2023-03-11
84,002092,中泰化学,2023-03-11,2023-03-31,,,2023-03-31
85,300006,莱美药业,2023-03-11,2023-03-18,,,2023-03-18
86,301071,力量钻石,2023-03-11,,,,2023-03-11
87,600063,皖维高新,2023-03-11,,,,2023-03-11
88,600113,浙江东日,2023-03-11,,,,2023-03-11
89,600211,西藏药业,2023-03-11,,,,2023-03-11
90,600255,鑫科材料,2023-03-11,,,,2023-03-11
91,600433,冠豪高新,2023-03-11,,,,2023-03-11
92,600665,天地源,2023-03-11,,,,2023-03-11
93,600963,岳阳林纸,2023-03-11,,,,2023-03-11
94,603093,南华期货,2023-03-11,,,,2023-03-11
95,603169,兰石重装,2023-03-11,,,,2023-03-11
96,603303,得邦照明,2023-03-11,,,,2023-03-11
97,603330,天洋新材,2023-03-11,2023-04-29,,,2023-04-29
98,603881,数据港,2023-03-11,,,,2023-03-11
99,688018,乐鑫科技,2023-03-11,2023-03-20,,,2023-03-20
100,688621,阳光诺和,2023-03-11,,,,2023-03-11
101,688786,悦安新材,2023-03-11,,,,2023-03-11
102,002777,久远银海,2023-03-13,2023-03-16,2023-03-17,,2023-03-17
103,002033,丽江股份,2023-03-14,2023-04-07,2023-04-04,,2023-04-04
104,300122,智飞生物,2023-03-14,2023-03-21,,,2023-03-21
105,300146,汤臣倍健,2023-03-14,2023-03-16,2023-03-18,,2023-03-18
106,600237,铜峰电子,2023-03-14,,,,2023-03-14
107,600470,六国化工,2023-03-14,,,,2023-03-14
108,600523,贵航股份,2023-03-14,,,,2023-03-14
109,601059,信达证券,2023-03-14,,,,2023-03-14
110,605189,富春染织,2023-03-14,,,,2023-03-14
111,688203,海正生材,2023-03-14,,,,2023-03-14
112,000026,飞亚达,2023-03-15,2023-03-18,,,2023-03-18
113,000048,京基智农,2023-03-15,,,,2023-03-15
114,000050,深天马A,2023-03-15,,,,2023-03-15
115,000062,深圳华强,2023-03-15,,,,2023-03-15
116,000068,华控赛格,2023-03-15,2023-04-25,2023-04-28,2023-04-29,2023-04-29
117,000782,恒申新材,2023-03-15,2023-03-21,,,2023-03-21
118,002105,信隆健康,2023-03-15,2023-03-17,,,2023-03-17
119,002190,成飞集成,2023-03-15,,,,2023-03-15
120,002233,塔牌集团,2023-03-15,2023-03-18,,,2023-03-18
121,002419,天虹股份,2023-03-15,2023-03-18,,,2023-03-18
122,002514,*ST宝馨,2023-03-15,,,,2023-03-15
123,002560,通达股份,2023-03-15,,,,2023-03-15
124,002617,露笑科技,2023-03-15,2023-03-31,,,2023-03-31
125,002916,深南电路,2023-03-15,,,,2023-03-15
126,300211,*ST亿通,2023-03-15,2023-03-18,,,2023-03-18
127,300600,国瑞科技,2023-03-15,2023-04-15,,,2023-04-15
128,301391,卡莱特,2023-03-15,,,,2023-03-15
129,600315,上海家化,2023-03-15,2023-04-26,,,2023-04-26
130,600356,恒丰纸业,2023-03-15,,,,2023-03-15
131,600765,中航重机,2023-03-15,,,,2023-03-15
132,600800,渤海化学,2023-03-15,,,,2023-03-15
133,600973,宝胜股份,2023-03-15,,,,2023-03-15
134,600976,健民集团,2023-03-15,,,,2023-03-15
135,601138,工业富联,2023-03-15,,,,2023-03-15
136,603186,华正新材,2023-03-15,,,,2023-03-15
137,603393,新天然气,2023-03-15,,,,2023-03-15
138,605366,宏柏新材,2023-03-15,,,,2023-03-15
139,688297,中无人机,2023-03-15,2023-04-29,,,2023-04-29
140,688586,江航装备,2023-03-15,,,,2023-03-15
141,002179,中航光电,2023-03-16,,,,2023-03-16
142,002879,长缆科技,2023-03-16,2023-03-18,,,2023-03-18
143,002947,恒铭达,2023-03-16,,,,2023-03-16
144,002972,科安达,2023-03-16,2023-03-18,,,2023-03-18
145,003816,中国广核,2023-03-16,,,,2023-03-16
146,300732,设研院,2023-03-16,2023-03-21,,,2023-03-21
147,301127,武汉天源,2023-03-16,,,,2023-03-16
148,302132,中航成飞,2023-03-16,2023-03-22,,,2023-03-22
149,600227,赤天化,2023-03-16,2023-04-26,,,2023-04-26
150,600316,洪都航空,2023-03-16,,,,2023-03-16
151,600372,中航机载,2023-03-16,,,,2023-03-16
152,600423,*ST柳化,2023-03-16,,,,2023-03-16
153,600862,中航高科,2023-03-16,,,,2023-03-16
154,601318,中国平安,2023-03-16,,,,2023-03-16
155,603105,芯能科技,2023-03-16,,,,2023-03-16
156,603335,迪生力,2023-03-16,,,,2023-03-16
157,688303,大全能源,2023-03-16,,,,2023-03-16
158,000058,深赛格,2023-03-17,2023-04-27,,,2023-04-27
159,001336,楚环科技,2023-03-17,2023-04-15,,,2023-04-15
160,002172,澳洋健康,2023-03-17,2023-03-24,,,2023-03-24
161,002181,粤传媒,2023-03-17,2023-04-08,,,2023-04-08
162,002379,宏桥控股,2023-03-17,,,,2023-03-17
163,002805,丰元股份,2023-03-17,,,,2023-03-17
164,002865,钧达股份,2023-03-17,,,,2023-03-17
165,002912,中新赛克,2023-03-17,,,,2023-03-17
166,300765,新诺威,2023-03-17,,,,2023-03-17
167,301192,泰祥股份,2023-03-17,,,,2023-03-17
168,301216,万凯新材,2023-03-17,2023-03-31,,,2023-03-31
169,301299,卓创资讯,2023-03-17,,,,2023-03-17
170,600522,中天科技,2023-03-17,2023-04-26,,,2023-04-26
171,600660,福耀玻璃,2023-03-17,,,,2023-03-17
172,603860,中公高科,2023-03-17,,,,2023-03-17
173,605299,舒华体育,2023-03-17,,,,2023-03-17
174,688192,迪哲医药,2023-03-17,2023-03-24,,,2023-03-24
175,688195,腾景科技,2023-03-17,,,,2023-03-17
176,688508,芯朋微,2023-03-17,,,,2023-03-17
177,688569,铁科轨道,2023-03-17,,,,2023-03-17
178,000407,胜利股份,2023-03-18,,,,2023-03-18
179,000608,*ST阳光,2023-03-18,,,,2023-03-18
180,000813,德展健康,2023-03-18,2023-04-28,,,2023-04-28
181,000926,福星股份,2023-03-18,2023-03-31,,,2023-03-31
182,001914,招商积余,2023-03-18,,,,2023-03-18
183,002080,中材科技,2023-03-18,,,,2023-03-18
184,002134,天津普林,2023-03-18,,,,2023-03-18
185,002237,恒邦股份,2023-03-18,2023-03-25,,,2023-03-25
186,002532,天山铝业,2023-03-18,,,,2023-03-18
187,002843,泰嘉股份,2023-03-18,2023-04-11,,,2023-04-11
188,300286,安科瑞,2023-03-18,,,,2023-03-18
189,600168,武汉控股,2023-03-18,,,,2023-03-18
190,600332,白云山,2023-03-18,,,,2023-03-18
191,600388,龙净环保,2023-03-18,,,,2023-03-18
192,600408,安泰集团,2023-03-18,,,,2023-03-18
193,600507,方大特钢,2023-03-18,,,,2023-03-18
194,600719,大连热电,2023-03-18,,,,2023-03-18
195,600835,上海机电,2023-03-18,2023-03-25,,,2023-03-25
196,600860,京城股份,2023-03-18,2023-03-31,,,2023-03-31
197,600861,北京人力,2023-03-18,,,,2023-03-18
198,600865,百大集团,2023-03-18,,,,2023-03-18
199,600988,赤峰黄金,2023-03-18,2023-03-31,,,2023-03-31
200,603267,鸿远电子,2023-03-18,,,,2023-03-18
201,603758,秦安股份,2023-03-18,,,,2023-03-18
202,603993,洛阳钼业,2023-03-18,,,,2023-03-18
203,688233,神工股份,2023-03-18,,,,2023-03-18
204,688323,瑞华泰,2023-03-18,,,,2023-03-18
205,001217,华尔泰,2023-03-20,,,,2023-03-20
206,002703,浙江世宝,2023-03-20,,,,2023-03-20
207,301152,天力锂能,2023-03-20,2023-04-20,,,2023-04-20
208,000429,粤高速A,2023-03-21,,,,2023-03-21
209,000862,银星能源,2023-03-21,,,,2023-03-21
210,001979,招商蛇口,2023-03-21,,,,2023-03-21
211,002254,泰和新材,2023-03-21,,,,2023-03-21
212,002262,恩华药业,2023-03-21,,,,2023-03-21
213,002283,天润工业,2023-03-21,,,,2023-03-21
214,002318,久立特材,2023-03-21,,,,2023-03-21
215,002712,思美传媒,2023-03-21,2023-03-25,,,2023-03-25
216,002756,永兴材料,2023-03-21,,,,2023-03-21
217,002772,众兴菌业,2023-03-21,,,,2023-03-21
218,002775,文科股份,2023-03-21,2023-04-11,2023-04-15,,2023-04-15
219,002871,伟隆股份,2023-03-21,,,,2023-03-21
220,003000,劲仔食品,2023-03-21,,,,2023-03-21
221,300125,*ST聆达,2023-03-21,,,,2023-03-21
222,300204,舒泰神,2023-03-21,,,,2023-03-21
223,300304,云意电气,2023-03-21,,,,2023-03-21
224,300458,全志科技,2023-03-21,,,,2023-03-21
225,300556,丝路视觉,2023-03-21,,,,2023-03-21
226,301003,江苏博云,2023-03-21,,,,2023-03-21
227,301052,果麦文化,2023-03-21,,,,2023-03-21
228,301133,金钟股份,2023-03-21,,,,2023-03-21
229,301361,众智科技,2023-03-21,,,,2023-03-21
230,600141,兴发集团,2023-03-21,,,,2023-03-21
231,600176,中国巨石,2023-03-21,,,,2023-03-21
232,600232,金鹰股份,2023-03-21,2023-04-07,,,2023-04-07
233,600269,赣粤高速,2023-03-21,,,,2023-03-21
234,600309,万华化学,2023-03-21,,,,2023-03-21
235,600583,海油工程,2023-03-21,,,,2023-03-21
236,600597,光明乳业,2023-03-21,,,,2023-03-21
237,600618,氯碱化工,2023-03-21,,,,2023-03-21
238,600732,爱旭股份,2023-03-21,2023-03-14,,,2023-03-14
239,600855,航天长峰,2023-03-21,,,,2023-03-21
240,600872,中炬高新,2023-03-21,,,,2023-03-21
241,601882,海天精工,2023-03-21,,,,2023-03-21
242,603039,泛微网络,2023-03-21,,,,2023-03-21
243,603259,药明康德,2023-03-21,,,,2023-03-21
244,603392,万泰生物,2023-03-21,,,,2023-03-21
245,603558,健盛集团,2023-03-21,,,,2023-03-21
246,603877,太平鸟,2023-03-21,2023-04-18,,,2023-04-18
247,605028,世茂能源,2023-03-21,,,,2023-03-21
248,688185,康希诺,2023-03-21,2023-03-28,,,2023-03-28
249,688205,德科立,2023-03-21,,,,2023-03-21
250,688290,景业智能,2023-03-21,,,,2023-03-21
251,688676,金盘科技,2023-03-21,,,,2023-03-21
252,688686,奥普特,2023-03-21,,,,2023-03-21
253,688689,银河微电,2023-03-21,,,,2023-03-21
254,000534,万泽股份,2023-03-22,2023-02-28,,,2023-02-28
255,000786,北新建材,2023-03-22,,,,2023-03-22
256,000807,云铝股份,2023-03-22,,,,2023-03-22
257,000877,天山股份,2023-03-22,,,,2023-03-22
258,002273,水晶光电,2023-03-22,2023-04-12,,,2023-04-12
259,002421,达实智能,2023-03-22,,,,2023-03-22
260,002478,常宝股份,2023-03-22,,,,2023-03-22
261,002911,佛燃能源,2023-03-22,,,,2023-03-22
262,003036,泰坦股份,2023-03-22,,,,2023-03-22
263,600011,华能国际,2023-03-22,,,,2023-03-22
264,600210,紫江企业,2023-03-22,,,,2023-03-22
265,600252,中恒集团,2023-03-22,2023-03-29,,,2023-03-29
266,600313,农发种业,2023-03-22,,,,2023-03-22
267,600449,宁夏建材,2023-03-22,,,,2023-03-22
268,600702,舍得酒业,2023-03-22,,,,2023-03-22
269,600714,金瑞矿业,2023-03-22,,,,2023-03-22
270,600720,中交设计,2023-03-22,,,,2023-03-22
271,600970,中材国际,2023-03-22,,,,2023-03-22
272,601600,中国铝业,2023-03-22,,,,2023-03-22
273,603122,合富中国,2023-03-22,,,,2023-03-22
274,603219,富佳股份,2023-03-22,,,,2023-03-22
275,603318,水发燃气,2023-03-22,,,,2023-03-22
276,603516,淳中科技,2023-03-22,,,,2023-03-22
277,603596,伯特利,2023-03-22,,,,2023-03-22
278,603678,火炬电子,2023-03-22,,,,2023-03-22
279,603688,石英股份,2023-03-22,,,,2023-03-22
280,603912,佳力图,2023-03-22,,,,2023-03-22
281,605228,神通科技,2023-03-22,,,,2023-03-22
282,688111,金山办公,2023-03-22,,,,2023-03-22
283,688131,皓元医药,2023-03-22,,,,2023-03-22
284,688295,中复神鹰,2023-03-22,,,,2023-03-22
285,688336,三生国健,2023-03-22,,,,2023-03-22
286,688385,复旦微电,2023-03-22,,,,2023-03-22
287,000856,冀东装备,2023-03-23,,,,2023-03-23
288,002022,科华生物,2023-03-23,,,,2023-03-23
289,002107,沃华医药,2023-03-23,,,,2023-03-23
290,002407,多氟多,2023-03-23,,,,2023-03-23
291,300388,节能国祯,2023-03-23,,,,2023-03-23
292,300453,三鑫医疗,2023-03-23,,,,2023-03-23
293,301193,家联科技,2023-03-23,,,,2023-03-23
294,600422,昆药集团,2023-03-23,,,,2023-03-23
295,600511,国药股份,2023-03-23,,,,2023-03-23
296,600727,鲁北化工,2023-03-23,,,,2023-03-23
297,600785,新华百货,2023-03-23,,,,2023-03-23
298,600882,妙可蓝多,2023-03-23,,,,2023-03-23
299,600933,爱柯迪,2023-03-23,,,,2023-03-23
300,601008,连云港,2023-03-23,,,,2023-03-23
301,601728,中国电信,2023-03-23,,,,2023-03-23
302,603083,剑桥科技,2023-03-23,,,,2023-03-23
303,603866,桃李面包,2023-03-23,,,,2023-03-23
304,603919,金徽酒,2023-03-23,,,,2023-03-23
305,605058,澳弘电子,2023-03-23,,,,2023-03-23
306,688589,力合微,2023-03-23,,,,2023-03-23
307,000045,深纺织A,2023-03-24,2023-04-04,,,2023-04-04
308,000532,华金资本,2023-03-24,,,,2023-03-24
309,000919,金陵药业,2023-03-24,,,,2023-03-24
310,002243,力合科创,2023-03-24,,,,2023-03-24
311,002393,力生制药,2023-03-24,,,,2023-03-24
312,002463,沪电股份,2023-03-24,,,,2023-03-24
313,002729,好利科技,2023-03-24,,,,2023-03-24
314,300548,长芯博创,2023-03-24,,,,2023-03-24
315,300559,佳发教育,2023-03-24,2023-03-31,,,2023-03-31
316,300801,泰和科技,2023-03-24,,,,2023-03-24
317,300828,锐新科技,2023-03-24,,,,2023-03-24
318,300883,龙利得,2023-03-24,,,,2023-03-24
319,300999,金龙鱼,2023-03-24,,,,2023-03-24
320,301095,广立微,2023-03-24,,,,2023-03-24
321,301288,*ST清研,2023-03-24,2023-04-07,,,2023-04-07
322,301389,隆扬电子,2023-03-24,,,,2023-03-24
323,600079,ST人福,2023-03-24,,,,2023-03-24
324,600310,广西能源,2023-03-24,,,,2023-03-24
325,600318,新力金融,2023-03-24,,,,2023-03-24
326,600495,晋西车轴,2023-03-24,,,,2023-03-24
327,600508,上海能源,2023-03-24,,,,2023-03-24
328,600560,金自天正,2023-03-24,,,,2023-03-24
329,600655,豫园股份,2023-03-24,,,,2023-03-24
330,600874,创业环保,2023-03-24,2023-03-28,,,2023-03-28
331,600892,*ST大晟,2023-03-24,,,,2023-03-24
332,600941,中国移动,2023-03-24,,,,2023-03-24
333,600956,新天绿能,2023-03-24,,,,2023-03-24
334,601069,西部黄金,2023-03-24,,,,2023-03-24
335,601128,常熟银行,2023-03-24,,,,2023-03-24
336,601808,中海油服,2023-03-24,,,,2023-03-24
337,601898,中煤能源,2023-03-24,,,,2023-03-24
338,601998,中信银行,2023-03-24,,,,2023-03-24
339,603677,奇精机械,2023-03-24,,,,2023-03-24
340,603719,良品铺子,2023-03-24,,,,2023-03-24
341,688009,中国通号,2023-03-24,,,,2023-03-24
342,688285,高铁电气,2023-03-24,,,,2023-03-24
343,688314,康拓医疗,2023-03-24,,,,2023-03-24
344,688331,荣昌生物,2023-03-24,2023-03-30,,,2023-03-30
345,688353,华盛锂电,2023-03-24,,,,2023-03-24
346,688511,天微电子,2023-03-24,,,,2023-03-24
347,000423,东阿阿胶,2023-03-25,,,,2023-03-25
348,000514,渝开发,2023-03-25,,,,2023-03-25
349,000619,海螺新材,2023-03-25,,,,2023-03-25
350,000655,金岭矿业,2023-03-25,,,,2023-03-25
351,000860,顺鑫农业,2023-03-25,,,,2023-03-25
352,000973,佛塑科技,2023-03-25,,,,2023-03-25
353,000990,诚志股份,2023-03-25,,,,2023-03-25
354,001337,四川黄金,2023-03-25,,,,2023-03-25
355,001896,豫能控股,2023-03-25,,,,2023-03-25
356,002014,永新股份,2023-03-25,2023-03-11,,,2023-03-11
357,002226,江南化工,2023-03-25,,,,2023-03-25
358,002253,*ST智胜,2023-03-25,,,,2023-03-25
359,002362,汉王科技,2023-03-25,,,,2023-03-25
360,002465,海格通信,2023-03-25,,,,2023-03-25
361,002492,恒基达鑫,2023-03-25,,,,2023-03-25
362,002507,涪陵榨菜,2023-03-25,,,,2023-03-25
363,002561,徐家汇,2023-03-25,,,,2023-03-25
364,002683,广东宏大,2023-03-25,,,,2023-03-25
365,002803,吉宏股份,2023-03-25,2023-04-12,,,2023-04-12
366,002940,昂利康,2023-03-25,2023-04-01,,,2023-04-01
367,003006,百亚股份,2023-03-25,,,,2023-03-25
368,300019,硅宝科技,2023-03-25,,,,2023-03-25
369,300110,华仁药业,2023-03-25,,,,2023-03-25
370,300289,利德曼,2023-03-25,,,,2023-03-25
371,300294,博雅生物,2023-03-25,,,,2023-03-25
372,300363,博腾股份,2023-03-25,,,,2023-03-25
373,300385,ST雪浪,2023-03-25,2023-04-25,,,2023-04-25
374,301035,润丰股份,2023-03-25,,,,2023-03-25
375,600009,上海机场,2023-03-25,2023-04-29,,,2023-04-29
376,600036,招商银行,2023-03-25,,,,2023-03-25
377,600061,国投资本,2023-03-25,,,,2023-03-25
378,600099,林海股份,2023-03-25,,,,2023-03-25
379,600188,兖矿能源,2023-03-25,,,,2023-03-25
380,600279,重庆港,2023-03-25,,,,2023-03-25
381,600300,维维股份,2023-03-25,,,,2023-03-25
382,600362,江西铜业,2023-03-25,,,,2023-03-25
383,600455,博通股份,2023-03-25,,,,2023-03-25
384,600531,豫光金铅,2023-03-25,,,,2023-03-25
385,600548,深高速,2023-03-25,,,,2023-03-25
386,600588,用友网络,2023-03-25,,,,2023-03-25
387,600649,城投控股,2023-03-25,,,,2023-03-25
388,600717,天津港,2023-03-25,,,,2023-03-25
389,600750,华润江中,2023-03-25,,,,2023-03-25
390,600803,新奥股份,2023-03-25,,,,2023-03-25
391,600810,神马股份,2023-03-25,2023-04-20,2023-03-31,,2023-03-31
392,600828,茂业商业,2023-03-25,,,,2023-03-25
393,600830,香溢融通,2023-03-25,,,,2023-03-25
394,601022,宁波远洋,2023-03-25,,,,2023-03-25
395,601088,中国神华,2023-03-25,,,,2023-03-25
396,601168,西部矿业,2023-03-25,,,,2023-03-25
397,601200,上海环境,2023-03-25,,,,2023-03-25
398,601319,中国人保,2023-03-25,,,,2023-03-25
399,601666,平煤股份,2023-03-25,2023-04-20,2023-04-08,2023-04-07,2023-04-07
400,601818,光大银行,2023-03-25,,,,2023-03-25
401,601899,紫金矿业,2023-03-25,,,,2023-03-25
402,601956,东贝集团,2023-03-25,,,,2023-03-25
403,603079,圣达生物,2023-03-25,,,,2023-03-25
404,603357,设计总院,2023-03-25,,,,2023-03-25
405,603386,骏亚科技,2023-03-25,,,,2023-03-25
406,603823,百合花,2023-03-25,2023-04-20,,,2023-04-20
407,603909,建发合诚,2023-03-25,,,,2023-03-25
408,688269,凯立新材,2023-03-25,,,,2023-03-25
409,688366,昊海生科,2023-03-25,,,,2023-03-25
410,688373,盟科药业,2023-03-25,,,,2023-03-25
411,688386,泛亚微透,2023-03-25,,,,2023-03-25
412,688819,天能股份,2023-03-25,,,,2023-03-25
413,000756,新华制药,2023-03-27,,,,2023-03-27
414,001308,康冠科技,2023-03-27,,,,2023-03-27
415,002320,海峡股份,2023-03-27,,,,2023-03-27
416,300862,蓝盾光电,2023-03-27,,,,2023-03-27
417,600028,中国石化,2023-03-27,,,,2023-03-27
418,600377,宁沪高速,2023-03-27,,,,2023-03-27
419,601601,中国太保,2023-03-27,,,,2023-03-27
420,601878,浙商证券,2023-03-27,2023-03-31,,,2023-03-31
421,000016,*ST康佳A,2023-03-28,,,,2023-03-28
422,000559,万向钱潮,2023-03-28,,,,2023-03-28
423,000590,古汉医药,2023-03-28,,,,2023-03-28
424,000629,钒钛股份,2023-03-28,,,,2023-03-28
425,000636,风华高科,2023-03-28,,,,2023-03-28
426,000707,双环科技,2023-03-28,,,,2023-03-28
427,000728,国元证券,2023-03-28,,,,2023-03-28
428,000810,创维数字,2023-03-28,2023-03-21,,,2023-03-21
429,000837,秦川机床,2023-03-28,2023-04-11,,,2023-04-11
430,000910,大亚圣象,2023-03-28,,,,2023-03-28
431,000933,神火股份,2023-03-28,,,,2023-03-28
432,000962,东方钽业,2023-03-28,2023-04-11,,,2023-04-11
433,001288,运机集团,2023-03-28,2023-03-22,,,2023-03-22
434,001309,德明利,2023-03-28,2023-04-29,,,2023-04-29
435,002012,凯恩股份,2023-03-28,,,,2023-03-28
436,002119,康强电子,2023-03-28,,,,2023-03-28
437,002130,沃尔核材,2023-03-28,2023-04-15,,,2023-04-15
438,002136,安纳达,2023-03-28,,,,2023-03-28
439,002151,北斗星通,2023-03-28,,,,2023-03-28
440,002155,湖南黄金,2023-03-28,,,,2023-03-28
441,002185,华天科技,2023-03-28,,,,2023-03-28
442,002192,融捷股份,2023-03-28,,,,2023-03-28
443,002398,垒知集团,2023-03-28,,,,2023-03-28
444,002410,广联达,2023-03-28,2023-03-25,,,2023-03-25
445,002451,摩恩电气,2023-03-28,,,,2023-03-28
446,002564,天沃科技,2023-03-28,2023-04-28,2023-04-29,,2023-06-29
447,002611,东方精工,2023-03-28,,,,2023-03-28
448,002765,蓝黛科技,2023-03-28,,,,2023-03-28
449,002839,张家港行,2023-03-28,,,,2023-03-28
450,002873,新天药业,2023-03-28,,,,2023-03-28
451,002876,三利谱,2023-03-28,,,,2023-03-28
452,002968,新大正,2023-03-28,,,,2023-03-28
453,003018,金富科技,2023-03-28,,,,2023-03-28
454,300009,安科生物,2023-03-28,,,,2023-03-28
455,300037,新宙邦,2023-03-28,,,,2023-03-28
456,300138,晨光生物,2023-03-28,,,,2023-03-28
457,300172,中电环保,2023-03-28,,,,2023-03-28
458,300224,正海磁材,2023-03-28,,,,2023-03-28
459,300235,方直科技,2023-03-28,,,,2023-03-28
460,300374,中铁装配,2023-03-28,,,,2023-03-28
461,300401,花园生物,2023-03-28,,,,2023-03-28
462,300445,康斯特,2023-03-28,,,,2023-03-28
463,300465,高伟达,2023-03-28,2023-04-10,2023-04-18,,2023-04-18
464,300501,海顺新材,2023-03-28,2023-03-31,,,2023-03-31
465,300553,集智股份,2023-03-28,,,,2023-03-28
466,300699,光威复材,2023-03-28,,,,2023-03-28
467,300857,协创数据,2023-03-28,,,,2023-03-28
468,300876,蒙泰高新,2023-03-28,,,,2023-03-28
469,300885,海昌新材,2023-03-28,,,,2023-03-28
470,301039,中集车辆,2023-03-28,,,,2023-03-28
471,301369,联动科技,2023-03-28,2023-03-16,2023-03-20,,2023-03-20
472,600062,华润双鹤,2023-03-28,,,,2023-03-28
473,600066,宇通客车,2023-03-28,,,,2023-03-28
474,600085,同仁堂,2023-03-28,,,,2023-03-28
475,600096,云天化,2023-03-28,2023-04-15,,,2023-04-15
