序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
4805,300044,*ST赛为,营业收入,"预计2022年1-12月营业收入:30,300万元至42,800万元。",365500000.0,-64.595,"(一)受数据中心、教育板块业务减少等因素的影响,公司营业收入较上年同期大幅下滑。(二)公司上年同期计提了约3.75亿元商誉减值准备,本报告期预计计提商誉减值准备较去年同期大幅下降。(三)公司通过诉讼等方式加大应收账款催收力度,本报告期信用减值损失预计较上年同期大幅下降;同时公司控制成本、降低费用,本报告期各项费用支出预计较上年同期均有所下降。",预减,1032394700.0,2023-01-30
4806,300031,宝通科技,非经常性损益,"预计2022年1-12月非经常性损益约:1,000万元。",10000000.0,-56.6,"公司业绩出现了大幅度下降,预计2022年1-12月归属于上市公司股东的净利润较2021年同比下降170%-195%,主要原因如下:(一)移动互联网业务1、报告期内,国内移动游戏市场与出海市场实际销售收入同比均出现了下降,行业进入了存量竞争时代。存量竞争的格局下,因国内监管政策规范以及消费疲软等多因素共同影响,行业竞争愈加激烈,获客成本持续走高,叠加地缘政治冲突等不可抗拒因素干扰,给公司移动互联网业务带来了严峻的考验。2022年度,因公司优化产品结构和在研(定制)产品的投入等影响,具体为游戏推广费大幅度增加等未能在约定时间内获取、新产品探索周期长等诸多不利情况,导致了移动互联网业务板块净利润出现了大幅下滑。2、报告期内,子公司广州易幻优化产品结构、加大了国内外市场推广投放和在研(定制)产品的投入,上线了21款新品,主动下架和关停了20款表现不达预期的海外及自研游戏项目。2022年度,广州易幻整体经营业绩首次出现了亏损,基于谨慎性原则,公司将对广州易幻资产组计提商誉减值准备,预计减值金额为47,000万元—49,000万元,具体原因如下:(1)广州易幻大力拓展中国大陆市场,海外移动游戏市场因疫情带来的消费红利在疫情管控放开后逐渐退潮,新进入者增多与市场规模收缩等多因素导致广州易幻竞争压力增大,为保障存量游戏产品的竞争力,广州易幻加大了在线运营游戏的投入,导致其在海内外游戏发行买量推广成本显著上升。报告期内,公司发行了《终末阵线》等21款产品,公司预计2022年度,广州易幻的推广费用较去年同期增加90%。(2)广州易幻为加强游戏自研能力,推动公司移动游戏业务研运一体化进程,组建了研发团队加大自研(定制)产品投入,由于团队研发的产品不达预期、产品上线延期及定制产品版号未能在约定时间内获取等因素影响,公司对团队及项目进行了优化及调整。同时,公司调整了经营策略,对市场预期相对不明确且不达预期的海外及自研游戏进行了关停,公司预计2022年度,广州易幻研发费用较去年同期增加225%。(3)广州易幻根据宏观经济形式及行业政策等变化,依据会计谨慎性原则,对公司部分发行周期长且预计回本较难的游戏《D5》等产品,对其预付的分成款、版权金未摊销的部分进行了结转。综上,广州易幻因推广费用增加、预付的分成款、版权金未摊销的部分结转、在研(定制)产品投入、汇率波动等多方面因素导致净利润预计亏损超过5,000万元。(二)工业互联网报告期内,尽管面临着诸多不利因素的叠加冲击与交织影响,公司通过统筹协调并积极解决不利环境因素干扰,坚持强化以“新产品、新技术、新模式”为抓手,秉承和坚守“科技创新”的发展理念,持续推动现有业务“绿色化、智能化、一体化、全球化”发展,全力保障客户的订单履约,确保了经营业绩稳定增长。2022年度,预计工业互联网业务营业收入较去年同期增长超过30%。(1)数字化输送系统公司数字化输送系统主要围绕工业软硬件进行研发、生产与服务,具体为智能输送数字化产品和智能软件服务。报告期内,公司以智能输送全栈式服务为纽带,深度聚焦工业散货物料输送行业解决方案,深化研发设计、生产制造、经营管理、市场服务等环节的数字化应用,借助工业散货物料输送领域的优势,为客户提供整体解决方案,助力客户智能化建设。报告期内,公司数字化输送带产能基本满产,其中,海外营业收入预计占工业互联网板块业务营业收入的比例超过40%,为公司成立以来数字化输送带海外销售收入历史最高值。公司积极推进业务转型升级,优化产品结构,注重提升产品质量,今年,公司与全球知名矿产资源公司必和必拓共同研发的世界首条碳中和输送带产品正式下线,该产品获得全球权威领先认证机构颁发的全球首张钢丝绳芯输送带产品“PAS2060碳中和达成宣告核证证书”。同时,公司大力拓展智慧矿山领域市场,提高芳纶带等高附加值产品市场占有率。2022年度,公司预计数字化输送带在矿山领域的销售收入占数字化输送带销售收入的比例为60%,产品及服务出口业务同比增长超过50%。报告期内,公司实现智能在线监测产品签约客户13家,其中,海外客户1家,智能在线监测产品营业收入同比增长超过310%。(2)智能运营服务报告期内,东新宝龙2022年度预计实现销售收入超过2亿元;山东宝能智维签署了东滩煤矿B皮带机智能化改造项目,该项目合同金额为1,850万元。目前,公司正在进行营销改革,系统推进区域、产品稳步发展,持续推动业务转型,提升公司经营质量和战略实现。(三)报告期内,公司非经常性损益绝对金额约为1,000万元。",不确定,23039060.04,2023-01-30
4807,300031,宝通科技,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:27,186.28万元至37,252.81万元,同比上年下降:171.61%至198.13%。",-322195450.0,-184.87,"公司业绩出现了大幅度下降,预计2022年1-12月归属于上市公司股东的净利润较2021年同比下降170%-195%,主要原因如下:(一)移动互联网业务1、报告期内,国内移动游戏市场与出海市场实际销售收入同比均出现了下降,行业进入了存量竞争时代。存量竞争的格局下,因国内监管政策规范以及消费疲软等多因素共同影响,行业竞争愈加激烈,获客成本持续走高,叠加地缘政治冲突等不可抗拒因素干扰,给公司移动互联网业务带来了严峻的考验。2022年度,因公司优化产品结构和在研(定制)产品的投入等影响,具体为游戏推广费大幅度增加等未能在约定时间内获取、新产品探索周期长等诸多不利情况,导致了移动互联网业务板块净利润出现了大幅下滑。2、报告期内,子公司广州易幻优化产品结构、加大了国内外市场推广投放和在研(定制)产品的投入,上线了21款新品,主动下架和关停了20款表现不达预期的海外及自研游戏项目。2022年度,广州易幻整体经营业绩首次出现了亏损,基于谨慎性原则,公司将对广州易幻资产组计提商誉减值准备,预计减值金额为47,000万元—49,000万元,具体原因如下:(1)广州易幻大力拓展中国大陆市场,海外移动游戏市场因疫情带来的消费红利在疫情管控放开后逐渐退潮,新进入者增多与市场规模收缩等多因素导致广州易幻竞争压力增大,为保障存量游戏产品的竞争力,广州易幻加大了在线运营游戏的投入,导致其在海内外游戏发行买量推广成本显著上升。报告期内,公司发行了《终末阵线》等21款产品,公司预计2022年度,广州易幻的推广费用较去年同期增加90%。(2)广州易幻为加强游戏自研能力,推动公司移动游戏业务研运一体化进程,组建了研发团队加大自研(定制)产品投入,由于团队研发的产品不达预期、产品上线延期及定制产品版号未能在约定时间内获取等因素影响,公司对团队及项目进行了优化及调整。同时,公司调整了经营策略,对市场预期相对不明确且不达预期的海外及自研游戏进行了关停,公司预计2022年度,广州易幻研发费用较去年同期增加225%。(3)广州易幻根据宏观经济形式及行业政策等变化,依据会计谨慎性原则,对公司部分发行周期长且预计回本较难的游戏《D5》等产品,对其预付的分成款、版权金未摊销的部分进行了结转。综上,广州易幻因推广费用增加、预付的分成款、版权金未摊销的部分结转、在研(定制)产品投入、汇率波动等多方面因素导致净利润预计亏损超过5,000万元。(二)工业互联网报告期内,尽管面临着诸多不利因素的叠加冲击与交织影响,公司通过统筹协调并积极解决不利环境因素干扰,坚持强化以“新产品、新技术、新模式”为抓手,秉承和坚守“科技创新”的发展理念,持续推动现有业务“绿色化、智能化、一体化、全球化”发展,全力保障客户的订单履约,确保了经营业绩稳定增长。2022年度,预计工业互联网业务营业收入较去年同期增长超过30%。(1)数字化输送系统公司数字化输送系统主要围绕工业软硬件进行研发、生产与服务,具体为智能输送数字化产品和智能软件服务。报告期内,公司以智能输送全栈式服务为纽带,深度聚焦工业散货物料输送行业解决方案,深化研发设计、生产制造、经营管理、市场服务等环节的数字化应用,借助工业散货物料输送领域的优势,为客户提供整体解决方案,助力客户智能化建设。报告期内,公司数字化输送带产能基本满产,其中,海外营业收入预计占工业互联网板块业务营业收入的比例超过40%,为公司成立以来数字化输送带海外销售收入历史最高值。公司积极推进业务转型升级,优化产品结构,注重提升产品质量,今年,公司与全球知名矿产资源公司必和必拓共同研发的世界首条碳中和输送带产品正式下线,该产品获得全球权威领先认证机构颁发的全球首张钢丝绳芯输送带产品“PAS2060碳中和达成宣告核证证书”。同时,公司大力拓展智慧矿山领域市场,提高芳纶带等高附加值产品市场占有率。2022年度,公司预计数字化输送带在矿山领域的销售收入占数字化输送带销售收入的比例为60%,产品及服务出口业务同比增长超过50%。报告期内,公司实现智能在线监测产品签约客户13家,其中,海外客户1家,智能在线监测产品营业收入同比增长超过310%。(2)智能运营服务报告期内,东新宝龙2022年度预计实现销售收入超过2亿元;山东宝能智维签署了东滩煤矿B皮带机智能化改造项目,该项目合同金额为1,850万元。目前,公司正在进行营销改革,系统推进区域、产品稳步发展,持续推动业务转型,提升公司经营质量和战略实现。(三)报告期内,公司非经常性损益绝对金额约为1,000万元。",首亏,379622200.0,2023-01-30
4808,300031,宝通科技,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:28,186.28万元至38,252.81万元,同比上年下降:170%至195%。",-332195450.0,-182.5,"公司业绩出现了大幅度下降,预计2022年1-12月归属于上市公司股东的净利润较2021年同比下降170%-195%,主要原因如下:(一)移动互联网业务1、报告期内,国内移动游戏市场与出海市场实际销售收入同比均出现了下降,行业进入了存量竞争时代。存量竞争的格局下,因国内监管政策规范以及消费疲软等多因素共同影响,行业竞争愈加激烈,获客成本持续走高,叠加地缘政治冲突等不可抗拒因素干扰,给公司移动互联网业务带来了严峻的考验。2022年度,因公司优化产品结构和在研(定制)产品的投入等影响,具体为游戏推广费大幅度增加等未能在约定时间内获取、新产品探索周期长等诸多不利情况,导致了移动互联网业务板块净利润出现了大幅下滑。2、报告期内,子公司广州易幻优化产品结构、加大了国内外市场推广投放和在研(定制)产品的投入,上线了21款新品,主动下架和关停了20款表现不达预期的海外及自研游戏项目。2022年度,广州易幻整体经营业绩首次出现了亏损,基于谨慎性原则,公司将对广州易幻资产组计提商誉减值准备,预计减值金额为47,000万元—49,000万元,具体原因如下:(1)广州易幻大力拓展中国大陆市场,海外移动游戏市场因疫情带来的消费红利在疫情管控放开后逐渐退潮,新进入者增多与市场规模收缩等多因素导致广州易幻竞争压力增大,为保障存量游戏产品的竞争力,广州易幻加大了在线运营游戏的投入,导致其在海内外游戏发行买量推广成本显著上升。报告期内,公司发行了《终末阵线》等21款产品,公司预计2022年度,广州易幻的推广费用较去年同期增加90%。(2)广州易幻为加强游戏自研能力,推动公司移动游戏业务研运一体化进程,组建了研发团队加大自研(定制)产品投入,由于团队研发的产品不达预期、产品上线延期及定制产品版号未能在约定时间内获取等因素影响,公司对团队及项目进行了优化及调整。同时,公司调整了经营策略,对市场预期相对不明确且不达预期的海外及自研游戏进行了关停,公司预计2022年度,广州易幻研发费用较去年同期增加225%。(3)广州易幻根据宏观经济形式及行业政策等变化,依据会计谨慎性原则,对公司部分发行周期长且预计回本较难的游戏《D5》等产品,对其预付的分成款、版权金未摊销的部分进行了结转。综上,广州易幻因推广费用增加、预付的分成款、版权金未摊销的部分结转、在研(定制)产品投入、汇率波动等多方面因素导致净利润预计亏损超过5,000万元。(二)工业互联网报告期内,尽管面临着诸多不利因素的叠加冲击与交织影响,公司通过统筹协调并积极解决不利环境因素干扰,坚持强化以“新产品、新技术、新模式”为抓手,秉承和坚守“科技创新”的发展理念,持续推动现有业务“绿色化、智能化、一体化、全球化”发展,全力保障客户的订单履约,确保了经营业绩稳定增长。2022年度,预计工业互联网业务营业收入较去年同期增长超过30%。(1)数字化输送系统公司数字化输送系统主要围绕工业软硬件进行研发、生产与服务,具体为智能输送数字化产品和智能软件服务。报告期内,公司以智能输送全栈式服务为纽带,深度聚焦工业散货物料输送行业解决方案,深化研发设计、生产制造、经营管理、市场服务等环节的数字化应用,借助工业散货物料输送领域的优势,为客户提供整体解决方案,助力客户智能化建设。报告期内,公司数字化输送带产能基本满产,其中,海外营业收入预计占工业互联网板块业务营业收入的比例超过40%,为公司成立以来数字化输送带海外销售收入历史最高值。公司积极推进业务转型升级,优化产品结构,注重提升产品质量,今年,公司与全球知名矿产资源公司必和必拓共同研发的世界首条碳中和输送带产品正式下线,该产品获得全球权威领先认证机构颁发的全球首张钢丝绳芯输送带产品“PAS2060碳中和达成宣告核证证书”。同时,公司大力拓展智慧矿山领域市场,提高芳纶带等高附加值产品市场占有率。2022年度,公司预计数字化输送带在矿山领域的销售收入占数字化输送带销售收入的比例为60%,产品及服务出口业务同比增长超过50%。报告期内,公司实现智能在线监测产品签约客户13家,其中,海外客户1家,智能在线监测产品营业收入同比增长超过310%。(2)智能运营服务报告期内,东新宝龙2022年度预计实现销售收入超过2亿元;山东宝能智维签署了东滩煤矿B皮带机智能化改造项目,该项目合同金额为1,850万元。目前,公司正在进行营销改革,系统推进区域、产品稳步发展,持续推动业务转型,提升公司经营质量和战略实现。(三)报告期内,公司非经常性损益绝对金额约为1,000万元。",首亏,402661200.0,2023-01-30
4809,300026,红日药业,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:51,300万元至58,000万元,同比上年下降:14.48%至24.36%。",546500000.0,-19.42,"报告期内,中药配方颗粒新政策正式实施,行业处于新旧标准转换阶段,中药配方颗粒国家标准及省级标准尚处于逐步落地阶段,医疗终端也因各生产单位在新旧标准转换阶段尚未实现全品种供应导致短期组方受限。公司受宏观政策和疫情叠加影响导致中药配方颗粒业务有所下滑。",略减,678204700.0,2023-01-30
4810,300026,红日药业,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:55,700万元至66,200万元,同比上年下降:3.68%至18.96%。",609500000.0,-11.32,"报告期内,中药配方颗粒新政策正式实施,行业处于新旧标准转换阶段,中药配方颗粒国家标准及省级标准尚处于逐步落地阶段,医疗终端也因各生产单位在新旧标准转换阶段尚未实现全品种供应导致短期组方受限。公司受宏观政策和疫情叠加影响导致中药配方颗粒业务有所下滑。",略减,687316900.0,2023-01-30
4811,300024,机器人,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:45,000万元至63,000万元。",-540000000.0,29.6,"1、随着公司聚焦主业和推动管理变革,加强成本管控,加速完成项目终验收工作,报告期内公司实现了营业收入增长和毛利率上升,亏损有所下降。2、报告期内,非经常性损益对净利润的影响金额约为6亿元,除计入当期损益的政府补助外,主要为收购参股子公司沈阳新松投资管理有限公司60%股权以及转让全资子公司苏州新施诺半导体设备有限公司65%股权所确认的投资收益共计约5亿元。",减亏,-767047300.0,2023-01-30
4812,300024,机器人,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:4,000万元至5,100万元。",45500000.0,108.09,"1、随着公司聚焦主业和推动管理变革,加强成本管控,加速完成项目终验收工作,报告期内公司实现了营业收入增长和毛利率上升,亏损有所下降。2、报告期内,非经常性损益对净利润的影响金额约为6亿元,除计入当期损益的政府补助外,主要为收购参股子公司沈阳新松投资管理有限公司60%股权以及转让全资子公司苏州新施诺半导体设备有限公司65%股权所确认的投资收益共计约5亿元。",扭亏,-562402800.0,2023-01-30
4813,300024,机器人,非经常性损益,"预计2022年1-12月非经常性损益约:60,000万元。",600000000.0,193.19,"1、随着公司聚焦主业和推动管理变革,加强成本管控,加速完成项目终验收工作,报告期内公司实现了营业收入增长和毛利率上升,亏损有所下降。2、报告期内,非经常性损益对净利润的影响金额约为6亿元,除计入当期损益的政府补助外,主要为收购参股子公司沈阳新松投资管理有限公司60%股权以及转让全资子公司苏州新施诺半导体设备有限公司65%股权所确认的投资收益共计约5亿元。",不确定,204644550.77,2023-01-30
4814,300013,新宁物流,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:4,050万元至4,200万元,同比上年增长:76.56%至77.39%。",-41250000.0,76.975,"1、报告期内归属于上市公司股东的净利润亏损,但较上年同期相比亏损大幅减少,主要原因是:(1)公司主要业务运营受到新冠疫情影响,营业收入较上年有所下降。(2)公司卫星定位业务计提的信用减值、资产减值大幅减少。(3)火灾涉及诉讼计提的预计负债本期无需计提,营业外支出减少。(4)公司聚焦主业,推行精益管理,严控三项费用,大力压缩非生产性支出、非必要性费用,利润有所增加。2、预计2022年度非经常性损益对净利润影响的金额约为3,900万元,主要包括出售参股公司股权、取得政府补贴等。",减亏,-179161500.0,2023-01-30
4815,300013,新宁物流,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:150万元至300万元,同比上年增长:98.42%至99.21%。",-2250000.0,98.815,"1、报告期内归属于上市公司股东的净利润亏损,但较上年同期相比亏损大幅减少,主要原因是:(1)公司主要业务运营受到新冠疫情影响,营业收入较上年有所下降。(2)公司卫星定位业务计提的信用减值、资产减值大幅减少。(3)火灾涉及诉讼计提的预计负债本期无需计提,营业外支出减少。(4)公司聚焦主业,推行精益管理,严控三项费用,大力压缩非生产性支出、非必要性费用,利润有所增加。2、预计2022年度非经常性损益对净利润影响的金额约为3,900万元,主要包括出售参股公司股权、取得政府补贴等。",减亏,-189426700.0,2023-01-30
4816,300013,新宁物流,非经常性损益,"预计2022年1-12月非经常性损益约:3,900万元。",39000000.0,479.92,"1、报告期内归属于上市公司股东的净利润亏损,但较上年同期相比亏损大幅减少,主要原因是:(1)公司主要业务运营受到新冠疫情影响,营业收入较上年有所下降。(2)公司卫星定位业务计提的信用减值、资产减值大幅减少。(3)火灾涉及诉讼计提的预计负债本期无需计提,营业外支出减少。(4)公司聚焦主业,推行精益管理,严控三项费用,大力压缩非生产性支出、非必要性费用,利润有所增加。2、预计2022年度非经常性损益对净利润影响的金额约为3,900万元,主要包括出售参股公司股权、取得政府补贴等。",不确定,-10265204.23,2023-01-30
4817,003037,三和管桩,每股收益,预计2022年1-12月每股收益盈利:0.26元至0.34元。,0.3,,"报告期内,公司受疫情防控政策、宏观经济下行和基建项目资金不足等因素的综合影响,上半年下游项目开工不足,市场需求迟延,公司订单减少,重要子公司苏州三和管桩有限公司响应当地防疫要求实施静态管理停工停产时间较长,对全年的业绩造成拖累。尽管下半年随着国家一系列稳增长和助企纾困政策的实施,市场逐渐回暖,公司平稳有序推动苏州三和管桩有限公司的复工、复产,但由于上半年降幅较大,导致全年营业收入未实现预期增长,出现同比下降。公司在营业收入不及预期的情况下,由于以下因素,全年归属于上市公司股东的净利润及扣除非经常性损益后的净利润较去年同期实现较大幅度的增长:1、通过有效控制原材料成本,挖掘内部潜力,持续实施降本增效措施,提高了产品的毛利率;2、聚焦主业,深耕一线,不断加大新品推广力度,增加订制桩以及用于光伏等新能源项目盈利能力更强的产品销量,同时通过加强费用的预算管控,进一步提升了公司的盈利能力。3、全年非经常性损益对净利润的影响金额约为1,600万元至2,400万元。报告期内,公司确认政府补助对合并报表非经常性损益影响金额约为2,170万元。上年同期非经常性损益对净利润的影响金额为2,638.32万元。",预增,0.16,2023-01-30
4818,003037,三和管桩,非经常性损益,"预计2022年1-12月非经常性损益:1,600万元至2,400万元。",20000000.0,-24.195,"报告期内,公司受疫情防控政策、宏观经济下行和基建项目资金不足等因素的综合影响,上半年下游项目开工不足,市场需求迟延,公司订单减少,重要子公司苏州三和管桩有限公司响应当地防疫要求实施静态管理停工停产时间较长,对全年的业绩造成拖累。尽管下半年随着国家一系列稳增长和助企纾困政策的实施,市场逐渐回暖,公司平稳有序推动苏州三和管桩有限公司的复工、复产,但由于上半年降幅较大,导致全年营业收入未实现预期增长,出现同比下降。公司在营业收入不及预期的情况下,由于以下因素,全年归属于上市公司股东的净利润及扣除非经常性损益后的净利润较去年同期实现较大幅度的增长:1、通过有效控制原材料成本,挖掘内部潜力,持续实施降本增效措施,提高了产品的毛利率;2、聚焦主业,深耕一线,不断加大新品推广力度,增加订制桩以及用于光伏等新能源项目盈利能力更强的产品销量,同时通过加强费用的预算管控,进一步提升了公司的盈利能力。3、全年非经常性损益对净利润的影响金额约为1,600万元至2,400万元。报告期内,公司确认政府补助对合并报表非经常性损益影响金额约为2,170万元。上年同期非经常性损益对净利润的影响金额为2,638.32万元。",不确定,26383200.0,2023-01-30
4819,003037,三和管桩,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:10,600万元至15,400万元,同比上年增长:104.23%至196.71%。",130000000.0,150.47,"报告期内,公司受疫情防控政策、宏观经济下行和基建项目资金不足等因素的综合影响,上半年下游项目开工不足,市场需求迟延,公司订单减少,重要子公司苏州三和管桩有限公司响应当地防疫要求实施静态管理停工停产时间较长,对全年的业绩造成拖累。尽管下半年随着国家一系列稳增长和助企纾困政策的实施,市场逐渐回暖,公司平稳有序推动苏州三和管桩有限公司的复工、复产,但由于上半年降幅较大,导致全年营业收入未实现预期增长,出现同比下降。公司在营业收入不及预期的情况下,由于以下因素,全年归属于上市公司股东的净利润及扣除非经常性损益后的净利润较去年同期实现较大幅度的增长:1、通过有效控制原材料成本,挖掘内部潜力,持续实施降本增效措施,提高了产品的毛利率;2、聚焦主业,深耕一线,不断加大新品推广力度,增加订制桩以及用于光伏等新能源项目盈利能力更强的产品销量,同时通过加强费用的预算管控,进一步提升了公司的盈利能力。3、全年非经常性损益对净利润的影响金额约为1,600万元至2,400万元。报告期内,公司确认政府补助对合并报表非经常性损益影响金额约为2,170万元。上年同期非经常性损益对净利润的影响金额为2,638.32万元。",预增,51902800.0,2023-01-30
4820,003037,三和管桩,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:13,000万元至17,000万元,同比上年增长:66.06%至117.15%。",150000000.0,91.605,"报告期内,公司受疫情防控政策、宏观经济下行和基建项目资金不足等因素的综合影响,上半年下游项目开工不足,市场需求迟延,公司订单减少,重要子公司苏州三和管桩有限公司响应当地防疫要求实施静态管理停工停产时间较长,对全年的业绩造成拖累。尽管下半年随着国家一系列稳增长和助企纾困政策的实施,市场逐渐回暖,公司平稳有序推动苏州三和管桩有限公司的复工、复产,但由于上半年降幅较大,导致全年营业收入未实现预期增长,出现同比下降。公司在营业收入不及预期的情况下,由于以下因素,全年归属于上市公司股东的净利润及扣除非经常性损益后的净利润较去年同期实现较大幅度的增长:1、通过有效控制原材料成本,挖掘内部潜力,持续实施降本增效措施,提高了产品的毛利率;2、聚焦主业,深耕一线,不断加大新品推广力度,增加订制桩以及用于光伏等新能源项目盈利能力更强的产品销量,同时通过加强费用的预算管控,进一步提升了公司的盈利能力。3、全年非经常性损益对净利润的影响金额约为1,600万元至2,400万元。报告期内,公司确认政府补助对合并报表非经常性损益影响金额约为2,170万元。上年同期非经常性损益对净利润的影响金额为2,638.32万元。",预增,78286000.0,2023-01-30
4821,003033,征和工业,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:15,500万元至17,000万元,同比上年增长:96.8%至115.84%。",162500000.0,106.32,"报告期内,公司主营业务保持良好的发展趋势,高端产品销售占比逐步提高,公司农业机械链系统、工业自动化设备链系统等产品营业收入较上年同期增长较快。公司主要产品原材料价格较上年同期小幅下降,同时受人民币汇率波动影响,经营业绩较上年同期实现稳步增长。",预增,78761900.0,2023-01-30
4822,003033,征和工业,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:14,655万元至16,155万元,同比上年增长:107.65%至128.9%。",154050000.0,118.275,"报告期内,公司主营业务保持良好的发展趋势,高端产品销售占比逐步提高,公司农业机械链系统、工业自动化设备链系统等产品营业收入较上年同期增长较快。公司主要产品原材料价格较上年同期小幅下降,同时受人民币汇率波动影响,经营业绩较上年同期实现稳步增长。",预增,70576700.0,2023-01-30
4823,003007,直真科技,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:3,400万元至4,200万元,同比上年增长:148.4%至159.79%。",38000000.0,154.095,"报告期内,公司归属于上市公司股东的净利润和扣除非经常性损益后的净利润预计较上年同期实现较大幅度增长,主要原因包括:1、软件开发及技术服务收入较上年同期有较大增长。近年来,公司抓住5G、云网融合和自智网络等推动下电信运营商建设下一代OSS系统的机遇,加大研发投入,大力拓展新市场。公司自2020下半年以来的业务布局逐见成效,报告期内,公司在中国移动下一代OSS规划下主要产品线的订单签署及收入均较上年同期有较大幅度增长。此外,因疫情原因未能在2021年验收的项目陆续在2022年完成验收并确认收入,是收入增长的另一主要原因。2、软件开发等业务毛利率逐步回升。报告期内,公司针对电信运营商下一代OSS规划而推出的新产品、所拓展的新市场逐步进入稳定扩容阶段,与首期项目高投入、相对低收入导致的毛利率偏低相比,扩容阶段项目的毛利率有较大幅度提升。同时,产品研发、项目交付工作的质量与效率持续提升,也为软件开发等业务的毛利率回升提供了有力支撑。3、管理效能进一步提升。公司克服疫情带来的不利影响,以系统性的经营管理为全年工作提升的主线,加强目标管理、过程管控和绩效管理,努力实现各阶段既定目标。报告期,公司持续完善云办公机制,关心各地员工身体健康,制定并有效执行各项经营保障制度,加强与客户的远程和现场沟通,确保了公司经营管理工作的有序开展。",扭亏,-70251300.0,2023-01-30
4824,003007,直真科技,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:1,886万元至2,686万元,同比上年增长:121.86%至131.14%。",22860000.0,126.5,"报告期内,公司归属于上市公司股东的净利润和扣除非经常性损益后的净利润预计较上年同期实现较大幅度增长,主要原因包括:1、软件开发及技术服务收入较上年同期有较大增长。近年来,公司抓住5G、云网融合和自智网络等推动下电信运营商建设下一代OSS系统的机遇,加大研发投入,大力拓展新市场。公司自2020下半年以来的业务布局逐见成效,报告期内,公司在中国移动下一代OSS规划下主要产品线的订单签署及收入均较上年同期有较大幅度增长。此外,因疫情原因未能在2021年验收的项目陆续在2022年完成验收并确认收入,是收入增长的另一主要原因。2、软件开发等业务毛利率逐步回升。报告期内,公司针对电信运营商下一代OSS规划而推出的新产品、所拓展的新市场逐步进入稳定扩容阶段,与首期项目高投入、相对低收入导致的毛利率偏低相比,扩容阶段项目的毛利率有较大幅度提升。同时,产品研发、项目交付工作的质量与效率持续提升,也为软件开发等业务的毛利率回升提供了有力支撑。3、管理效能进一步提升。公司克服疫情带来的不利影响,以系统性的经营管理为全年工作提升的主线,加强目标管理、过程管控和绩效管理,努力实现各阶段既定目标。报告期,公司持续完善云办公机制,关心各地员工身体健康,制定并有效执行各项经营保障制度,加强与客户的远程和现场沟通,确保了公司经营管理工作的有序开展。",扭亏,-86263300.0,2023-01-30
4825,003007,直真科技,每股收益,预计2022年1-12月每股收益盈利:0.33元至0.4元。,0.365,,"报告期内,公司归属于上市公司股东的净利润和扣除非经常性损益后的净利润预计较上年同期实现较大幅度增长,主要原因包括:1、软件开发及技术服务收入较上年同期有较大增长。近年来,公司抓住5G、云网融合和自智网络等推动下电信运营商建设下一代OSS系统的机遇,加大研发投入,大力拓展新市场。公司自2020下半年以来的业务布局逐见成效,报告期内,公司在中国移动下一代OSS规划下主要产品线的订单签署及收入均较上年同期有较大幅度增长。此外,因疫情原因未能在2021年验收的项目陆续在2022年完成验收并确认收入,是收入增长的另一主要原因。2、软件开发等业务毛利率逐步回升。报告期内,公司针对电信运营商下一代OSS规划而推出的新产品、所拓展的新市场逐步进入稳定扩容阶段,与首期项目高投入、相对低收入导致的毛利率偏低相比,扩容阶段项目的毛利率有较大幅度提升。同时,产品研发、项目交付工作的质量与效率持续提升,也为软件开发等业务的毛利率回升提供了有力支撑。3、管理效能进一步提升。公司克服疫情带来的不利影响,以系统性的经营管理为全年工作提升的主线,加强目标管理、过程管控和绩效管理,努力实现各阶段既定目标。报告期,公司持续完善云办公机制,关心各地员工身体健康,制定并有效执行各项经营保障制度,加强与客户的远程和现场沟通,确保了公司经营管理工作的有序开展。",扭亏,-0.68,2023-01-30
