symbol,fiscal_year,forecast_available,forecast_bad,forecast_severe_bad,forecast_yoy_min,forecast_yoy_mean,forecast_value_min,first_forecast_notice,last_forecast_notice
000004,2019,1,0,0,118.5,118.5,0.04465,2020-01-18,2020-01-18
000004,2020,1,0,0,445.78,1665.1125000000002,0.56045,2021-01-30,2021-01-30
000004,2021,1,1,1,-894.7,-593.1,-500000000.0,2022-04-28,2022-04-28
000004,2022,1,1,1,-37.705,-23.558333333333334,-600000000.0,2023-01-31,2023-01-31
000004,2023,1,1,1,-24.91,44.324999999999996,-125000000.0,2024-01-30,2024-01-30
000006,2023,1,1,1,-295.415,-295.415,-820000000.0,2024-01-31,2024-01-31
000007,2019,1,0,0,113.25,113.25,0.07505,2020-01-31,2020-01-31
000007,2020,1,1,1,-452.65,363.5225,-77500000.0,2021-01-30,2021-01-30
000007,2021,1,0,0,130.51,385.09666666666664,0.10825,2022-01-27,2022-01-27
000007,2022,1,1,1,-112.565,-64.985,-3500000.0,2023-01-19,2023-01-19
000007,2023,1,0,0,-2.645,215.5025,0.0794,2024-01-25,2024-01-25
000008,2020,1,1,1,-326.31,-219.07666666666668,-825000000.0,2021-01-30,2021-01-30
000008,2021,1,1,1,-9.005,1.7449999999999999,-975000000.0,2022-01-29,2022-01-29
000008,2022,1,1,1,-23.245,27.993333333333336,-650000000.0,2023-01-31,2023-01-31
000008,2023,1,1,1,17.285,27.16333333333333,-700000000.0,2024-01-31,2024-01-31
000009,2019,1,0,0,45.01,45.01,0.1202,2020-01-18,2020-01-18
000009,2020,1,1,1,-261.625,-45.43833333333333,-189122000.0,2021-01-22,2021-01-22
000009,2021,1,0,0,-25.96,105.92333333333335,0.4071,2022-01-11,2022-01-11
000010,2019,1,0,0,108.2,108.2,0.07315,2020-01-21,2020-01-21
000010,2020,1,1,1,-351.805,-134.795,-26050000.0,2021-01-30,2021-01-30
000010,2021,1,1,0,-32.79,114.08,0.03265,2022-01-29,2022-01-29
000010,2022,1,1,1,-2814.235,-1772.3150000000003,-570000000.0,2023-01-30,2023-04-22
000010,2023,1,1,1,1.08,2.1875,-535000000.0,2024-01-31,2024-01-31
000012,2021,1,0,0,87.5,120.5,0.475,2022-01-29,2022-01-29
000014,2019,1,1,1,-85.62,-85.62,0.1041,2020-01-23,2020-01-23
000014,2020,1,1,1,-152.125,-85.75,-6000000.0,2021-01-30,2021-01-30
000014,2021,1,0,0,512.545,595.29,0.16855,2022-01-27,2022-01-27
000014,2022,1,0,0,205.46,398.58000000000004,1.0122,2023-01-19,2023-01-19
000014,2023,1,0,0,103.075,288.28000000000003,2.0864,2024-01-24,2024-01-24
000016,2019,1,1,0,-39.215,-39.215,250000000.0,2020-02-07,2020-02-07
000016,2020,1,1,1,-16.485,32.06375,-2185000000.0,2021-01-30,2021-01-30
000016,2021,1,1,1,-39.38,31.524999999999995,-3300000000.0,2022-01-25,2022-01-25
000016,2022,1,1,1,-251.87,-85.10375,-2575000000.0,2023-01-31,2023-01-31
000016,2023,1,1,1,-41.02,-30.5425,-2855000000.0,2024-01-31,2024-01-31
000017,2019,1,1,1,-371.105,-371.105,-7500000.0,2020-01-23,2020-01-23
000017,2020,1,0,0,150.875,151.525,0.0068,2021-04-15,2021-04-15
000017,2021,1,1,1,-262.775,-126.615,-5000000.0,2022-01-29,2022-01-29
000017,2022,1,1,1,-277.51,-58.70499999999999,-7500000.0,2023-01-31,2023-01-31
000017,2023,1,0,0,23.665,214.33333333333334,0.0215,2024-01-31,2024-01-31
000021,2020,1,0,0,126.775,138.2825,0.5981,2021-01-29,2021-01-29
000025,2019,1,0,0,147.355,147.355,0.4988,2020-01-18,2020-01-18
000025,2020,1,1,1,-71.775,-36.3425,0.14385,2021-01-28,2021-01-28
000025,2021,1,0,0,46.69,86.07499999999999,0.30155,2022-01-25,2022-01-25
000025,2023,1,0,0,-28.315,28.418333333333333,0.3078,2024-01-30,2024-01-30
000027,2019,1,0,0,131.5,131.5,0.40355,2020-01-15,2020-01-15
000027,2020,1,0,0,24.34,284.4116666666667,0.83025,2021-01-25,2021-01-25
000029,2020,1,1,0,-44.39,-44.39,0.27675,2020-10-30,2020-10-30
000029,2023,1,1,1,-2176.125,-1214.5,-420000000.0,2024-01-27,2024-01-27
000030,2019,1,0,0,1.06,1.06,891000000.0,2020-03-04,2020-03-04
000031,2019,1,0,0,19.0,19.0,0.625,2020-01-20,2020-01-20
000031,2021,1,0,0,-44.905,63.47166666666667,0.025,2022-01-29,2022-01-29
000031,2022,1,1,1,-7277.56,-5028.1925,-2955000000.0,2023-01-31,2023-01-31
000031,2023,1,1,1,-28.61,9.677500000000002,-3800000000.0,2024-01-31,2024-01-31
000032,2021,1,0,0,139.5,140.5,0.36285,2022-01-29,2022-01-29
000032,2022,1,1,1,-175.065,-154.9725,-255000000.0,2023-01-31,2023-01-31
000032,2023,1,0,0,127.685,213.9925,0.2856,2024-01-11,2024-01-11
000034,2021,1,1,0,-63.145,-8.586666666666668,0.3567,2022-01-29,2022-01-29
000034,2022,1,0,0,-5.215,112.95333333333333,1.5789,2023-01-31,2023-01-31
000035,2019,1,0,0,11.235,11.235,0.30055,2020-01-16,2020-01-16
000035,2022,1,1,1,-85.25,-66.6925,0.045,2023-01-31,2023-01-31
000036,2023,1,1,1,-89.08,-86.795,0.0455,2024-01-30,2024-01-30
000037,2020,1,1,0,-25.1,65.96000000000001,0.11,2021-01-21,2021-01-21
000037,2021,1,1,1,-6809.64,-2538.71,-510000000.0,2022-01-25,2022-01-25
000037,2022,1,1,1,56.435,60.015,-224000000.0,2023-01-20,2023-01-20
000037,2023,1,1,1,71.855,87.49000000000001,-63600000.0,2024-01-24,2024-01-24
000039,2019,1,1,0,-54.5,-54.5,0.3767,2020-01-23,2020-01-23
000039,2020,1,1,1,-76.5,85.25,1.415,2021-01-30,2021-01-30
000039,2022,1,1,0,-49.0,-34.25,0.6202,2023-01-20,2023-01-20
000039,2023,1,1,1,-90.0,-88.0,0.04605,2024-01-31,2024-01-31
000042,2019,1,0,0,76.06,76.06,1.1829,2020-01-21,2020-01-21
000042,2020,1,1,0,-68.1,55.785,0.37775,2021-01-27,2021-01-27
000042,2022,1,1,1,-93.755,-81.39,0.09595,2023-01-31,2023-01-31
000042,2023,1,1,1,-6643.52,-4532.900000000001,-1880000000.0,2024-01-31,2024-01-31
000045,2019,1,0,0,185.245,185.245,0.0385,2020-01-17,2020-01-17
000045,2020,1,0,0,-71.36,54.666666666666664,0.073,2021-01-21,2021-01-21
000045,2021,1,0,0,9.63,65.78,0.12,2022-01-29,2022-01-29
000045,2022,1,0,0,30.31,34.733333333333334,0.165,2023-01-19,2023-01-19
000045,2023,1,0,0,11.365,12.6325,0.16485,2024-01-25,2024-01-25
000048,2019,1,0,0,145.77,145.77,2.7373,2020-01-14,2020-01-14
000048,2021,1,1,0,-59.23,-57.4,0.7358,2022-01-29,2022-01-29
000048,2022,1,0,0,99.055,130.0,1.48115,2023-01-16,2023-01-16
000048,2023,1,0,0,97.26,102.11250000000001,3.0579,2024-01-26,2024-01-26
000049,2019,1,0,0,6.96,17.985,2.40605,2020-01-16,2020-01-16
000049,2020,1,0,0,5.13,19.56875,3.1854,2021-01-28,2021-01-28
000049,2021,1,0,0,0.35,9.878333333333334,2.57985,2022-01-14,2022-01-14
000050,2020,1,0,0,86.89,86.89,0.7095,2021-01-14,2021-01-14
000050,2022,1,1,1,-47.215,151.25666666666666,-1310000000.0,2023-01-31,2023-01-31
000050,2023,1,1,1,-1980.19,-1078.83,-3855000000.0,2024-01-31,2024-01-31
000055,2019,1,1,1,-88.87,-88.545,0.225,2019-10-26,2019-10-26
000056,2020,1,1,1,-600.495,-400.12999999999994,-250000000.0,2021-01-30,2021-01-30
000056,2021,1,1,1,-344.895,-193.72,-1300000000.0,2022-01-29,2022-01-29
000056,2022,1,1,1,-309.685,-128.51166666666666,-1875000000.0,2023-01-31,2023-01-31
000056,2023,1,1,1,-19.305,-10.4275,-1250000000.0,2024-01-31,2024-01-31
000058,2019,1,0,0,133.37,133.37,0.0526,2020-01-10,2020-01-10
000058,2020,1,1,1,-1434.19,-389.385,-26000000.0,2021-01-29,2021-01-29
000058,2021,1,0,0,73.58,114.61500000000001,0.0364,2022-01-28,2022-01-28
000058,2023,1,1,1,-168.48,103.40250000000002,-85000000.0,2024-01-27,2024-01-27
000059,2020,1,1,1,-75.745,-55.28666666666667,0.19,2021-01-29,2021-01-29
000059,2021,1,0,0,172.735,205.8425,0.55335,2022-01-26,2022-01-26
000059,2022,1,1,0,-49.9,-48.31,0.3126,2023-01-31,2023-01-31
000059,2023,1,1,1,-98.965,-93.5725,0.04,2024-01-31,2024-01-31
000061,2019,1,0,0,677.81,677.81,0.17975,2020-01-18,2020-01-18
000061,2022,1,1,0,-49.225,-44.64,0.11195,2023-01-31,2023-01-31
000061,2023,1,0,0,110.355,119.945,0.2475,2024-01-31,2024-01-31
000062,2023,1,1,0,-52.445,-50.965,0.46,2024-01-31,2024-01-31
000063,2019,1,0,0,167.965,168.3475,1.135,2019-10-29,2019-10-29
000063,2021,1,0,0,60.325,111.66000000000001,1.475,2022-01-29,2022-01-29
000066,2020,1,1,0,-17.035,-11.79,0.316,2021-01-30,2021-01-30
000066,2022,1,1,1,-92.44,-85.75999999999999,0.0375,2023-03-31,2023-03-31
000066,2023,1,1,1,-9090.255,-4946.3925,-1015000000.0,2024-01-31,2024-01-31
000068,2019,1,0,0,106.4,106.4,0.00845,2020-01-22,2020-01-22
000068,2020,1,1,1,-2933.335,-774.06375,-175000000.0,2021-01-27,2021-01-27
000068,2021,1,1,1,44.015,44.917500000000004,-95000000.0,2022-01-27,2022-01-27
000068,2022,1,1,1,-26.005,221.16,-130000000.0,2023-01-30,2023-01-30
000068,2023,1,1,1,-120.715,138.95749999999998,-225000000.0,2024-01-26,2024-01-26
000069,2021,1,1,1,-74.42,-72.78,0.4553,2022-01-29,2022-01-29
000069,2022,1,1,1,-541.88,-445.97,-10150000000.0,2023-01-31,2023-01-31
000069,2023,1,1,1,43.605,45.3525,-6160000000.0,2024-01-31,2024-01-31
000070,2020,1,1,1,-174.055,-90.005,-58000000.0,2021-01-30,2021-01-30
000070,2021,1,1,1,-5691.715,-2279.278333333333,-693500000.0,2022-01-29,2022-01-29
000070,2022,1,1,1,82.915,92.975,-113500000.0,2023-01-31,2023-01-31
000070,2023,1,1,1,-2058.895,-1103.125,-350000000.0,2024-01-29,2024-01-29
000078,2020,1,1,1,-858.085,-365.11833333333334,-395000000.0,2021-01-30,2021-01-30
000078,2021,1,0,0,117.88,121.5025,0.02635,2022-01-28,2022-01-28
000078,2022,1,1,1,-2275.11,-1108.595,-920000000.0,2023-01-31,2023-01-31
000078,2023,1,1,1,-75.205,-49.00333333333333,-1850000000.0,2024-01-31,2024-01-31
000088,2023,1,0,0,23.81,78.4475,0.255,2024-01-27,2024-01-27
000089,2020,1,1,1,-97.895,-96.57499999999999,0.0137,2021-01-30,2021-01-30
000089,2021,1,1,1,-804.405,-343.24499999999995,-79950000.0,2022-01-29,2022-01-29
000089,2022,1,1,1,-3168.87,-1540.7116666666668,-1158800000.0,2023-01-31,2023-01-31
000089,2023,1,1,1,87.13,177.90666666666667,-162170000.0,2024-01-20,2024-01-20
000090,2019,1,0,0,50.0,50.0,0.63,2020-01-10,2020-01-10
000090,2021,1,0,0,29.435,29.65,0.9588,2021-12-29,2021-12-29
000096,2021,1,1,1,-72.88,26.119999999999994,0.13,2022-01-26,2022-01-26
000096,2023,1,0,0,49.27,52.615,0.16,2024-01-31,2024-01-31
000100,2020,1,0,0,65.0,65.0,0.33225,2021-01-12,2021-01-12
000100,2021,1,0,0,113.0,166.625,0.7533,2022-01-28,2022-01-28
000100,2022,1,1,1,-128.5,-74.0,-2683500000.0,2023-01-20,2023-01-20
000100,2023,1,0,0,5.0,308.6666666666667,0.1241,2024-01-27,2024-01-27
000151,2019,1,1,1,-88.5,-88.5,0.032,2020-01-23,2020-01-23
000151,2020,1,1,1,-3300.0,-1172.2916666666667,-300000000.0,2021-02-06,2021-02-06
000151,2021,1,1,1,80.765,91.6725,-60000000.0,2022-01-25,2022-01-25
000151,2022,1,1,1,-6185.32,-3499.2574999999997,-485000000.0,2023-01-31,2023-01-31
000151,2023,1,1,1,21.605,22.5075,-325000000.0,2024-01-26,2024-01-26
000155,2022,1,0,0,91.245,129.32999999999998,0.45055,2023-01-17,2023-01-17
000155,2023,1,0,0,4.255,5.1475,0.5,2024-02-02,2024-02-02
000156,2019,1,0,0,0.13,3.905,0.45,2020-01-20,2020-01-20
000156,2020,1,0,0,0.96,10.2625,0.56,2021-01-29,2021-01-29
000156,2021,1,1,0,-1.21,8.125,0.5,2022-01-15,2022-01-15
000156,2023,1,1,0,-10.805,-6.29125,0.385,2024-01-31,2024-01-31
000157,2019,1,0,0,117.84,117.84,0.56,2020-01-16,2020-01-16
000157,2020,1,0,0,65.85,74.695,0.975,2021-01-21,2021-01-21
000157,2022,1,1,1,-78.55,-70.5325,0.29,2023-01-31,2023-01-31
000157,2023,1,0,0,51.775,66.585,0.405,2024-01-25,2024-01-25
000158,2020,1,1,1,-49.15,8.907500000000002,-80000000.0,2021-01-29,2021-01-29
000158,2022,1,1,1,-360.305,-202.05666666666664,-425000000.0,2023-01-31,2023-01-31
000158,2023,1,1,1,6.49,30.413333333333338,-315000000.0,2024-01-31,2024-01-31
000159,2019,1,1,0,-53.5,-53.5,0.05825,2020-01-23,2020-01-23
000159,2020,1,0,0,163.02,163.02,0.1665,2021-01-22,2021-01-22
000159,2021,1,1,1,-86.0,-81.5,0.0416,2022-01-29,2022-01-29
000159,2022,1,0,0,930.0,937.0,0.59,2023-01-30,2023-01-30
000159,2023,1,1,0,-69.79,64.275,0.1872,2024-01-31,2024-01-31
000166,2019,1,0,0,,,,2019-10-31,2019-10-31
000166,2020,1,0,0,,,,2020-10-31,2020-10-31
000166,2022,1,1,0,-68.04,-67.5275,0.125,2023-01-20,2023-01-20
000166,2023,1,0,0,64.93,66.555,0.185,2024-01-20,2024-01-20
000301,2019,1,0,0,65.75,65.75,0.395,2020-01-21,2020-01-21
000301,2020,1,1,1,-87.45,-83.11250000000001,0.075,2021-01-15,2021-01-15
000301,2021,1,0,0,1338.47,1338.47,0.94,2022-01-06,2022-01-06
000301,2022,1,1,1,-88.64,-87.49000000000001,0.1,2023-01-31,2023-01-31
000338,2023,1,0,0,82.5,110.0,1.035,2024-01-24,2024-01-24
000400,2019,1,0,0,107.85,107.85,0.4116,2020-01-18,2020-01-18
000400,2020,1,0,0,55.78,64.20750000000001,0.72695,2021-01-26,2021-01-26
000401,2019,1,0,0,43.66,43.66,1.8745,2020-01-07,2020-01-07
000401,2020,1,0,0,6.27,6.5075,1.9785,2021-01-20,2021-01-20
000401,2021,1,1,0,-11.795,-6.775,1.762,2022-01-15,2022-01-15
000401,2022,1,1,0,-51.005,-49.97,0.53985,2023-01-10,2023-01-10
000401,2023,1,1,1,-247.345,-227.0725,-1650000000.0,2024-01-31,2024-01-31
000402,2019,1,0,0,5.5,5.5,1.15,2020-01-21,2020-01-21
000402,2023,1,1,1,-474.99,-399.74,-2000000000.0,2024-01-31,2024-01-31
000403,2019,1,0,0,105.0,105.0,0.6015,2020-01-16,2020-01-16
000403,2021,1,0,0,62.0,86.0,0.553,2022-04-16,2022-04-16
000403,2022,1,0,0,60.0,87.5,0.88685,2023-01-31,2023-01-31
000404,2019,1,1,0,-59.11,-59.11,0.0424,2020-01-21,2020-01-21
000404,2020,1,0,0,83.56,187.69,0.17245,2021-01-27,2021-01-27
000404,2021,1,1,0,-28.37,13.3775,0.25865,2022-01-29,2022-01-29
000408,2021,1,0,0,522.575,562.6275,0.7207,2022-01-12,2022-01-12
000408,2022,1,0,0,299.695,310.28,3.53855,2023-01-30,2023-01-30
000409,2019,1,1,1,-1552.49,-1552.49,-450000000.0,2020-01-22,2020-01-22
000409,2020,1,0,0,107.61,424.34999999999997,0.1439,2021-01-30,2021-01-30
000409,2021,1,1,1,-75.08,-20.125,0.036,2022-01-27,2022-01-27
000409,2022,1,1,0,-37.2,-34.825,0.0463,2023-01-31,2023-01-31
000409,2023,1,0,0,145.55,162.235,0.0928,2024-01-30,2024-01-30
000410,2019,1,1,1,-255.21,-255.21,-2800000000.0,2020-04-15,2020-04-15
000410,2020,1,1,1,34.71,64.06,-895273800.0,2021-01-26,2021-01-26
000410,2021,1,1,1,-227.45,-75.135,-2850000000.0,2022-01-26,2022-01-26
000410,2022,1,1,1,-1.4,63.53,-300000000.0,2023-01-31,2023-01-31
000410,2023,1,1,1,-34.1,9.858333333333334,-250000000.0,2024-01-27,2024-01-27
000411,2019,1,0,0,48.89,54.36,0.67,2019-10-26,2019-10-26
000411,2023,1,0,0,8.43,18.1725,1.075,2024-01-16,2024-01-16
000415,2020,1,1,1,-686.465,-392.5133333333333,-6700000000.0,2021-01-30,2021-01-30
000415,2021,1,1,1,0.3,50.54,-2665000000.0,2022-01-29,2022-01-29
000415,2022,1,1,1,-111.015,-38.178333333333335,-3200000000.0,2023-01-31,2023-01-31
000415,2023,1,0,0,107.515,137.735,0.2183,2024-01-31,2024-01-31
000417,2023,1,0,0,39.24,49.269999999999996,0.34235,2024-01-16,2024-01-16
000420,2019,1,1,0,-24.48,9.645000000000001,0.050745,2020-01-23,2020-01-23
000420,2020,1,1,1,-423.385,-282.295,-291200000.0,2021-02-09,2021-02-09
000420,2021,1,1,1,42.02,45.55833333333334,-130000000.0,2022-01-29,2022-01-29
000420,2022,1,1,1,10.33,42.391666666666666,-86500000.0,2023-01-31,2023-01-31
000420,2023,1,0,0,132.255,133.71249999999998,0.012,2024-01-31,2024-01-31
000421,2020,1,0,0,111.255,111.8,0.3753,2021-01-30,2021-01-30
000421,2021,1,1,0,-59.16,-58.43,0.16625,2022-01-29,2022-01-29
000421,2023,1,1,1,-344.51,-306.09749999999997,-117000000.0,2024-01-27,2024-01-27
000422,2019,1,1,0,-40.47,-40.47,0.18,2020-01-18,2020-01-18
000422,2020,1,1,1,-33.085,3.353333333333332,-340000000.0,2021-01-30,2021-01-30
000422,2021,1,0,0,527.69,904.72,1.782,2022-01-28,2022-01-28
000422,2022,1,0,0,27.665,53.67666666666667,2.39455,2023-01-19,2023-01-19
000422,2023,1,1,1,-77.36,-75.21000000000001,0.508,2024-01-27,2024-01-27
000423,2019,1,1,1,-119.0,-119.0,-396100000.0,2020-01-20,2020-01-20
000423,2020,1,1,1,16.4,72.94,-37340000.0,2021-01-30,2021-01-30
000423,2021,1,0,0,942.5,982.5,0.7,2022-01-28,2022-01-28
000423,2022,1,0,0,78.5,90.25,1.22,2023-01-31,2023-01-31
000423,2023,1,0,0,45.0,48.5,1.755,2024-01-27,2024-01-27
000425,2019,1,0,0,85.755,85.755,0.4545,2020-01-23,2020-01-23
000425,2021,1,0,0,48.975,51.59,0.7225,2022-01-26,2022-01-26
000426,2019,1,0,0,164.465,164.465,0.05985,2020-01-21,2020-01-21
000426,2020,1,1,1,-266.31,-96.57166666666667,-170000000.0,2021-01-29,2021-01-29
000426,2021,1,0,0,233.255,280.83,0.13335,2022-01-29,2022-01-29
000426,2023,1,0,0,429.135,454.245,0.5484,2024-01-27,2024-01-27
000428,2019,1,0,0,109.11,109.11,0.0425,2020-01-21,2020-01-21
000428,2020,1,1,1,-1130.26,-429.93499999999995,-532500000.0,2021-01-30,2021-01-30
000428,2021,1,1,1,32.66,431.81666666666666,-367580000.0,2022-01-21,2022-01-21
000428,2022,1,1,1,-462.105,-230.675,-352000000.0,2023-01-31,2023-01-31
000428,2023,1,1,1,30.635,41.985,-249000000.0,2024-01-30,2024-01-30
000429,2020,1,1,0,-50.475,-48.6225,0.375,2021-01-29,2021-01-29
000429,2021,1,0,0,88.695,110.0625,0.785,2022-01-20,2022-01-20
000430,2019,1,1,0,-57.39,-57.39,0.02775,2020-01-21,2020-01-21
000430,2020,1,1,1,-2097.075,-1024.1066666666666,-105000000.0,2021-01-30,2021-01-30
000430,2021,1,1,1,-51.835,-22.99,-150000000.0,2022-01-29,2022-01-29
000430,2022,1,1,1,-81.245,-66.205,-255000000.0,2023-01-31,2023-01-31
000430,2023,1,1,1,14.435,84.375,-222500000.0,2024-01-31,2024-01-31
000488,2022,1,1,1,-109.635,-95.36166666666668,-168050000.0,2023-01-31,2023-01-31
000488,2023,1,1,1,-760.365,-593.005,-1900000000.0,2024-01-31,2024-01-31
000501,2020,1,1,0,-60.365,-57.735,0.72,2021-01-30,2021-01-30
000501,2022,1,1,0,-61.03,-60.5775,0.395,2023-01-30,2023-01-30
000503,2019,1,0,0,107.99,107.99,0.0167,2020-01-21,2020-01-21
000503,2020,1,1,1,-1534.31,-505.1033333333333,-250000000.0,2021-01-27,2021-01-27
000503,2021,1,1,1,20.08,21.506666666666664,-193000000.0,2022-01-29,2022-01-29
000503,2022,1,1,1,23.0,37.236666666666665,-120000000.0,2023-01-20,2023-01-20
000503,2023,1,1,1,-4.8,2.5425,-123460000.0,2024-01-30,2024-01-30
000504,2019,1,0,0,150.305,150.305,0.06,2020-01-22,2020-01-22
000504,2020,1,1,0,-94.26,-5.823333333333338,0.0315,2020-12-26,2020-12-26
000504,2021,1,1,1,-506.75,-395.34749999999997,-23000000.0,2022-01-29,2022-01-29
000504,2022,1,1,1,20.85,29.7075,-23250000.0,2023-01-20,2023-01-20
000504,2023,1,1,1,-85.115,-74.985,-38000000.0,2024-01-27,2024-01-27
000506,2019,1,1,1,-154.515,-154.515,-23000000.0,2020-01-22,2020-01-22
000506,2020,1,1,1,-2481.765,-880.5799999999999,-470000000.0,2021-01-29,2021-01-29
000506,2021,1,1,1,78.35,90.37833333333333,-105000000.0,2022-01-29,2022-01-29
000506,2022,1,1,1,-69.11,53.143333333333324,-165000000.0,2023-01-31,2023-01-31
000506,2023,1,1,1,-88.735,-26.436666666666667,-128500000.0,2024-01-31,2024-01-31
000507,2021,1,0,0,63.555,67.0025,0.4668,2022-01-28,2022-01-28
000509,2019,1,1,1,-123.38,-123.38,-120000000.0,2020-01-21,2020-01-21
000509,2020,1,1,1,-32.265,43.595,-27000000.0,2021-01-30,2021-01-30
000509,2021,1,1,1,-166.14,89.15666666666668,-26000000.0,2021-12-25,2021-12-25
000509,2022,1,1,1,46.855,101.81833333333334,-10300000.0,2023-01-31,2023-01-31
000509,2023,1,1,1,-246.51,152.875,-31500000.0,2024-01-31,2024-01-31
000510,2019,1,1,0,-44.06,-44.06,0.0919,2020-01-22,2020-01-22
000510,2020,1,0,0,32.23,38.209999999999994,0.1346,2021-01-30,2021-01-30
000510,2021,1,0,0,326.355,369.63750000000005,0.50065,2022-01-25,2022-01-25
000510,2022,1,1,1,-97.985,-96.905,0.0205,2023-01-20,2023-01-20
000510,2023,1,1,1,-2485.3,-1907.045,-161500000.0,2024-01-23,2024-01-23
000513,2019,1,0,0,20.0,22.5,1.39,2020-01-10,2020-01-10
000513,2020,1,0,0,20.0,26.25,1.825,2021-01-26,2021-01-26
000513,2021,1,0,0,5.0,10.0,1.925,2022-01-15,2022-01-15
000514,2019,1,0,0,904.765,904.765,0.29985,2020-01-18,2020-01-18
000514,2020,1,1,0,-52.015,-51.932500000000005,0.14995,2021-01-29,2021-01-29
000514,2021,1,0,0,25.5,44.0,0.19875,2022-01-27,2022-01-27
000516,2019,1,1,1,-115.005,-115.005,-327685000.0,2020-01-31,2020-01-31
000516,2020,1,1,1,-49.325,42.673333333333325,-700000000.0,2021-01-28,2021-01-28
000516,2021,1,1,1,-1819.555,-581.83,-780000000.0,2022-01-29,2022-01-29
000516,2022,1,1,1,-40.425,-26.913333333333338,-1090000000.0,2023-01-30,2023-01-30
000516,2023,1,1,1,60.275,67.88666666666667,-446000000.0,2024-01-31,2024-01-31
000517,2019,1,0,0,199.925,199.925,0.5732,2020-01-22,2020-01-22
000518,2019,1,0,0,144.16,144.16,0.0126,2020-01-17,2020-01-17
000518,2020,1,0,0,77.94,114.565,0.0248,2021-01-30,2021-01-30
000518,2021,1,1,1,-281.35,-191.95000000000002,-49500000.0,2022-01-29,2022-01-29
000518,2022,1,1,1,-85.4,-82.5475,-66000000.0,2023-01-31,2023-01-31
000518,2023,1,1,1,-60.635,-56.66,-79750000.0,2024-01-31,2024-01-31
000519,2021,1,0,0,71.185,82.3125,0.3375,2022-01-28,2022-01-28
000519,2022,1,0,0,61.485,63.1575,0.5745,2023-01-31,2023-01-31
000520,2020,1,1,0,-65.78,-46.425,0.0109,2021-01-27,2021-01-27
000520,2021,1,0,0,849.76,982.7625,0.0988,2022-01-19,2022-01-19
000520,2022,1,1,1,-74.435,-68.5025,0.03555,2023-01-14,2023-01-14
000520,2023,1,1,1,-169.91,-149.1,-17550000.0,2024-01-31,2024-01-31
000521,2020,1,1,1,-454.95,-240.43666666666664,-280000000.0,2021-01-30,2021-01-30
000521,2021,1,1,1,53.39,106.7875,-129500000.0,2022-01-26,2022-01-26
000521,2022,1,0,0,171.315,252.4275,0.2177,2023-01-18,2023-01-18
000521,2023,1,0,0,200.565,417.7175,0.71365,2024-01-25,2024-01-25
000523,2019,1,1,0,-11.55,-11.55,0.1,2020-04-22,2020-04-22
000523,2020,1,1,1,-51464.0,-19424.416666666668,-5650000000.0,2021-04-15,2021-04-15
000523,2021,1,1,1,-16.38,69.14833333333333,-160000000.0,2022-01-29,2022-01-29
000523,2022,1,1,1,-104.895,-35.885,-71250000.0,2023-01-31,2023-01-31
000523,2023,1,0,0,17.85,136.0,0.04,2024-01-23,2024-01-23
000524,2020,1,1,1,-254.36,-150.5825,-260000000.0,2021-01-30,2021-01-30
000524,2021,1,1,1,-16.915,64.13000000000001,-180000000.0,2022-01-29,2022-01-29
000524,2022,1,1,1,-36.935,-19.79625,-240000000.0,2023-01-31,2023-01-31
000524,2023,1,0,0,-87.26,58.85999999999999,0.1,2024-01-31,2024-01-31
000525,2019,1,1,1,-95.685,-95.685,0.0475,2020-01-23,2020-01-23
000525,2020,1,1,1,-11.6,86.5725,-253093900.0,2021-01-30,2021-04-15
000525,2021,1,1,1,-2208.005,-724.1850000000001,-3550000000.0,2022-01-29,2022-01-29
000525,2022,1,0,0,124.84,301.315,1.6,2023-01-31,2023-01-31
000525,2023,1,1,1,-210.325,-136.01833333333332,-825000000.0,2024-04-27,2024-04-27
000526,2019,1,0,0,6.175,6.175,0.14295,2020-01-22,2020-01-22
000526,2020,1,1,1,-16377.64,-5385.8133333333335,-77000000.0,2021-01-30,2021-01-30
000526,2021,1,1,1,-1324.5,-632.6266666666667,-545000000.0,2022-01-15,2022-01-15
000526,2022,1,1,1,97.38,101.77833333333335,-14350000.0,2023-01-30,2023-01-30
000526,2023,1,0,0,1254.59,1501.51,1.23345,2024-01-26,2024-01-26
000528,2019,1,0,0,30.045,30.045,0.6962,2020-01-23,2020-01-23
000528,2023,1,0,0,26.0,36.75,0.4531,2024-01-25,2024-01-25
000529,2019,1,0,0,52.0,52.25,0.435,2020-01-22,2020-01-22
000529,2021,1,0,0,-2.32,2.8325000000000005,0.56,2022-01-29,2022-01-29
000529,2022,1,1,0,-38.085,636.1166666666667,1.555,2023-01-13,2023-01-13
000529,2023,1,1,1,-76.82,-38.3125,0.365,2024-01-27,2024-01-27
000530,2020,1,1,1,-79.8,-75.88749999999999,0.0215,2021-01-21,2021-01-21
000530,2021,1,1,1,-4504.565,-1871.8316666666667,-270000000.0,2022-01-26,2022-01-26
000530,2022,1,1,1,19.655,63.595,-238000000.0,2023-01-17,2023-01-17
000530,2023,1,0,0,103.66,152.4325,0.065,2024-01-19,2024-01-19
000531,2019,1,0,0,390.0,390.0,0.58605,2020-01-18,2020-01-18
000531,2020,1,0,0,14.0,50.75,1.12395,2021-01-26,2021-01-26
