symbol,firm_name_schedule,fiscal_year,first_appointment,actual_disclosure,revision_count,delay_days,postponed,advanced,long_postponement,first_doy,actual_doy,actual_month,april_disclosure,after_apr20
601827,三峰环境,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601828,美凯龙,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601857,中国石油,2022,2023-03-31,2023-03-30,1,-1,0,1,0,90,89,3,0,0
601865,福莱特,2022,2023-03-31,2023-03-28,1,-3,0,1,0,90,87,3,0,0
601866,中远海发,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601868,中国能建,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601880,辽港股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601888,中国中免,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601919,中远海控,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601939,建设银行,2022,2023-03-31,2023-03-30,1,-1,0,1,0,90,89,3,0,0
601963,重庆银行,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601988,中国银行,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
601995,中金公司,2022,2023-03-31,2023-04-01,1,1,1,0,0,90,91,4,1,0
603013,亚普股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603058,永吉股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603067,振华股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603069,海汽集团,2022,2023-03-31,2023-04-08,1,8,1,0,0,90,98,4,1,0
603087,甘李药业,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603090,宏盛股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603127,昭衍新药,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603151,邦基科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603317,天味食品,2022,2023-03-31,2023-03-02,1,-29,0,1,0,90,61,3,0,0
603367,辰欣药业,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603444,吉比特,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603595,ST东尼,2022,2023-03-31,2023-03-11,1,-20,0,1,0,90,70,3,0,0
603609,禾丰股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603668,天马科技,2022,2023-03-31,2023-04-28,1,28,1,0,1,90,118,4,1,1
603683,晶华新材,2022,2023-03-31,2023-04-29,1,29,1,0,1,90,119,4,1,1
603697,有友食品,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603712,七一二,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603722,阿科力,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603767,中马传动,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603818,曲美家居,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603899,晨光股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603917,合力科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603938,三孚股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603997,继峰股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
603998,方盛制药,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
605005,合兴股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
605136,丽人丽妆,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
605178,时空科技,2022,2023-03-31,2023-03-15,1,-16,0,1,0,90,74,3,0,0
605488,福莱新材,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688005,容百科技,2022,2023-03-31,2023-03-29,1,-2,0,1,0,90,88,3,0,0
688012,中微公司,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688025,杰普特,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688045,必易微,2022,2023-03-31,2023-03-25,1,-6,0,1,0,90,84,3,0,0
688059,华锐精密,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688077,大地熊,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688088,虹软科技,2022,2023-03-31,2023-04-26,1,26,1,0,1,90,116,4,1,1
688115,思林杰,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688160,步科股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688180,君实生物,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688187,时代电气,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688190,云路股份,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688196,卓越新能,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688216,气派科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688221,前沿生物,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688234,天岳先进,2022,2023-03-31,2023-04-27,1,27,1,0,1,90,117,4,1,1
688253,英诺特,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688278,特宝生物,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688300,联瑞新材,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688307,中润光学,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688318,财富趋势,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688333,铂力特,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688335,复洁科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688356,键凯科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688363,华熙生物,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688375,国博电子,2022,2023-03-31,2023-04-12,1,12,1,0,0,90,102,4,1,0
688376,美埃科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688425,铁建重工,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688536,思瑞浦,2022,2023-03-31,2023-04-15,2,15,1,0,1,90,105,4,1,0
688557,兰剑智能,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688585,上纬新材,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688595,芯海科技,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688722,同益中,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
688772,珠海冠宇,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
689009,九号公司,2022,2023-03-31,2023-03-31,0,0,0,0,0,90,90,3,0,0
000539,粤电力A,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
000573,粤宏远A,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
000617,中油资本,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
000905,厦门港务,2022,2023-04-01,2023-03-25,1,-7,0,1,0,91,84,3,0,0
000987,越秀资本,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
001696,宗申动力,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
002032,苏泊尔,2022,2023-04-01,2023-03-31,1,-1,0,1,0,91,90,3,0,0
002117,东港股份,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
002232,启明信息,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
002279,久其软件,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
002490,山东墨龙,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
002612,朗姿股份,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
002945,华林证券,2022,2023-04-01,2023-03-31,1,-1,0,1,0,91,90,3,0,0
002948,青岛银行,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
300188,国投智能,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
300193,佳士科技,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
300595,欧普康视,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
300621,维业股份,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
301167,建研设计,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600097,开创国际,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600138,中青旅,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600477,杭萧钢构,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600516,方大炭素,2022,2023-04-01,2023-04-15,1,14,1,0,1,91,105,4,1,0
600563,法拉电子,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600616,金枫酒业,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600761,安徽合力,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600833,第一医药,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600875,东方电气,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
600980,北矿科技,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
601117,中国化学,2022,2023-04-01,2023-03-28,1,-4,0,1,0,91,87,3,0,0
601155,新城控股,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
601158,重庆水务,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
603333,尚纬股份,2022,2023-04-01,2023-04-01,0,0,0,0,0,91,91,4,1,0
603439,三力制药,2022,2023-04-01,2023-04-15,1,14,1,0,1,91,105,4,1,0
000960,锡业股份,2022,2023-04-03,2023-04-03,0,0,0,0,0,93,93,4,1,0
300316,晶盛机电,2022,2023-04-03,2023-04-03,0,0,0,0,0,93,93,4,1,0
301175,中科环保,2022,2023-04-03,2023-04-03,0,0,0,0,0,93,93,4,1,0
688410,山外山,2022,2023-04-03,2023-04-03,0,0,0,0,0,93,93,4,1,0
000725,京东方A,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
001225,和泰机电,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
001965,招商公路,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
002029,七匹狼,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
002483,润邦股份,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
002563,森马服饰,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
300227,光韵达,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
300296,利亚德,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
300813,泰林生物,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
301301,川宁生物,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
600071,凤凰光学,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
600251,冠农股份,2022,2023-04-04,2023-04-21,1,17,1,0,1,94,111,4,1,1
600391,航发科技,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
600476,*ST湘邮,2022,2023-04-04,2023-04-29,1,25,1,0,1,94,119,4,1,1
600623,华谊集团,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
600817,宇通重工,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
600888,新疆众和,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
601231,环旭电子,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
605020,永和股份,2022,2023-04-04,2023-04-04,0,0,0,0,0,94,94,4,1,0
300062,中能电气,2022,2023-04-05,2023-04-05,0,0,0,0,0,95,95,4,1,0
300956,英力股份,2022,2023-04-05,2023-04-05,0,0,0,0,0,95,95,4,1,0
600845,宝信软件,2022,2023-04-05,2023-04-05,0,0,0,0,0,95,95,4,1,0
002142,宁波银行,2022,2023-04-06,2023-04-06,0,0,0,0,0,96,96,4,1,0
002713,*ST东易,2022,2023-04-06,2023-04-28,1,22,1,0,1,96,118,4,1,1
300890,翔丰华,2022,2023-04-06,2023-04-06,0,0,0,0,0,96,96,4,1,0
300991,创益通,2022,2023-04-06,2023-04-06,0,0,0,0,0,96,96,4,1,0
301106,骏成科技,2022,2023-04-06,2023-03-28,1,-9,0,1,0,96,87,3,0,0
688420,美腾科技,2022,2023-04-06,2023-04-06,0,0,0,0,0,96,96,4,1,0
688553,汇宇制药,2022,2023-04-06,2023-04-06,0,0,0,0,0,96,96,4,1,0
000037,深南电A,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
000586,汇源通信,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
002368,太极股份,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
002449,国星光电,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
002469,三维化学,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
002578,闽发铝业,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
002583,海能达,2022,2023-04-07,2023-04-01,1,-6,0,1,0,97,91,4,1,0
002624,完美世界,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
002959,小熊电器,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300070,碧水源,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300160,秀强股份,2022,2023-04-07,2023-04-12,1,5,1,0,0,97,102,4,1,0
300298,三诺生物,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300596,利安隆,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300666,江丰电子,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300771,智莱科技,2022,2023-04-07,2023-04-25,1,18,1,0,1,97,115,4,1,1
300832,新产业,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300870,欧陆通,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300910,瑞丰新材,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
300940,南极光,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
301265,华新科技,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
301326,捷邦科技,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
600095,湘财股份,2022,2023-04-07,2023-04-17,2,10,1,0,0,97,107,4,1,0
600125,铁龙物流,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
600323,瀚蓝环境,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
600396,华电辽能,2022,2023-04-07,2023-04-21,1,14,1,0,1,97,111,4,1,1
600403,大有能源,2022,2023-04-07,2023-03-24,1,-14,0,1,0,97,83,3,0,0
600558,大西洋,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
601137,博威合金,2022,2023-04-07,2023-04-25,1,18,1,0,1,97,115,4,1,1
603016,新宏泰,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
603063,禾望电气,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
603214,爱婴室,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
603255,鼎际得,2022,2023-04-07,2023-03-28,1,-10,0,1,0,97,87,3,0,0
603579,荣泰健康,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
603829,洛凯股份,2022,2023-04-07,2023-04-28,1,21,1,0,1,97,118,4,1,1
603949,雪龙集团,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
605166,聚合顺,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
605338,巴比食品,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
688062,迈威生物,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
688150,莱特光电,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
688588,凌志软件,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
688617,惠泰医疗,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
688679,通源环境,2022,2023-04-07,2023-04-07,0,0,0,0,0,97,97,4,1,0
000155,川能动力,2022,2023-04-08,2023-03-31,1,-8,0,1,0,98,90,3,0,0
000400,许继电气,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000417,合百集团,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000419,通程控股,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000510,新金路,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000531,穗恒运A,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000576,甘化科工,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000610,*ST西旅,2022,2023-04-08,2023-04-18,1,10,1,0,0,98,108,4,1,0
000628,高新发展,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000669,ST金鸿,2022,2023-04-08,2023-04-22,1,14,1,0,1,98,112,4,1,1
000710,贝瑞基因,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000721,西安饮食,2022,2023-04-08,2023-04-19,1,11,1,0,0,98,109,4,1,0
000736,*ST中地,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000900,现代投资,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000909,*ST数源,2022,2023-04-08,2023-04-28,1,20,1,0,1,98,118,4,1,1
000920,沃顿科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002079,苏州固锝,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002139,拓邦股份,2022,2023-04-08,2023-03-31,1,-8,0,1,0,98,90,3,0,0
002159,三特索道,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002182,宝武镁业,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002306,*ST云网,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002413,雷科防务,2022,2023-04-08,2023-04-17,1,9,1,0,0,98,107,4,1,0
002455,百川股份,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002480,新筑股份,2022,2023-04-08,2023-03-30,1,-9,0,1,0,98,89,3,0,0
002539,云图控股,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002577,雷柏科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002598,ST章鼓,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002670,国盛证券,2022,2023-04-08,2023-04-07,1,-1,0,1,0,98,97,4,1,0
002697,红旗连锁,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
002886,沃特股份,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
300119,瑞普生物,2022,2023-04-08,2023-04-01,0,-7,0,1,0,98,91,4,1,0
300452,山河药辅,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
300528,幸福蓝海,2022,2023-04-08,2023-04-07,0,-1,0,1,0,98,97,4,1,0
300624,万兴科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
300690,双一科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
300807,天迈科技,2022,2023-04-08,2023-04-18,1,10,1,0,0,98,108,4,1,0
300908,仲景食品,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600098,广州发展,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600120,浙江东方,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600162,香江控股,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600173,卧龙新能,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600222,太龙药业,2022,2023-04-08,2023-04-07,1,-1,0,1,0,98,97,4,1,0
600729,重庆百货,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600746,江苏索普,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600826,兰生股份,2022,2023-04-08,2023-04-27,1,19,1,0,1,98,117,4,1,1
600894,广日股份,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
600993,马应龙,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
601169,北京银行,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
601218,吉鑫科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
601228,广州港,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
601619,嘉泽新能,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603027,千禾味业,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603029,天鹅股份,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603163,圣晖集成,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603290,斯达半导,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603328,依顿电子,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603377,ST东时,2022,2023-04-08,2023-04-22,1,14,1,0,1,98,112,4,1,1
603501,豪威集团,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603689,皖天然气,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603690,至纯科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
603768,常青股份,2022,2023-04-08,2023-04-26,1,18,1,0,1,98,116,4,1,1
605208,永茂泰,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
688015,交控科技,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
688206,概伦电子,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
688368,晶丰明源,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
688371,菲沃泰,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
688739,成大生物,2022,2023-04-08,2023-04-08,0,0,0,0,0,98,98,4,1,0
000541,佛山照明,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
001216,华瓷股份,2022,2023-04-10,2023-04-18,2,8,1,0,0,100,108,4,1,0
002008,大族激光,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
002090,金智科技,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
002572,索菲亚,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
002774,快意电梯,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
002986,宇新股份,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
300223,北京君正,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
300875,捷强装备,2022,2023-04-10,2023-04-26,1,16,1,0,1,100,116,4,1,1
301000,肇民科技,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
301200,大族数控,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
301312,智立方,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
600241,时代万恒,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
600566,济川药业,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
688217,睿昂基因,2022,2023-04-10,2023-04-10,0,0,0,0,0,100,100,4,1,0
688459,哈铁科技,2022,2023-04-10,2023-04-19,1,9,1,0,0,100,109,4,1,0
000551,创元科技,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
000566,海南海药,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
000778,新兴铸管,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
001332,锡装股份,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002065,东华软件,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002111,威海广泰,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002186,全聚德,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002240,盛新锂能,2022,2023-04-11,2023-03-07,1,-35,0,1,0,101,66,3,0,0
002255,海陆重工,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002267,陕天然气,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002300,太阳电缆,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002313,日海智能,2022,2023-04-11,2023-04-17,1,6,1,0,0,101,107,4,1,0
002317,众生药业,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002363,隆基机械,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002395,双象股份,2022,2023-04-11,2023-04-18,1,7,1,0,0,101,108,4,1,0
002429,兆驰股份,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002474,榕基软件,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002518,科士达,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002542,*ST中岩,2022,2023-04-11,2023-04-17,1,6,1,0,0,101,107,4,1,0
002551,尚荣医疗,2022,2023-04-11,2023-04-29,1,18,1,0,1,101,119,4,1,1
002837,英维克,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002884,凌霄泵业,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
002982,湘佳股份,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
003015,日久光电,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300021,大禹节水,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300054,鼎龙股份,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300057,万顺新材,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300221,银禧科技,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300341,麦克奥迪,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300653,正海生物,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300785,值得买,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300969,恒帅股份,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
300997,欢乐家,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
301007,德迈仕,2022,2023-04-11,2023-04-11,0,0,0,0,0,101,101,4,1,0
